SA2_MAINCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
103031072,0,0,0,141,28,6,0,24,0,13,0,3,0,9,60,152,0,0,0,0,0,6,0,0,0,0,3,6,254,42,19,428,49,259,16,52,18,77,67,1275
103031073,0,0,0,13,8,3,0,6,0,4,0,3,0,6,11,48,0,0,0,0,0,0,0,0,0,0,0,5,33,19,3,76,3,52,0,22,6,60,12,285
103031074,0,0,0,76,28,5,0,40,0,18,0,7,0,5,61,167,0,0,0,0,0,0,3,0,0,3,8,18,175,49,13,334,28,204,11,51,17,91,64,1037
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,0,65,14,5,0,18,0,8,0,3,0,7,45,105,0,0,0,0,0,0,0,0,0,0,0,5,191,28,7,275,29,131,11,31,12,50,44,808
103041077,0,0,0,146,25,3,0,40,4,12,3,5,3,18,79,187,0,0,0,0,0,0,0,0,0,4,0,9,368,58,10,508,64,267,26,85,18,144,80,1634
103041078,3,0,0,256,50,7,0,54,0,20,3,8,0,8,137,288,4,0,0,0,0,0,0,0,0,8,8,21,641,62,24,827,107,384,24,94,24,109,158,2453
103041079,3,0,0,176,45,9,0,37,3,11,3,3,0,11,86,211,6,0,0,0,0,0,0,0,0,0,4,13,421,57,16,516,56,197,17,33,20,64,95,1493
104011080,0,3,0,58,30,5,3,29,7,19,0,6,0,27,83,204,0,0,0,0,0,0,0,0,3,7,0,13,313,81,4,436,51,275,24,98,23,216,92,1620
104011081,0,0,0,44,33,8,5,35,6,19,5,9,3,22,76,227,0,0,3,0,0,0,0,0,5,3,6,14,251,73,18,354,42,242,19,111,31,196,91,1420
104011082,0,0,0,50,19,10,0,35,0,13,0,11,3,15,72,183,5,0,0,3,0,0,0,0,0,4,9,13,192,94,10,355,31,189,18,110,25,168,84,1265
104021083,0,0,0,28,3,3,0,14,0,8,0,4,0,6,39,86,0,0,0,0,0,0,0,0,0,0,3,3,78,66,4,157,21,94,7,64,4,52,47,590
104021084,0,0,0,70,30,6,0,23,3,17,0,9,0,12,78,187,0,0,0,3,3,0,0,0,0,3,0,18,358,101,18,429,51,225,17,97,7,156,86,1541
104021085,0,3,0,47,14,3,0,18,0,8,0,3,3,16,42,102,0,0,0,0,0,0,0,0,0,0,3,8,162,47,3,234,19,121,6,45,15,91,51,803
104021086,0,0,0,19,18,0,0,8,0,4,0,5,0,5,34,81,0,0,0,0,0,0,0,0,0,0,0,5,75,40,3,138,10,70,9,35,3,25,38,458
104021087,0,0,0,11,3,3,0,9,0,7,0,3,0,0,15,41,0,0,0,0,0,0,0,0,0,0,0,6,40,13,3,71,9,41,4,27,6,38,21,266
104021088,0,3,0,102,19,3,0,23,3,8,3,3,4,8,70,146,0,0,0,0,0,0,0,0,0,0,3,3,232,46,8,345,24,166,10,60,7,62,69,1043
104021089,0,3,0,95,37,13,0,29,6,30,0,15,3,24,94,248,4,0,3,0,0,4,0,0,3,8,0,18,404,134,11,626,52,326,24,118,21,207,100,2022
104021090,0,0,0,11,3,3,0,4,0,3,0,5,0,4,18,48,0,0,0,0,0,0,0,0,0,0,0,0,76,39,4,100,14,50,9,34,5,43,21,390
104021091,0,3,0,48,20,11,0,33,0,8,3,10,0,9,55,148,0,0,0,0,0,0,0,0,0,0,9,14,228,60,10,379,45,213,16,73,11,125,70,1231
105011092,0,0,0,12,29,3,0,8,0,3,0,3,0,3,24,69,0,0,0,0,0,0,0,0,0,7,6,9,104,7,3,64,10,47,3,8,4,39,26,305
105011093,0,0,0,54,14,0,0,13,0,3,0,0,0,3,26,60,0,0,0,0,0,0,0,0,0,3,0,6,112,8,7,122,17,105,9,8,16,22,30,466
105011094,0,0,0,9,24,0,0,11,0,0,0,0,0,5,11,60,0,0,0,0,0,0,0,0,3,0,3,8,85,10,11,78,15,42,13,12,3,33,21,325
105011095,0,0,0,19,43,0,0,13,0,5,0,3,0,3,36,112,0,0,0,4,0,0,0,0,0,0,4,9,139,15,3,124,13,70,5,22,8,31,47,461
105011096,0,0,0,18,21,3,0,12,3,8,0,3,4,14,15,83,0,0,0,0,0,0,0,0,0,0,3,10,92,17,6,107,22,56,3,32,8,85,24,446
105021097,0,0,3,111,36,5,0,25,3,16,0,12,3,19,110,236,5,0,0,8,0,0,0,0,3,8,7,23,331,47,14,375,52,225,22,94,28,167,119,1484
105021098,0,0,0,14,10,0,0,4,0,3,0,0,0,3,15,39,3,0,0,0,0,0,0,0,0,0,0,5,76,5,4,19,10,40,0,10,0,32,15,208
105031099,0,0,0,19,26,7,0,25,0,9,3,4,0,10,33,119,3,0,4,3,0,0,0,0,0,0,0,13,136,38,5,210,24,79,8,37,7,91,35,660
105031100,0,0,0,58,27,0,0,24,3,12,0,0,0,4,78,154,3,0,0,0,0,0,0,0,0,3,3,7,310,32,9,312,42,142,5,32,10,69,77,1045
105031101,0,3,0,119,37,4,0,32,7,11,0,4,0,12,109,222,0,0,0,5,0,0,0,0,0,3,3,13,486,63,12,552,73,279,16,49,15,85,114,1732
105031102,0,3,0,69,20,4,3,25,0,8,0,3,0,6,64,135,0,0,0,0,0,4,0,0,0,0,0,11,271,24,12,273,36,127,7,16,10,59,73,916
105031103,0,0,0,67,27,3,3,25,3,12,0,4,0,3,59,135,0,0,4,0,0,0,0,0,0,0,0,5,209,24,14,223,27,92,4,17,7,33,63,718
105031104,0,0,0,16,16,3,3,13,3,10,3,0,0,0,26,78,0,0,0,0,0,0,0,0,0,0,3,4,95,21,6,108,21,55,3,14,3,32,25,385
105031105,0,0,0,40,21,5,0,14,0,6,0,4,0,4,43,100,0,0,0,0,0,0,0,0,0,0,4,13,173,22,6,171,17,89,11,23,6,48,46,615
105031106,0,0,0,34,19,0,3,21,0,11,0,6,3,14,47,119,0,0,0,0,0,0,0,0,0,3,3,14,168,29,10,162,20,107,10,45,9,100,53,708
106011107,0,3,0,152,30,3,3,25,3,6,0,3,0,8,63,148,4,0,3,3,0,0,0,0,0,0,0,15,252,46,6,458,45,249,21,44,13,91,70,1295
106011108,0,3,0,152,28,3,4,29,6,11,0,11,6,24,86,207,0,0,3,4,0,3,0,3,0,6,5,23,347,79,30,564,76,372,27,125,31,280,102,2037
106011109,0,0,0,87,23,5,0,20,4,19,3,13,3,7,39,133,4,0,3,0,0,0,0,0,0,0,3,9,187,54,10,256,25,174,15,49,13,88,46,915
106011110,0,0,0,74,21,8,4,28,0,15,6,5,0,7,52,140,0,0,0,3,0,0,0,0,0,5,3,14,205,57,16,318,31,164,14,45,17,91,58,1007
106011111,0,0,0,93,34,8,3,30,0,20,3,15,4,23,76,219,0,0,0,3,0,3,0,0,0,5,5,19,334,56,20,569,61,370,22,120,26,271,86,1931
106011112,0,3,0,276,36,10,0,51,4,22,3,4,0,13,103,239,3,0,5,12,0,0,0,0,0,0,6,23,341,50,14,671,58,470,16,61,26,134,113,1951
106011113,0,3,0,99,11,4,0,15,0,9,0,3,0,7,15,67,0,0,0,0,0,0,0,0,3,0,0,7,110,16,3,204,32,132,9,31,14,50,15,614
106021114,0,0,0,83,3,4,0,12,0,6,0,3,0,4,28,53,0,0,0,0,0,0,0,0,0,0,0,8,137,23,7,257,31,139,3,42,12,60,31,737
106021115,0,0,0,311,57,7,0,66,6,27,3,8,10,18,194,393,3,0,0,7,0,0,0,0,0,9,3,20,656,103,19,1027,95,641,24,142,43,227,198,3180
106021116,0,0,0,203,26,0,0,22,0,13,0,10,0,4,73,139,3,0,4,0,0,0,0,0,0,0,0,9,296,30,16,381,40,148,3,36,11,47,74,1076
106021117,3,5,0,231,42,3,5,59,0,15,3,12,3,26,152,315,0,0,0,3,0,0,0,0,0,0,3,16,531,87,20,857,114,522,40,139,42,218,160,2723
106021118,0,3,0,138,32,3,0,38,0,25,0,9,0,11,105,213,0,0,0,3,0,0,0,0,0,0,3,12,355,55,8,524,55,273,16,38,11,56,114,1506
106031119,0,0,0,41,9,9,0,21,0,11,0,9,0,4,50,114,0,0,0,0,0,0,0,0,0,0,0,3,113,34,5,213,21,83,8,41,9,53,52,626
106031120,0,0,0,22,5,0,0,15,0,12,0,4,0,6,37,73,0,0,3,0,0,0,0,0,0,0,3,6,94,32,6,144,21,146,4,48,8,76,40,610
106031121,3,4,0,148,34,7,0,41,0,25,3,12,3,21,160,299,4,0,3,0,0,3,0,0,0,0,0,17,362,90,25,566,45,280,20,98,24,180,168,1853
106031122,0,0,0,66,21,5,0,20,3,20,0,12,0,16,81,177,3,0,0,0,0,0,0,0,0,0,0,4,235,45,13,368,52,278,9,86,14,176,84,1358
106031123,0,3,0,115,23,3,0,23,0,12,3,0,0,8,39,116,0,0,0,3,0,0,0,0,0,0,0,8,184,32,15,298,27,111,9,33,7,45,48,809
106031124,0,0,0,18,10,0,0,8,0,4,0,3,0,6,16,49,0,0,0,0,0,0,0,0,0,0,0,3,60,20,3,76,3,54,3,15,8,45,19,306
106031125,0,0,0,127,21,9,0,41,4,19,4,11,8,11,111,237,3,0,0,5,0,0,3,0,0,0,4,18,358,64,14,529,56,296,21,88,29,107,119,1703
106041126,0,0,0,125,26,0,4,25,0,16,0,4,3,11,46,138,0,0,0,3,0,0,0,0,0,0,6,13,232,42,13,370,48,296,14,51,29,125,64,1275
106041127,0,0,0,53,13,0,0,18,0,11,0,0,0,4,28,74,0,0,0,0,0,0,0,0,0,0,0,3,101,13,12,151,19,83,6,21,4,20,34,464
106041128,0,0,0,82,19,0,0,20,0,6,0,4,0,0,27,76,0,0,0,0,0,0,0,0,0,0,3,11,174,27,5,205,13,116,9,22,12,26,32,642
106041129,0,0,0,56,24,0,5,19,7,6,0,3,4,9,38,116,3,0,0,0,0,0,0,0,0,3,5,8,205,36,11,248,40,149,15,31,16,60,44,847
107011131,0,0,0,162,31,6,3,53,3,40,3,6,3,28,98,275,0,0,3,6,0,4,0,0,0,0,7,22,493,95,21,895,83,545,37,152,35,284,105,2755
107011132,3,5,0,124,14,3,0,23,3,14,3,10,3,0,58,136,0,0,0,0,0,0,0,0,0,0,0,6,313,28,10,477,61,224,18,55,10,60,60,1315
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,3,5,0,280,31,0,0,38,4,19,3,9,0,34,97,236,0,0,0,0,0,0,0,0,0,3,4,16,462,85,15,707,76,336,33,107,24,188,102,2129
107011545,0,4,0,72,13,5,3,19,0,26,0,11,3,19,67,157,0,0,0,3,0,3,0,0,5,6,5,19,214,58,14,348,42,310,14,128,32,305,78,1544
107011546,0,3,0,50,14,3,3,18,3,12,0,5,3,21,30,110,0,0,0,3,0,0,0,0,0,8,3,14,120,28,9,205,23,173,4,71,18,228,37,924
107011547,0,4,0,33,3,0,0,7,0,3,0,0,0,7,16,41,0,0,0,0,0,0,0,0,0,3,3,3,75,16,3,130,11,69,7,21,3,59,17,416
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,157,38,3,0,38,6,25,7,5,4,12,87,219,3,0,3,0,0,4,0,3,0,0,3,19,439,63,11,767,82,372,36,82,23,110,93,2076
107031137,0,0,0,29,7,0,0,11,0,13,0,9,0,12,35,93,0,0,0,0,0,0,0,0,0,0,0,4,132,22,3,226,14,154,12,49,8,70,37,737
107031138,0,0,0,130,17,0,3,19,6,4,0,0,0,5,42,94,0,0,0,0,0,0,0,0,0,0,0,6,160,35,8,276,29,110,8,43,8,80,42,800
107031139,0,0,0,104,19,3,0,21,3,5,0,5,3,8,58,122,0,0,0,0,0,0,0,0,0,0,0,0,151,26,12,278,40,132,3,34,18,48,59,806
107031140,0,0,0,132,27,0,0,33,0,13,0,5,0,9,44,145,0,0,0,0,0,0,0,0,0,0,0,3,174,51,10,331,41,112,16,50,12,60,52,903
107031141,3,5,0,319,35,10,0,57,10,23,0,12,0,23,112,279,3,0,0,0,0,3,0,0,0,4,3,15,553,107,26,896,100,428,16,111,23,137,119,2503
107031142,4,3,0,106,20,3,0,32,0,11,3,8,5,15,54,148,0,0,0,3,0,0,0,0,0,0,0,3,207,35,17,393,34,219,10,76,14,128,56,1197
107031143,3,7,0,91,30,3,0,37,3,28,0,15,4,33,93,250,0,0,0,3,0,0,0,0,0,5,6,18,304,67,4,558,66,387,27,130,32,339,101,2027
107041144,0,6,0,328,33,7,4,49,3,15,0,7,8,24,118,264,0,0,3,3,0,0,3,0,0,0,3,17,462,98,18,777,100,425,24,117,32,264,123,2434
107041145,0,5,0,162,27,6,0,37,3,23,0,6,7,21,80,206,0,0,0,0,0,0,0,0,0,3,4,9,291,69,14,558,61,276,19,86,21,189,91,1672
107041146,4,3,0,362,41,10,0,48,3,27,0,8,3,27,119,294,6,0,3,3,0,0,0,0,0,3,7,24,587,83,18,871,81,419,28,125,34,226,131,2600
107041147,0,0,0,217,32,3,3,37,0,17,3,6,3,11,70,174,0,0,0,3,0,0,0,0,0,3,4,14,295,57,14,564,48,196,14,59,10,63,74,1397
107041148,0,3,0,394,22,6,0,22,7,14,0,10,4,14,79,178,0,0,0,0,0,0,0,0,0,0,0,9,322,71,17,567,56,259,13,57,16,95,82,1559
107041150,0,3,0,440,54,3,0,61,4,27,4,12,3,9,142,322,3,0,3,0,0,0,0,0,0,3,0,11,535,107,18,1026,101,388,38,85,23,164,144,2634
