SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
103011059,29,53,34,21,30,14,3,188,6,3,6,0,0,0,0,14,0,0,3,0,0,0,0,3,55,110,79,55,83,17,8,405,3,10,8,0,3,0,0,24,8,13,10,4,3,0,0,39,9,21,10,6,4,0,0,61,69,134,90,58,89,17,8,466,96,62,39,24,38,7,0,260,0,0,0,0,0,0,0,4,169,198,134,86,123,21,8,735
103011060,9,15,12,5,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,17,9,22,6,0,90,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,4,6,0,0,0,0,0,7,12,34,15,9,22,6,0,100,19,10,8,3,4,0,0,52,0,0,0,0,0,0,0,0,33,41,22,15,31,6,0,151
103011061,11,27,10,4,7,3,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,21,32,23,7,17,10,0,104,0,4,3,6,0,0,0,14,0,3,0,0,4,0,0,7,0,9,3,6,6,0,0,18,16,36,24,15,23,12,0,124,19,21,11,7,5,3,3,76,0,0,0,0,0,0,0,5,38,66,36,23,27,13,5,201
103021062,18,21,12,12,14,0,0,79,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,30,27,17,24,0,0,128,4,8,6,3,5,0,0,26,9,10,0,0,0,0,0,22,6,22,7,3,5,0,0,45,33,55,29,23,31,0,0,168,55,46,33,21,9,0,0,164,0,0,0,0,3,0,0,4,88,98,66,44,41,5,0,337
103021063,16,37,22,18,26,4,0,133,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,28,63,35,32,49,11,0,222,0,3,5,3,8,0,0,27,8,3,3,3,0,0,0,16,8,7,12,7,8,0,0,41,33,74,51,41,53,7,0,259,90,81,29,24,23,0,3,247,0,0,0,0,0,0,0,3,130,154,77,59,75,7,5,515
103021064,6,15,12,11,8,0,0,49,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,30,21,15,19,0,0,107,0,4,4,0,0,0,0,15,7,4,3,4,0,0,0,14,4,15,6,5,0,0,0,30,16,48,29,25,15,0,0,136,23,26,19,12,15,3,0,100,0,0,0,0,0,0,0,0,42,67,51,35,38,3,0,238
103021065,27,47,30,14,22,0,0,148,0,0,3,0,0,0,0,4,3,3,0,0,0,0,0,9,38,86,58,32,50,9,3,268,6,4,4,0,7,0,0,17,8,11,3,3,0,0,0,26,12,14,9,6,4,0,0,44,52,95,62,38,56,9,3,306,66,50,35,24,20,0,0,189,0,7,0,0,0,0,0,7,119,151,95,60,74,9,3,505
103021066,4,4,5,3,8,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,14,8,6,16,3,0,53,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,6,3,0,3,0,0,12,4,21,12,9,15,3,0,63,15,20,8,0,6,0,0,50,0,0,0,0,0,0,0,0,24,35,22,10,21,3,0,118
103021067,23,48,38,23,20,4,0,151,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,5,43,70,53,44,71,12,0,289,5,11,8,3,5,0,0,28,11,20,11,6,0,0,0,43,17,28,20,8,5,0,0,70,56,95,69,57,71,14,0,366,112,93,37,18,32,0,0,293,0,0,0,0,0,0,0,3,169,192,110,70,104,15,0,665
103021068,3,13,3,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,7,9,0,0,48,0,3,4,0,3,0,0,13,0,0,4,0,0,0,0,6,0,4,4,0,3,0,0,17,7,17,11,12,14,0,0,59,23,11,13,3,4,0,0,60,0,0,0,0,0,0,0,3,27,29,27,13,23,3,6,129
103021069,11,17,8,6,5,0,0,54,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,6,13,45,34,16,26,6,0,139,3,3,3,0,0,0,0,10,0,3,3,0,0,0,0,9,3,5,5,0,0,0,0,12,17,46,36,20,23,6,0,151,33,33,18,7,11,0,0,96,0,4,0,0,0,0,0,4,48,81,58,30,30,7,0,252
103031070,25,52,42,23,39,5,0,191,3,3,0,0,4,0,0,9,0,3,0,0,0,0,0,7,32,82,58,49,83,10,3,321,0,9,5,7,9,3,0,35,6,19,9,0,3,0,0,40,10,24,13,11,11,4,0,67,41,111,73,52,90,18,3,390,135,95,40,24,21,3,0,325,3,0,0,0,0,0,0,8,181,210,112,76,113,18,4,718
103031071,16,21,19,17,16,0,0,82,0,0,3,0,0,0,0,4,0,4,0,3,0,0,0,4,21,40,37,32,39,3,0,174,4,3,0,6,10,0,0,23,5,4,3,3,0,0,0,15,6,7,3,7,8,0,0,35,31,49,39,33,49,3,0,208,34,37,14,11,17,4,0,120,3,0,0,0,0,0,0,3,68,87,53,49,70,6,0,331
103031072,29,56,36,22,26,5,0,170,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,50,74,62,43,73,8,0,305,0,0,8,7,0,0,0,14,12,8,4,4,0,0,0,24,7,8,9,5,0,0,0,37,57,82,65,50,69,8,0,338,88,78,27,17,10,0,0,227,4,0,0,0,0,0,0,3,152,168,94,66,87,6,0,569
103031073,3,9,13,10,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,12,12,3,0,64,0,0,3,0,6,0,0,9,0,0,0,0,3,0,0,3,0,0,3,0,9,0,0,15,8,14,19,10,18,3,0,79,25,23,17,8,7,0,0,79,0,0,0,0,0,0,0,0,39,34,43,22,20,3,0,157
103031074,9,36,18,10,10,3,0,85,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,3,20,59,25,20,29,6,0,163,0,8,0,3,3,0,0,17,4,4,0,0,3,0,0,14,4,16,0,4,8,0,0,34,23,73,32,26,33,6,0,196,63,50,20,20,20,4,0,174,0,0,3,0,0,0,0,0,91,122,54,46,49,12,0,373
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,18,33,14,15,14,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,55,39,27,37,6,0,184,0,5,0,3,9,0,0,14,3,0,5,0,0,0,0,14,3,8,5,3,8,0,0,29,25,67,38,31,45,8,0,213,37,32,14,11,8,0,0,105,0,0,0,0,3,0,0,6,62,95,54,44,57,5,0,320
103041077,59,91,35,31,38,8,0,263,7,13,5,3,3,0,0,35,0,3,0,0,0,0,0,9,92,169,101,79,115,26,3,585,11,7,10,7,13,0,0,39,27,20,3,3,3,0,0,58,37,27,15,10,12,3,0,98,125,192,112,87,126,30,6,680,182,133,73,34,45,8,0,475,3,3,0,0,0,0,0,5,315,327,181,124,169,35,6,1165
103041078,59,72,56,24,42,5,3,258,5,6,3,0,0,0,0,16,4,8,5,0,0,0,0,19,109,154,121,67,105,30,5,592,9,19,11,12,7,0,0,52,11,21,3,6,4,0,0,49,19,41,20,16,8,0,0,99,128,198,134,84,118,31,5,698,125,101,55,30,32,10,5,347,7,4,3,0,0,0,0,12,260,299,194,119,142,38,9,1062
103041079,25,16,15,7,7,0,0,74,3,4,0,0,0,0,0,5,0,3,0,0,0,0,0,7,40,42,42,25,42,7,0,201,0,0,3,3,0,0,0,10,3,3,3,0,0,0,0,14,3,8,5,4,3,0,0,20,41,48,45,31,44,7,0,222,39,38,16,14,8,3,0,117,3,0,0,0,0,0,0,0,82,89,66,39,52,9,0,344
104011080,41,66,54,37,50,3,0,262,6,4,0,4,0,0,0,15,3,3,3,0,0,0,0,7,69,129,109,74,116,11,3,516,3,22,4,4,4,0,0,43,19,28,6,5,4,0,0,68,26,51,15,13,7,0,0,117,93,180,125,87,129,13,3,626,220,185,100,66,40,6,3,625,0,4,3,3,0,0,0,10,318,366,229,156,170,19,6,1260
104011081,15,49,26,29,32,4,0,154,0,0,3,3,3,3,0,11,0,0,0,0,0,0,0,4,28,76,51,38,62,14,0,271,3,18,10,0,10,3,0,39,9,5,7,0,0,0,0,17,11,20,17,3,7,3,0,60,38,92,68,43,77,14,0,331,115,122,54,29,42,10,3,366,0,3,0,0,3,0,0,9,147,219,118,71,119,23,9,704
104011082,23,54,30,27,44,5,3,193,3,8,5,0,8,0,0,21,3,3,0,0,0,0,0,4,37,95,60,56,90,20,3,358,0,12,9,0,0,0,0,26,10,24,8,0,4,0,0,45,9,34,14,0,4,0,0,70,45,134,81,53,93,20,6,430,70,88,48,29,27,4,0,273,0,3,0,0,0,0,0,8,119,221,128,90,119,21,8,711
104021083,8,33,22,13,28,3,0,123,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,12,51,44,24,55,10,3,207,0,7,3,0,5,0,0,15,4,6,8,0,4,0,0,20,4,9,7,3,7,0,0,36,15,62,55,31,60,10,3,240,41,39,27,5,14,3,0,142,0,0,0,0,0,0,0,3,60,110,82,37,75,9,3,380
104021084,47,103,69,44,51,10,0,329,0,3,3,0,7,0,0,14,0,0,6,0,5,0,3,12,74,166,121,90,117,26,9,599,8,20,9,5,3,5,0,55,10,15,0,3,6,4,0,34,12,34,12,7,7,6,0,87,86,207,133,99,126,31,9,683,132,139,78,41,49,15,14,468,0,4,3,3,3,0,0,10,223,346,210,142,176,46,17,1167
104021085,26,56,37,30,29,3,3,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,98,73,54,73,10,4,357,0,7,3,4,0,0,0,14,3,13,0,3,6,0,0,27,3,16,3,6,10,0,0,40,47,110,78,59,84,7,3,392,42,60,35,20,20,10,8,189,0,0,0,3,0,0,0,6,84,172,114,82,107,20,13,589
104021086,8,14,7,10,10,0,0,55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,28,12,16,23,5,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,18,27,12,16,23,3,0,103,20,12,13,5,4,0,0,53,0,0,0,0,0,0,0,0,33,40,27,20,27,7,0,150
104021087,3,14,12,8,11,0,0,50,0,3,0,0,0,0,0,7,0,3,0,3,0,0,0,8,8,19,16,18,20,0,0,79,0,0,0,3,0,0,0,7,3,3,0,0,0,0,0,3,3,0,0,3,6,0,0,10,12,24,14,19,25,0,0,94,27,32,8,5,5,0,0,79,0,0,0,0,0,0,0,4,38,57,29,31,26,0,0,179
104021088,11,32,33,16,12,3,0,109,7,3,0,0,0,0,0,13,0,0,0,0,0,0,0,3,22,52,66,31,47,12,0,224,0,3,4,0,0,0,0,10,0,6,0,0,3,0,0,6,4,13,3,0,3,0,0,24,23,63,71,29,46,12,0,248,28,31,16,18,10,0,0,106,0,0,0,0,0,0,0,0,57,96,90,47,55,12,0,351
104021089,49,113,68,46,63,16,3,354,0,6,4,0,0,0,0,12,0,3,6,3,0,0,0,9,68,162,114,96,121,24,9,602,3,16,3,7,3,3,0,44,9,13,4,5,7,3,0,41,8,31,11,18,11,4,0,85,81,193,124,109,135,35,9,688,117,119,53,38,38,10,0,382,0,0,0,0,0,0,0,3,199,317,180,149,175,43,10,1072
104021090,14,22,13,10,12,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,28,29,15,27,4,6,116,3,0,0,0,0,0,0,6,4,6,8,0,0,0,0,15,4,3,8,0,0,0,0,22,18,33,34,22,29,4,6,137,15,14,5,9,8,0,0,63,0,0,0,0,0,0,0,3,36,51,46,28,34,4,6,202
104021091,21,59,42,30,32,8,3,189,3,5,0,0,0,0,0,14,3,4,3,0,5,0,0,14,34,92,75,48,78,12,9,352,0,10,3,7,3,0,0,27,9,11,4,3,3,0,0,30,8,22,10,10,5,0,0,56,41,115,88,56,80,12,9,402,73,69,35,28,27,7,0,243,0,0,3,3,3,0,0,7,117,187,129,86,112,14,13,658
105011092,12,11,10,8,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,23,10,6,0,0,95,3,4,0,3,0,0,0,12,4,7,8,4,0,0,0,27,5,13,7,4,0,0,0,38,27,48,31,20,11,0,0,131,62,65,26,12,10,0,0,170,3,3,6,5,0,0,0,14,95,110,65,28,15,0,0,321
105011093,6,14,7,3,3,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,33,18,15,9,0,0,92,0,7,0,4,0,0,0,15,0,7,0,4,0,0,0,4,0,10,0,8,0,0,0,24,16,45,23,15,9,0,0,109,27,18,10,11,7,0,0,66,0,3,4,3,0,0,0,11,43,61,32,31,18,3,0,190
105011094,11,17,8,6,5,0,0,48,0,0,4,0,0,0,0,4,4,0,0,0,3,0,0,8,12,24,18,19,8,4,0,89,0,12,6,4,0,0,0,19,4,10,0,3,3,0,0,15,9,16,9,3,3,0,0,35,22,41,26,22,12,3,0,128,68,47,37,14,6,0,0,174,3,3,0,0,0,0,0,11,91,97,60,41,25,3,0,309
105011095,10,22,10,5,3,0,0,49,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,36,14,16,18,4,0,95,0,0,3,0,3,0,0,13,8,3,0,4,0,0,0,16,8,8,6,6,3,0,0,26,21,41,22,17,21,5,0,125,45,27,21,6,4,3,0,110,0,0,0,0,0,0,0,3,67,70,41,23,25,4,0,243
105011096,17,19,21,4,8,0,0,61,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,5,26,52,38,10,16,3,0,142,3,14,8,0,3,3,0,32,8,7,0,3,0,0,0,19,6,25,14,5,3,3,0,52,36,71,47,15,16,3,0,197,105,84,41,22,23,3,0,283,0,9,3,3,4,0,0,23,145,165,94,44,47,7,0,494
105021097,77,80,64,34,51,9,0,308,7,9,3,4,3,0,0,30,0,0,3,0,5,0,0,10,103,142,114,87,113,15,0,574,8,15,14,6,7,0,0,53,11,15,4,7,9,0,0,48,16,30,14,16,17,0,0,94,119,175,125,109,125,18,0,671,176,132,64,38,50,0,0,460,18,9,3,0,0,0,0,27,312,316,189,148,171,23,0,1163
105021098,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,13,4,6,0,0,40,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,12,13,4,6,0,0,46,23,24,10,16,9,0,0,80,3,0,0,0,0,0,0,0,32,43,21,22,11,0,0,127
105031099,10,33,17,17,17,3,0,99,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,9,24,52,35,34,39,4,3,190,0,3,6,3,0,0,0,16,7,0,0,4,0,0,0,10,3,9,9,10,3,0,0,26,25,58,38,45,35,9,3,215,55,58,33,17,12,4,0,178,3,7,3,0,0,0,0,10,84,121,78,61,50,9,3,409
105031100,56,65,26,17,17,6,0,189,3,3,0,0,3,0,0,9,5,3,4,7,5,0,0,22,82,113,58,39,60,12,4,375,9,3,3,3,7,0,0,20,9,10,5,3,3,0,0,33,17,11,6,12,4,0,0,54,106,130,66,50,67,12,4,430,123,98,37,29,28,3,0,315,3,0,0,0,0,0,0,11,228,229,104,83,93,14,6,751
105031101,60,101,51,28,37,8,3,291,8,0,4,3,0,0,0,13,0,5,3,3,5,0,0,12,107,185,100,70,101,26,11,600,9,15,5,3,0,0,0,36,11,19,7,4,3,0,0,44,17,34,14,11,6,0,0,77,124,224,116,78,107,21,11,673,105,98,38,28,28,3,3,304,3,4,0,0,0,0,0,13,232,323,157,104,136,23,16,988
105031102,22,37,22,21,14,0,4,122,0,3,3,3,0,0,0,12,0,5,6,3,0,0,0,12,50,82,59,36,49,3,4,281,3,14,4,4,3,0,0,30,11,13,3,3,5,3,0,35,15,24,8,6,7,3,0,61,60,109,68,44,52,5,4,343,112,85,39,18,24,0,0,277,0,6,0,0,0,0,0,3,171,195,113,65,77,7,4,632
105031103,10,19,6,5,3,0,0,43,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,35,18,13,19,3,0,97,3,0,0,0,3,0,0,7,0,3,0,0,0,0,0,5,3,0,0,3,3,0,0,9,15,36,18,20,18,3,0,104,19,12,13,6,4,0,0,59,0,0,0,0,0,0,0,0,35,55,31,21,24,3,0,168
105031104,13,26,19,7,10,0,0,71,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,18,28,17,15,17,0,0,97,3,3,5,3,0,0,0,13,0,3,0,0,0,0,0,9,3,10,4,8,0,0,0,20,23,36,28,22,17,0,0,122,44,40,22,13,14,0,0,130,0,0,0,0,0,0,0,4,70,74,44,36,35,0,0,257
105031105,14,25,14,10,10,3,0,83,4,0,3,0,0,0,0,10,0,3,0,0,0,0,0,11,36,59,32,25,30,6,0,186,0,3,8,3,5,0,0,14,7,6,4,3,0,0,0,29,11,10,11,4,4,0,0,43,45,68,44,27,35,6,0,227,96,78,33,17,11,0,0,235,0,0,0,0,0,0,0,3,134,145,78,47,51,10,0,469
105031106,22,25,16,11,12,0,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,40,55,37,27,38,6,0,202,4,4,5,3,3,0,0,29,3,14,4,5,0,0,0,32,13,24,9,10,7,0,0,59,52,75,50,36,46,10,0,256,103,75,46,18,28,0,0,276,0,3,0,0,0,0,0,8,158,152,95,50,69,9,3,539
106011107,17,38,17,18,18,10,0,119,3,5,0,0,0,0,0,14,0,0,3,0,0,0,0,7,35,63,39,39,37,14,0,231,0,3,6,3,5,0,0,9,5,8,3,3,0,0,0,21,5,8,10,4,5,0,0,36,41,73,46,38,43,12,0,260,60,53,31,17,13,0,0,179,0,0,0,0,3,0,0,0,99,134,77,60,58,17,0,443
106011108,71,127,84,42,57,5,3,383,16,3,0,0,0,0,0,26,0,3,4,3,4,0,0,13,108,194,123,81,108,24,10,644,19,25,17,4,7,0,0,71,20,36,9,17,9,0,0,100,41,59,29,22,19,0,0,169,151,254,154,100,121,26,11,815,331,256,111,73,57,12,0,847,3,8,3,0,0,0,0,11,487,513,273,181,178,35,18,1676
106011109,12,32,25,14,14,0,0,93,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,16,38,32,28,23,3,4,149,3,3,0,0,0,0,0,17,0,7,0,0,0,0,0,10,9,8,0,3,5,0,0,25,18,46,34,26,26,3,7,176,47,45,18,12,11,3,0,138,0,0,0,0,0,0,0,0,65,95,55,41,40,5,3,314
106011110,16,46,19,21,16,3,0,118,0,3,3,0,3,0,0,6,0,0,0,0,0,0,0,4,20,61,32,33,40,8,3,190,3,3,3,3,0,0,0,8,3,11,3,0,0,0,0,22,9,14,8,4,0,0,0,33,26,70,37,41,41,5,3,223,39,48,22,22,5,0,0,142,0,0,0,0,0,0,0,4,67,121,63,60,47,12,3,366
106011111,50,77,57,37,42,16,3,275,4,4,3,0,7,0,0,19,0,0,0,3,0,0,0,11,84,133,107,65,92,16,4,506,4,30,20,10,14,0,0,79,18,20,10,5,3,0,0,63,27,47,30,17,21,0,0,137,109,180,140,75,108,17,4,644,187,172,82,63,51,10,0,559,4,5,0,0,0,0,0,16,304,354,217,139,166,23,4,1211
106011112,44,74,38,25,35,11,0,227,7,15,0,3,0,0,0,25,0,0,0,0,0,0,0,3,67,118,64,60,83,28,4,421,3,10,3,9,3,6,0,36,10,19,9,4,7,0,0,49,14,31,10,12,11,6,0,85,79,154,70,71,93,31,4,511,111,109,47,33,22,4,0,325,0,0,0,0,0,0,0,3,193,262,118,102,122,36,5,844
106011113,9,12,6,11,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,21,23,10,15,4,0,90,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,3,4,0,0,0,0,0,5,15,29,23,10,15,4,0,100,8,23,6,0,3,0,0,47,0,0,0,0,0,0,0,0,26,48,29,18,21,4,0,142
106021114,21,32,20,12,17,0,3,100,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,36,55,39,22,41,8,3,204,0,3,0,0,5,0,0,14,0,0,0,0,0,3,0,9,0,5,0,3,7,4,0,19,41,60,42,27,49,11,8,226,58,24,11,9,8,3,0,111,0,0,0,0,0,0,0,4,94,87,52,33,54,14,3,344
106021115,80,87,88,36,53,10,9,373,8,11,0,0,3,0,0,28,3,6,3,5,0,0,0,21,140,205,176,105,162,49,28,866,10,16,13,7,14,0,0,66,17,23,16,6,8,0,0,73,24,43,28,17,24,0,0,141,168,247,206,125,180,50,28,1000,187,200,119,54,69,12,8,657,3,3,0,4,0,0,0,9,356,453,320,180,247,63,39,1669
106021116,17,37,34,9,16,3,3,109,4,0,0,0,0,0,0,7,0,0,3,0,3,0,3,7,26,59,54,19,42,8,8,220,0,4,3,3,0,0,0,7,0,3,0,0,0,0,0,4,0,3,5,3,0,0,0,12,26,65,57,19,42,14,8,230,17,17,11,5,3,0,0,50,0,3,0,3,0,0,0,4,48,80,71,27,40,15,8,288
106021117,73,123,64,43,49,8,3,363,16,3,7,3,3,0,0,25,0,0,0,4,3,0,0,8,115,195,121,75,126,24,16,669,9,15,13,10,9,3,0,53,22,44,7,8,4,4,0,88,37,56,17,17,16,6,0,144,147,253,140,91,133,31,16,811,247,190,100,48,57,4,9,656,3,0,3,0,0,0,0,10,396,445,243,141,193,35,18,1477
106021118,24,36,24,22,17,8,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,57,51,41,58,11,4,264,3,7,11,3,3,3,0,26,9,12,3,0,0,0,0,26,12,23,10,0,5,3,0,55,49,77,63,49,58,13,4,319,44,27,14,6,9,3,0,107,0,4,0,0,0,0,0,3,97,103,80,52,68,17,10,427
106031119,15,11,13,15,11,0,0,69,3,0,0,0,4,0,0,10,0,3,0,0,3,0,0,13,18,29,27,28,40,3,3,151,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,3,0,0,3,3,0,0,9,24,35,26,35,44,3,3,165,20,14,13,11,10,0,0,61,0,0,3,0,0,0,0,3,39,45,41,44,49,5,3,230
106031120,12,34,24,17,19,0,0,121,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,19,59,38,27,34,6,0,186,0,7,5,0,0,0,0,18,9,7,3,4,0,0,0,18,9,10,7,5,4,0,0,34,30,71,42,32,42,6,0,216,51,53,28,10,11,3,0,154,0,3,0,0,0,0,0,4,78,117,70,44,47,6,4,376
106031121,27,99,78,36,39,6,0,289,0,0,4,0,5,0,0,20,0,5,0,0,4,0,0,9,43,146,128,79,105,21,3,529,3,3,8,7,3,4,0,23,7,11,5,3,0,0,0,33,7,14,10,8,10,4,0,52,52,163,138,88,114,25,3,585,82,85,38,27,24,5,0,260,0,0,3,3,0,0,0,3,133,249,184,118,131,27,3,849
106031122,54,79,44,38,33,12,0,250,5,3,3,4,0,0,0,18,0,0,0,0,0,0,0,3,82,125,73,61,61,22,6,432,6,13,9,8,12,3,0,45,11,17,0,8,6,0,0,39,15,31,10,15,16,3,0,91,92,164,87,70,81,19,9,517,194,168,73,38,48,5,3,535,0,4,0,0,0,0,0,6,291,332,160,116,128,30,8,1062
106031123,5,5,4,9,7,0,0,31,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,15,19,19,15,14,5,0,86,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,3,7,3,0,0,0,0,13,13,23,21,15,17,5,0,98,9,11,11,5,7,3,0,42,0,0,0,0,0,0,0,3,23,35,28,19,24,10,0,146
106031124,6,15,9,7,12,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,8,12,15,0,0,68,0,3,0,0,0,0,0,8,0,5,7,0,0,0,0,14,0,5,3,0,0,0,0,16,9,25,15,15,19,0,0,84,21,14,7,5,5,0,0,56,0,0,0,0,0,0,0,0,27,40,27,18,29,0,0,150
106031125,27,46,24,14,19,4,0,143,3,4,3,7,3,3,0,20,0,0,3,0,0,0,0,9,52,82,52,42,56,20,5,312,7,8,7,8,3,0,0,24,0,5,3,4,0,0,0,14,8,12,8,11,3,0,0,41,56,97,57,52,62,21,5,348,71,47,42,19,20,0,0,199,0,0,0,0,0,0,0,6,122,141,103,75,83,21,9,552
106041126,26,47,19,20,18,0,0,137,4,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,44,93,54,52,58,12,3,318,10,20,17,10,10,0,0,65,5,8,12,6,5,0,0,35,19,33,24,9,13,0,0,103,66,131,79,57,77,12,3,418,181,125,59,37,21,0,0,419,7,5,3,3,0,0,0,14,248,255,142,94,98,13,3,853
