SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
106031120,59,109,86,107,231,245,145,237,33,1250,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,4,9,3,6,0,3,0,34,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,4,3,4,0,20,0,0,4,0,3,0,3,0,0,14,5,42,28,35,27,4,3,8,0,148,9,40,24,25,10,3,3,9,0,126,0,7,0,3,4,0,3,7,0,27,0,3,0,0,0,0,0,0,0,7,0,3,3,12,7,3,0,0,0,32,3,0,4,3,11,6,3,0,0,21,0,7,3,5,9,10,0,4,0,37,0,16,7,5,8,5,0,0,0,46,4,0,8,4,27,21,8,4,0,74,6,13,24,10,11,6,5,10,0,77,20,26,43,67,52,32,12,10,0,262,0,3,5,3,0,3,0,0,0,16,3,8,7,5,10,3,3,5,0,45
106031121,147,376,290,350,712,840,449,696,78,3940,0,3,0,3,3,4,0,0,0,15,0,0,0,0,0,3,0,0,0,12,6,9,11,6,8,16,0,3,3,59,0,4,0,0,3,0,0,0,0,6,3,24,12,14,10,15,4,3,0,80,0,3,6,3,10,9,5,7,0,35,26,175,123,93,85,26,31,24,3,577,29,177,92,101,69,43,33,37,3,575,5,13,17,16,23,11,4,4,3,92,0,5,4,3,10,3,0,3,0,26,4,7,14,16,22,13,3,10,0,93,4,10,7,24,28,18,10,13,0,122,3,48,36,32,23,22,10,21,0,185,3,64,22,20,16,17,3,12,3,164,15,11,27,24,63,39,22,15,0,220,24,63,70,59,56,58,25,59,5,426,26,100,182,187,146,91,33,34,4,804,13,14,12,12,12,6,3,3,0,71,5,36,33,16,20,24,11,12,0,148
106031122,64,216,165,220,653,631,351,471,54,2826,0,3,0,6,3,4,0,3,0,17,0,0,0,0,3,3,3,3,0,13,3,12,8,12,17,15,0,4,0,76,0,0,0,0,4,0,0,0,0,7,3,4,5,9,5,11,3,4,0,53,0,3,8,7,8,3,0,9,0,36,22,94,61,101,57,23,13,13,3,385,8,88,51,35,29,15,15,9,6,254,8,6,12,13,11,14,7,8,0,78,3,0,0,0,5,0,0,0,0,13,8,4,15,11,31,6,4,5,0,87,0,6,3,8,13,9,0,3,0,39,0,7,8,13,28,13,11,6,0,84,6,30,14,28,26,7,4,3,3,130,10,12,7,15,71,37,12,4,0,170,11,42,37,45,37,26,12,19,3,240,27,37,111,139,106,80,22,28,9,571,0,12,7,3,0,0,3,3,0,26,6,24,8,17,13,13,11,5,0,87
106031123,61,108,74,89,252,305,198,361,21,1466,0,4,4,0,0,0,0,11,0,25,0,0,5,0,0,0,3,5,0,17,0,6,6,11,11,6,6,3,0,51,0,0,0,3,3,5,0,0,0,5,3,8,11,11,16,8,3,4,0,70,0,0,3,5,3,3,0,0,3,17,0,36,35,27,25,5,4,13,3,148,0,56,17,11,4,6,3,0,0,104,0,0,5,6,7,4,3,3,0,35,0,3,3,0,0,0,0,0,0,8,4,3,4,8,5,5,3,4,0,28,0,0,4,4,4,3,0,0,0,17,3,9,17,14,11,4,0,4,0,70,3,15,10,7,5,8,0,3,0,61,4,6,10,15,24,9,4,5,0,76,11,24,37,29,16,23,16,18,3,178,20,23,75,61,39,36,11,17,0,276,0,3,5,3,5,3,0,0,0,16,0,15,17,6,8,4,0,3,0,56
106031124,30,75,59,70,135,146,77,144,17,747,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,20,0,0,0,3,0,0,0,3,0,7,3,26,17,15,9,3,3,3,0,85,0,29,11,16,9,9,3,8,3,98,3,3,3,0,0,0,0,0,0,12,0,7,0,0,3,0,0,0,0,7,0,0,0,0,6,3,0,0,0,16,0,7,0,3,5,9,0,0,0,28,0,10,5,0,0,3,0,0,0,19,5,14,6,11,3,3,0,0,0,44,3,3,6,3,7,3,4,0,0,29,0,3,4,14,11,8,8,10,0,59,6,17,31,47,36,16,6,8,0,169,0,3,0,3,0,0,0,0,0,13,0,8,7,4,4,6,0,0,0,28
106031125,117,231,148,201,671,769,430,629,79,3269,3,11,0,4,3,10,0,3,4,40,0,0,0,3,3,3,0,4,0,15,0,15,14,12,20,20,6,9,0,100,0,0,3,3,0,0,0,3,0,11,0,20,12,14,16,21,4,4,0,86,0,3,0,3,0,0,3,3,0,15,14,112,76,66,49,33,14,22,3,383,12,86,61,56,24,6,7,12,7,264,3,12,14,18,9,8,5,5,0,79,0,3,4,0,3,0,0,0,0,13,7,3,18,11,31,9,3,3,0,83,3,4,3,3,16,13,3,4,0,54,3,22,30,19,27,18,12,12,0,139,0,30,21,7,32,13,4,0,4,109,17,13,22,27,98,73,43,19,0,311,8,39,38,56,44,40,10,31,3,266,43,58,131,165,91,81,26,22,7,630,5,7,3,0,3,3,3,0,0,16,6,19,13,16,19,10,7,8,3,98
106041126,91,129,124,151,510,430,524,690,55,2716,0,6,6,6,7,4,7,6,0,41,16,6,12,15,24,20,26,47,3,169,0,11,4,12,20,11,0,0,0,52,3,0,0,3,25,4,0,0,0,44,0,7,0,3,5,3,3,3,0,25,0,3,3,0,8,11,3,4,0,30,24,77,67,50,43,27,22,9,3,327,9,72,34,42,26,14,11,7,3,215,0,3,10,3,11,11,3,8,0,44,0,4,3,5,7,0,0,0,0,23,3,3,13,10,5,10,3,3,0,49,0,0,0,4,15,6,3,3,0,29,3,18,11,10,19,13,10,4,0,80,3,25,19,21,16,7,4,6,0,105,9,7,12,7,46,17,17,3,3,127,8,29,39,53,34,22,18,43,0,244,13,35,72,85,64,62,21,26,9,384,0,3,3,3,0,3,0,4,0,20,3,19,13,20,16,10,9,4,0,89
106041127,41,60,37,61,155,182,165,291,28,1035,9,14,10,9,12,16,10,32,0,124,3,0,0,6,4,5,14,12,0,55,0,4,6,5,5,8,0,3,3,39,0,0,3,0,5,3,0,0,0,12,0,0,5,3,0,3,3,4,0,23,0,3,3,3,3,0,0,0,0,9,7,18,16,20,9,5,5,3,0,85,3,30,8,10,9,3,0,8,0,79,3,4,7,4,0,9,0,3,0,28,0,3,0,0,3,0,0,0,0,6,0,4,0,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,9,3,3,4,9,7,4,0,9,0,33,3,10,3,5,11,3,0,3,0,35,3,0,8,0,11,7,0,0,0,32,3,17,10,17,11,10,10,10,0,85,5,16,24,18,12,18,5,3,0,111,0,3,3,0,0,0,0,3,0,13,0,5,3,3,0,3,0,3,0,24
106041128,39,101,65,115,276,240,206,345,36,1427,3,9,6,13,11,16,11,20,0,90,3,3,0,7,3,4,6,13,0,43,0,3,4,9,30,10,3,5,0,66,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,16,0,0,4,0,3,6,0,0,0,19,7,36,33,34,20,10,7,6,3,153,5,56,12,20,9,7,0,5,0,120,0,4,8,4,4,7,3,4,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,3,0,23,0,0,4,0,0,3,3,0,0,11,4,3,7,10,10,16,3,18,0,74,0,7,11,8,5,9,0,0,0,47,4,4,4,4,29,3,0,4,0,59,0,20,26,29,22,24,18,33,0,178,6,18,43,35,33,28,10,15,5,197,0,0,3,3,4,3,0,7,0,20,0,7,10,7,6,6,3,3,0,49
106041129,54,114,105,140,304,367,242,614,47,1988,14,45,33,43,36,65,23,78,8,345,6,0,0,4,6,5,4,17,0,50,0,4,0,4,9,10,11,0,0,41,0,0,0,0,5,0,0,7,0,11,0,7,6,3,3,3,0,3,0,23,3,8,3,0,3,0,0,4,0,18,7,40,25,30,15,11,6,14,0,158,3,45,27,25,10,10,0,11,3,141,0,8,11,7,5,4,0,3,0,39,0,3,3,0,6,0,0,0,0,13,0,4,0,4,7,4,3,0,0,21,0,3,0,3,3,9,0,0,0,16,0,16,9,8,13,17,10,9,0,86,0,15,17,10,0,4,3,0,0,51,6,5,11,15,35,5,3,0,0,78,9,24,39,33,30,19,23,20,3,198,13,18,47,55,29,40,16,19,0,235,0,0,4,3,4,3,4,6,0,30,0,9,6,9,13,3,4,0,0,52
107011131,172,332,260,338,1174,1191,603,877,87,5047,0,3,5,3,0,3,0,3,0,20,0,0,0,5,7,0,0,0,0,11,4,10,15,14,14,12,3,5,0,76,0,0,0,0,8,0,0,0,0,17,0,11,5,13,9,20,8,3,0,75,3,10,11,7,14,14,5,3,0,65,40,149,144,114,118,55,27,25,11,677,15,141,73,71,31,32,14,24,3,403,6,5,13,19,23,16,7,6,0,89,0,5,0,0,5,0,3,0,0,20,19,14,22,22,64,39,13,8,3,211,0,7,6,5,16,11,6,4,0,66,4,21,17,24,27,16,5,8,0,141,6,55,35,38,54,19,17,4,3,237,17,22,41,38,83,30,13,16,0,263,19,86,80,82,117,73,32,49,3,539,76,103,251,299,242,226,66,60,9,1333,3,20,9,4,3,3,0,3,0,45,11,33,34,29,39,17,10,7,0,176
107011132,50,164,85,106,477,512,300,437,29,2174,0,0,3,4,0,0,0,0,0,7,0,0,0,3,0,4,0,0,0,8,3,7,9,6,10,6,3,3,0,42,0,0,3,4,3,3,0,0,0,9,0,12,10,0,3,5,5,4,0,44,0,3,4,6,7,3,0,0,0,25,10,89,62,58,59,24,11,13,0,325,10,63,31,22,25,15,3,8,3,175,0,4,8,3,4,4,3,0,0,32,0,3,6,0,3,0,0,0,0,9,16,6,24,22,42,21,11,12,0,146,0,3,4,4,15,10,0,0,0,29,8,11,11,9,22,18,0,10,0,89,3,16,11,13,17,11,4,0,0,67,12,11,25,16,46,21,18,0,0,148,14,27,36,36,60,22,19,30,0,237,29,33,102,127,116,95,24,11,5,536,0,4,3,3,0,0,0,0,0,18,6,18,18,11,10,6,3,3,0,78
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,95,282,225,215,773,818,478,697,77,3653,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,9,0,11,6,18,15,13,4,7,0,85,0,0,0,0,4,8,0,0,0,12,0,14,8,9,5,11,3,3,0,59,0,12,3,3,9,3,4,3,0,41,10,134,90,62,83,17,8,5,3,418,7,111,37,39,20,13,11,17,3,265,3,13,13,3,5,7,3,4,0,49,0,3,3,4,7,10,5,3,0,29,12,6,27,26,44,33,9,11,0,176,3,8,7,14,14,7,3,0,0,56,7,25,16,29,31,15,14,19,0,152,5,31,16,22,34,24,3,6,0,147,13,12,33,43,75,30,8,12,0,224,33,93,85,86,117,88,30,64,3,594,34,90,168,151,147,130,40,52,3,817,0,15,7,3,3,3,7,0,3,41,3,39,25,14,20,11,9,7,0,127
107011545,88,189,192,203,653,649,297,384,76,2739,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,5,3,3,9,9,4,0,0,44,0,0,0,0,6,0,0,0,0,13,3,6,0,12,8,8,0,3,0,33,0,3,3,3,3,7,0,3,0,26,20,105,67,55,81,25,6,9,9,375,5,80,36,41,29,18,9,11,7,226,3,3,8,4,12,10,6,3,0,52,0,6,0,3,10,7,0,0,0,25,5,5,17,15,35,16,3,4,0,102,0,3,9,3,12,9,0,0,0,36,4,8,14,16,11,14,7,7,0,88,5,26,30,36,39,14,6,9,0,161,3,6,9,17,41,10,3,9,0,102,20,44,30,39,40,28,9,19,0,221,34,43,102,131,96,94,17,31,0,544,0,8,0,7,3,4,5,3,0,32,3,13,15,23,24,14,5,9,0,109
107011546,52,125,113,142,392,364,185,226,53,1669,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,6,0,0,0,33,0,0,0,3,0,3,0,0,0,3,3,10,5,0,4,3,0,3,0,30,0,3,0,3,4,0,0,0,0,6,8,43,36,38,49,27,12,3,0,204,4,32,21,20,14,12,3,4,3,103,0,0,5,0,7,9,0,4,0,29,0,3,0,0,7,0,0,0,0,8,3,3,11,8,25,17,3,0,0,76,0,0,3,0,3,0,0,0,0,12,0,0,13,3,10,11,9,0,0,41,5,17,19,19,27,8,4,0,4,101,3,7,9,7,23,13,9,3,0,79,5,23,24,31,35,19,6,9,0,153,22,39,84,53,70,64,18,14,3,363,0,5,0,0,0,0,0,3,0,17,0,10,7,14,15,15,3,4,0,69
107011547,23,85,44,69,213,187,104,135,12,869,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,9,6,28,19,21,17,7,3,3,3,107,3,13,11,12,7,5,0,3,0,58,0,3,0,3,4,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,3,3,4,11,6,0,4,0,30,0,0,0,0,0,3,0,0,0,6,0,3,9,4,11,8,3,4,0,39,0,7,6,5,6,3,0,3,0,44,0,3,9,13,17,11,4,7,0,61,3,14,14,24,9,24,3,10,0,108,14,17,24,42,22,24,7,21,0,159,3,4,3,0,0,0,0,0,0,12,0,4,3,0,8,0,0,0,0,26
107021135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,118,229,150,208,754,824,505,759,57,3606,0,3,6,7,0,0,0,6,0,22,0,0,0,7,0,0,9,3,0,18,3,3,8,13,15,12,8,6,0,68,0,0,0,0,4,3,0,0,0,12,5,13,7,18,6,20,6,4,0,79,7,3,7,11,12,10,3,4,0,40,21,118,117,96,86,38,24,14,7,510,10,120,54,42,33,26,8,8,3,301,3,8,6,5,11,19,9,6,0,61,0,3,3,0,0,5,0,0,0,15,7,6,16,26,42,26,4,3,0,132,3,3,11,6,13,4,3,3,0,56,4,17,23,25,23,18,6,5,0,122,5,26,20,26,31,12,8,8,0,124,15,15,29,37,86,26,13,13,0,239,17,58,74,71,80,41,36,44,4,419,41,76,164,199,162,107,35,25,6,808,4,13,6,0,5,9,3,0,0,39,10,20,16,22,31,15,8,7,0,131
107031137,45,104,79,126,330,367,170,302,31,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,10,0,0,0,0,24,0,0,0,0,5,0,0,0,0,4,0,0,3,5,5,8,0,0,0,24,0,3,3,0,5,4,3,3,0,22,9,50,46,48,39,26,15,4,4,231,7,30,38,28,12,5,3,3,0,126,0,3,5,6,7,6,3,4,0,35,0,0,3,0,3,0,0,0,0,10,5,0,0,8,22,12,3,0,0,53,0,0,3,0,4,3,3,4,0,14,0,10,5,5,9,0,3,3,0,36,3,25,5,3,11,7,6,7,3,68,3,8,5,11,20,11,10,3,0,74,3,30,27,36,18,18,11,8,0,154,17,40,75,76,73,55,14,11,3,372,0,6,9,0,0,0,0,0,0,19,3,21,10,12,9,3,3,0,0,63
107031138,54,167,103,96,273,359,205,369,19,1654,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,11,12,4,6,9,3,3,0,40,0,0,0,0,4,0,0,0,0,6,0,10,13,4,4,6,3,4,0,54,0,3,3,0,0,3,0,0,0,13,3,38,37,29,18,17,13,8,0,157,11,74,26,36,13,10,10,7,0,187,0,6,6,4,3,3,4,3,0,23,0,0,0,0,3,0,0,0,0,4,3,6,4,10,8,13,6,5,0,51,0,3,7,8,3,3,0,5,0,30,0,3,11,18,17,3,9,6,0,69,0,12,3,7,9,8,0,0,0,32,12,8,15,16,42,17,3,3,3,118,10,38,46,34,40,35,17,33,0,262,31,25,100,76,60,40,22,22,0,378,0,8,7,0,3,3,0,0,0,23,0,18,7,5,9,3,4,3,0,60
107031139,54,137,73,89,270,320,219,270,30,1449,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,7,4,4,0,7,0,3,0,30,0,0,4,0,0,0,0,0,0,6,0,4,3,3,0,3,0,0,0,28,0,7,4,7,0,0,0,0,0,17,9,36,27,26,14,18,7,3,0,149,3,46,24,23,11,4,0,6,0,114,0,10,3,3,0,0,3,3,0,28,0,0,0,0,0,0,0,0,0,8,6,0,3,5,8,5,0,6,0,37,0,3,6,0,7,5,0,3,0,30,3,14,12,8,7,8,4,4,0,57,0,13,4,0,3,5,0,3,0,24,12,11,21,14,24,16,11,3,0,118,12,37,29,59,57,45,12,39,3,279,16,31,71,52,51,39,16,12,3,287,0,10,3,0,0,0,3,0,0,18,0,5,8,7,10,4,0,0,0,35
107031140,65,186,142,142,288,372,190,422,22,1828,0,15,4,8,0,7,0,10,3,47,0,0,0,0,0,0,0,0,0,0,4,7,7,5,5,6,0,0,0,36,0,0,3,0,4,0,0,0,0,6,0,9,4,3,7,12,5,8,0,50,0,7,0,3,3,0,0,3,0,16,5,50,37,28,15,5,9,8,0,165,8,70,25,21,17,11,3,15,4,163,3,6,4,4,0,0,3,3,0,19,0,0,3,0,4,0,3,0,0,8,6,4,14,5,9,8,3,3,0,42,0,6,0,4,3,4,0,3,0,30,3,19,23,13,10,22,7,13,0,103,0,11,9,3,7,7,0,3,0,48,9,6,14,15,22,6,9,8,0,98,22,39,53,54,38,37,32,46,0,319,24,35,93,73,53,59,14,17,3,373,3,13,7,8,0,6,0,0,0,37,4,9,9,7,9,3,0,6,0,44
107031141,129,276,215,243,854,1024,563,845,61,4209,3,7,3,3,0,0,0,0,0,18,0,0,0,0,4,0,0,4,0,11,0,13,15,13,12,10,4,15,0,75,0,0,0,0,3,3,0,0,0,9,6,18,18,16,20,11,9,8,0,104,0,4,9,10,6,7,3,6,0,45,18,161,107,108,91,42,13,22,3,559,17,111,58,49,28,21,7,22,0,307,4,4,6,7,11,14,3,3,0,57,0,3,4,4,6,5,3,0,0,22,8,9,31,32,60,36,10,7,0,199,0,8,13,6,24,20,3,3,0,79,13,20,28,29,22,29,10,15,0,159,3,31,20,19,31,22,3,4,0,137,20,15,46,52,107,33,15,6,3,296,30,72,99,99,94,75,39,49,3,570,52,91,206,173,164,115,48,37,8,890,4,15,10,8,3,5,0,0,0,42,3,29,27,22,28,21,3,17,0,155
107031142,81,178,134,155,510,528,282,367,46,2272,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,14,4,8,12,10,3,4,0,53,0,3,0,0,0,0,0,0,0,5,0,3,5,10,4,4,0,3,0,42,0,0,8,3,6,5,0,3,0,29,15,102,75,76,56,23,18,17,5,372,8,70,33,31,14,19,6,11,0,199,0,11,8,9,11,3,0,4,0,44,0,0,0,0,0,3,3,0,0,11,3,4,9,16,35,15,5,4,0,97,0,11,7,5,9,3,0,0,0,35,0,14,7,11,20,12,3,3,0,73,3,14,18,18,14,7,4,4,0,80,8,9,29,22,43,13,9,7,0,150,16,42,34,33,63,26,11,31,3,267,29,52,94,111,106,76,24,33,3,522,0,9,4,5,4,0,0,0,0,26,3,19,23,21,14,15,4,8,0,95
107031143,117,250,243,310,863,862,459,622,101,3829,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,10,12,21,17,4,3,3,83,0,0,0,3,3,4,0,0,0,4,3,13,6,10,15,17,3,3,0,68,0,4,3,4,11,4,3,0,0,39,12,154,119,121,106,45,24,23,10,625,12,102,62,74,39,26,13,16,3,355,4,9,12,5,12,3,6,0,0,58,3,4,3,0,8,3,0,0,0,24,10,7,21,21,51,21,5,7,0,141,4,3,4,7,21,9,3,4,0,60,6,17,26,15,26,24,3,10,0,118,4,49,26,26,40,14,0,8,5,174,16,22,38,40,66,15,10,15,3,225,17,57,49,76,47,35,20,33,0,331,43,70,161,204,182,137,48,49,14,917,0,20,8,3,5,4,0,4,0,51,5,31,21,33,26,18,6,0,3,140
107041144,161,431,332,339,890,974,528,907,99,4659,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,5,8,3,0,14,0,14,14,18,16,20,8,8,0,104,0,0,0,6,7,5,0,0,0,13,0,8,14,3,18,10,5,9,0,67,0,13,13,4,11,13,6,3,0,54,28,144,96,72,78,36,16,24,3,500,15,183,74,50,36,16,13,13,6,417,3,9,6,10,15,8,5,0,0,64,3,0,8,7,8,3,3,0,0,27,6,15,35,27,53,47,14,5,0,206,8,6,10,14,19,13,7,3,0,80,16,33,39,26,40,31,13,18,0,221,3,39,30,27,36,15,3,11,3,169,22,26,60,49,100,44,25,14,4,334,38,138,107,111,134,100,47,87,7,757,48,96,207,193,153,165,36,65,9,978,4,25,17,6,12,3,3,3,0,73,5,46,30,30,31,16,5,7,0,178
107041145,105,263,196,238,726,771,391,620,76,3381,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,5,14,3,7,17,11,7,11,0,66,3,0,0,3,3,3,0,0,0,9,0,16,7,12,3,10,0,0,0,48,3,3,5,6,12,13,0,3,0,48,13,85,63,57,50,19,9,15,8,321,17,101,49,43,25,17,9,17,6,270,9,5,10,9,15,7,7,6,0,71,0,3,0,0,6,8,3,4,0,25,7,9,23,32,54,27,12,5,0,167,0,10,6,7,13,12,3,9,0,46,6,30,30,17,25,37,14,13,0,170,0,24,25,12,33,10,4,4,0,130,15,18,29,37,58,39,28,14,0,245,15,98,76,81,95,64,45,58,0,523,41,75,149,184,151,113,36,42,7,796,0,13,11,10,11,7,0,3,0,49,5,30,26,20,26,22,5,3,4,135
