SUA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
1010,4,0,0,0,0,3,0,4,0,14,3,31,0,0,0,4,0,3,0,5,0,10,0,16,0,0,0,0,0,0,0,3,0,11,0,21,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,4,0,0,0,14,3,33,0,56,3,5,0,3,0,9,0,13,0,27,3,65,9,17,0,15,0,37,4,38,3,61,0,172,12,24,0,26,0,81,3,56,4,77,0,294,18,57,3,118,9,156,11,50,11,101,3,544,65,67,6,195,18,160,3,46,4,76,0,644,83,37,5,241,21,117,3,45,6,50,3,602,105,29,6,228,19,98,8,27,3,29,0,553,287,50,8,406,44,160,10,23,11,34,0,1026,237,30,6,270,28,60,5,12,0,18,3,677,170,16,3,160,13,20,9,12,0,13,0,413,115,4,0,64,18,54,5,4,4,3,0,271,154,15,0,134,9,31,9,9
1011,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,13,0,3,0,0,0,7,0,3,0,7,0,29,4,4,0,6,0,17,0,8,0,26,0,66,9,3,0,18,3,47,0,20,3,26,0,125,11,14,3,63,3,83,0,17,3,29,0,236,50,24,5,96,13,64,0,18,4,21,0,290,46,15,3,115,8,80,7,7,9,17,0,303,82,8,0,129,16,68,3,4,3,14,0,326,206,21,3,223,29,66,6,4,0,10,0,574,204,12,0,172,30,35,5,0,0,6,0,463,136,0,0,102,25,8,4,4,0,4,0,284,95,4,4,38,10,20,0,3,0,0,0,175,136,3,7,67,8,8,3,3
1012,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,11,0,19,0,0,0,0,0,3,0,3,0,13,0,20,0,6,0,3,0,6,0,13,0,28,0,65,4,12,0,5,3,18,0,17,3,15,0,72,11,8,0,28,0,33,0,13,0,34,3,138,12,8,0,43,7,29,3,12,4,26,0,149,18,4,0,52,4,17,0,6,5,9,0,115,22,3,0,49,5,13,3,3,0,4,0,105,34,11,4,73,8,24,0,3,0,5,0,163,32,7,0,55,4,7,0,0,0,6,0,118,22,3,0,16,8,6,0,3,0,0,0,52,20,0,0,10,0,3,0,0,3,0,0,45,23,5,0,19,0,3,0,0
1013,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,9,0,15,0,0,0,0,0,3,0,11,3,4,0,24,0,3,0,3,0,7,0,8,6,13,0,34,0,5,0,14,0,27,3,18,0,28,0,99,3,11,0,29,5,45,0,16,3,39,3,146,21,5,0,57,6,51,3,23,3,7,0,176,27,15,0,68,9,46,3,6,4,7,0,179,32,3,0,72,8,34,0,4,8,5,0,168,116,11,3,139,17,68,7,4,3,12,0,387,104,6,0,111,14,32,6,7,5,0,0,283,87,3,0,61,9,9,0,3,0,3,0,173,57,3,0,16,0,11,0,0,0,0,0,90,76,4,0,33,6,18,0,3
1014,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,12,0,17,0,3,0,3,0,3,0,3,0,13,0,22,0,5,0,0,0,18,0,12,0,21,0,60,0,5,0,10,0,29,3,13,0,29,0,93,5,13,0,31,4,50,8,12,7,33,0,161,15,9,0,51,11,42,3,16,4,31,0,169,19,5,0,62,3,40,0,12,7,14,0,171,27,9,0,57,6,28,4,3,0,7,0,148,67,13,0,76,17,34,0,8,3,11,0,219,68,8,0,58,0,17,3,0,3,10,0,162,29,3,0,22,6,4,0,0,0,5,3,78,22,3,0,9,4,6,0,0,0,0,0,42,23,0,0,20,0,6,0,0
1015,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,17,0,29,0,0,0,0,0,0,0,9,0,10,0,21,0,0,0,4,0,21,0,7,0,21,0,62,0,3,0,16,0,49,0,13,0,19,0,108,3,8,3,48,3,39,3,15,3,30,3,156,32,9,6,74,5,59,0,8,0,20,0,214,39,7,4,87,9,45,0,10,4,11,0,205,37,7,0,74,5,25,0,3,0,7,0,167,81,7,0,131,12,40,6,3,3,26,0,313,78,3,0,94,11,18,0,3,0,5,0,215,48,0,0,60,10,9,0,0,0,0,0,129,27,4,0,17,4,11,0,0,0,0,0,67,50,7,3,54,4,4,0,0
1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,8,0,16,0,0,0,0,0,0,0,6,0,3,0,12,0,5,0,4,0,7,0,6,0,28,0,53,0,0,0,9,0,20,0,20,5,25,0,77,0,14,0,18,0,31,3,21,3,36,0,128,10,11,0,27,4,36,0,3,0,15,0,117,19,4,0,59,0,17,0,3,3,8,0,125,17,9,0,35,3,24,3,6,0,7,0,105,48,4,7,58,10,15,5,3,0,12,0,160,34,3,0,38,5,8,0,0,0,3,4,102,30,0,0,12,4,0,0,3,0,0,0,47,9,0,0,3,0,0,0,0,0,0,0,13,13,0,0,3,0,0,0,0
1017,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,15,0,25,0,0,0,4,0,0,0,10,0,9,0,28,0,0,0,9,0,16,0,19,0,20,0,68,3,12,0,17,0,34,0,17,3,24,0,109,10,20,0,46,10,68,4,48,4,33,0,240,30,24,3,93,8,68,0,16,0,24,0,274,25,17,0,107,12,49,3,11,0,18,0,248,47,15,3,90,10,33,0,7,3,9,0,225,147,14,0,165,15,36,3,8,3,22,0,412,96,10,4,97,8,13,6,3,0,3,0,243,69,3,0,35,4,3,0,0,0,3,0,122,36,0,0,17,3,9,0,0,0,3,0,74,54,3,0,28,5,3,0,0
1018,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,4,3,11,0,17,0,0,0,0,0,9,0,4,0,26,0,44,0,3,0,8,3,8,0,9,0,11,0,41,0,6,0,8,7,20,4,8,5,18,0,79,3,0,0,39,3,22,0,8,0,7,0,84,7,9,0,41,3,16,0,5,0,10,0,88,7,3,0,34,5,19,0,5,0,6,0,88,26,4,4,65,3,29,0,4,0,6,0,141,31,5,4,60,9,8,0,3,0,3,0,124,24,3,0,25,6,0,0,0,0,3,0,68,27,3,0,10,0,5,0,0,0,0,0,54,47,0,0,42,6,15,0,3
1019,0,0,0,3,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,13,3,0,0,0,0,4,0,9,0,17,0,34,0,7,0,3,0,7,0,13,3,24,0,56,0,6,0,15,0,32,0,26,4,29,0,107,8,7,0,33,5,44,4,22,6,34,0,161,16,15,0,59,4,59,3,5,4,20,0,189,20,8,0,80,4,47,3,20,0,27,0,211,19,7,0,91,6,46,4,11,3,14,3,199,90,12,3,161,18,70,3,14,0,25,0,395,95,12,0,115,9,24,6,13,0,5,0,285,68,4,0,76,3,14,6,3,0,3,0,176,54,0,0,23,4,12,0,3,0,3,0,98,80,3,0,65,6,21,3,0
1020,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,4,0,7,0,6,0,0,0,0,0,0,0,4,0,3,0,9,3,3,0,5,0,9,0,0,3,13,0,30,3,4,0,5,0,5,0,8,0,15,0,40,3,4,0,21,4,34,0,6,0,10,0,93,4,8,0,31,0,21,0,12,0,12,0,88,10,5,0,23,3,31,3,0,0,3,0,80,20,0,0,33,3,22,0,3,0,0,0,91,33,4,4,77,3,56,3,7,0,5,0,190,25,8,0,84,8,15,4,0,0,0,0,144,39,0,0,37,8,3,4,0,0,0,0,101,27,0,3,22,3,30,0,3,3,0,0,91,43,3,3,58,7,16,3,0
1021,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,4,0,0,0,3,0,5,0,8,0,17,0,0,0,4,0,6,0,7,0,15,0,36,0,0,0,3,0,13,0,11,0,18,0,42,4,3,0,10,0,35,0,6,0,17,0,73,3,3,0,21,3,41,0,4,0,7,0,84,12,3,0,21,0,29,4,3,0,8,0,86,9,5,0,39,0,24,0,0,5,3,0,87,35,11,0,71,7,83,3,10,5,9,0,225,32,4,0,83,6,22,3,3,6,3,0,162,42,3,0,40,6,4,0,0,0,3,0,107,19,3,0,16,3,19,0,0,0,0,0,61,52,3,7,37,8,14,0,0
1022,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,4,0,5,0,17,0,0,0,0,0,3,0,5,0,6,0,24,4,3,0,10,0,11,0,9,3,16,0,47,3,6,0,6,4,24,3,15,4,24,0,87,5,18,0,34,0,41,0,17,3,42,0,162,10,17,7,47,3,51,3,12,0,28,0,175,23,12,0,76,6,47,4,10,0,12,0,192,35,15,0,78,6,44,0,9,3,10,0,192,87,19,6,177,13,44,5,17,0,18,0,383,81,14,6,121,14,31,4,11,0,13,0,280,65,7,3,68,6,11,0,3,0,4,0,173,36,0,3,26,3,14,3,0,0,0,0,94,67,0,0,75,8,21,3,0
1023,15,0,0,8,4,5,0,3,0,78,0,121,0,0,3,7,0,3,0,3,0,35,0,57,3,0,0,3,0,4,0,18,4,72,3,115,0,3,0,3,0,7,0,22,0,37,0,65,5,3,3,10,0,15,3,54,6,172,0,272,8,19,0,22,4,33,5,109,16,181,5,391,21,40,3,52,6,126,15,200,16,415,6,899,32,98,8,155,17,433,20,288,49,473,6,1574,76,191,10,490,53,882,29,337,57,652,13,2789,232,233,24,1124,120,1014,46,293,72,543,13,3707,330,196,29,1431,122,1018,44,201,43,334,9,3759,479,200,29,1612,138,984,49,160,39,295,15,3998,1663,307,72,3256,365,1624,111,253,88,378,15,8123,1797,204,61,3241,362,612,80,143,35,181,6,6710,1486,120,46,1949,260,302,50,51,21,108,3,4408,1119,64,17,800,135,487,23,37,29,44,3,2755,2065,144,55,2218,259,623,51,93
1024,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,9,0,19,0,29,0,0,0,3,0,9,0,13,0,20,0,50,8,11,0,5,0,14,0,25,3,51,0,113,4,10,0,27,3,35,0,29,3,44,0,163,10,21,0,62,4,83,0,15,8,55,3,262,17,14,3,120,13,95,8,35,7,44,0,354,30,17,3,100,3,103,0,10,6,23,0,301,43,10,3,115,17,62,4,13,4,19,0,294,125,15,4,213,17,83,3,16,7,13,0,505,108,4,5,160,15,36,3,5,0,8,3,353,74,0,0,77,9,18,0,0,0,3,0,197,54,4,0,23,0,20,0,0,4,0,0,108,81,4,0,83,14,15,6,3
1025,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,14,0,21,0,3,0,0,0,5,0,12,0,20,0,39,0,0,4,4,3,10,0,16,3,29,0,71,4,4,3,14,7,30,3,28,0,28,0,120,8,16,3,57,7,76,4,26,6,38,0,253,35,17,3,97,9,96,4,19,3,30,0,302,33,16,4,116,10,79,4,20,4,14,3,306,63,14,3,137,8,82,7,5,8,13,0,340,182,16,7,274,31,115,11,9,4,13,0,669,176,6,5,211,30,47,3,14,0,11,3,504,147,3,0,125,22,24,4,8,0,0,0,339,97,0,0,48,12,29,0,0,0,3,0,192,182,4,4,155,18,23,5,6
1026,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,4,0,11,0,26,0,3,0,3,0,11,0,8,5,20,0,52,0,0,0,13,0,20,0,4,0,12,0,62,3,4,0,35,3,18,0,4,0,12,0,88,13,4,3,37,3,21,0,4,0,11,0,92,18,4,0,53,0,32,0,3,0,7,0,108,34,3,3,68,6,36,0,6,3,6,0,162,51,3,0,57,4,8,3,0,0,0,0,134,46,0,0,30,6,8,0,0,0,0,0,87,12,0,0,4,7,4,3,0,0,0,0,31,33,0,0,18,4,3,0,0
1027,0,3,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,8,0,13,0,0,0,3,0,11,0,8,0,17,0,37,0,3,0,7,0,16,0,19,0,33,0,88,9,16,0,22,3,33,0,33,4,46,0,169,12,31,4,68,3,89,3,39,6,51,0,322,30,30,3,141,11,82,4,20,7,47,0,369,47,27,3,130,14,64,3,26,8,28,0,341,61,17,0,122,7,63,4,13,5,15,0,312,180,29,7,280,17,101,12,23,3,27,0,683,178,23,9,202,15,34,9,6,0,9,0,489,131,7,3,109,9,22,4,4,0,3,0,292,81,0,3,36,6,30,0,0,0,0,0,167,131,15,0,128,12,27,0,0
1028,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,3,7,0,19,3,3,0,0,0,3,0,7,0,11,0,27,0,0,0,3,0,12,0,9,0,13,0,39,5,0,0,16,0,41,0,9,0,24,0,95,11,4,0,34,0,37,0,5,0,16,0,111,6,3,0,38,3,43,0,9,4,16,0,117,16,3,0,43,3,51,0,5,0,7,0,124,36,7,0,113,8,131,0,13,9,5,0,325,48,9,0,152,8,32,4,4,3,4,0,259,47,3,0,74,9,15,0,0,0,4,0,151,46,0,0,20,7,47,0,0,0,0,0,123,94,3,4,111,7,38,3,5
1029,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,6,0,0,0,4,0,3,0,14,0,4,0,3,0,4,0,14,0,22,0,53,0,0,0,6,0,25,0,15,0,27,0,88,6,20,0,23,0,36,0,20,3,48,0,160,11,12,0,50,4,47,4,23,5,24,0,178,12,10,3,56,0,41,0,3,4,13,0,149,23,11,3,39,8,41,0,4,6,10,0,132,40,7,0,103,19,40,3,10,0,9,0,229,48,0,0,48,7,20,0,0,0,6,0,130,35,0,0,28,9,0,0,4,0,3,0,84,15,0,0,10,3,3,0,0,0,0,0,33,28,0,0,20,0,0,0,0
1030,148,25,29,90,12,189,6,134,82,2618,41,3375,44,24,7,45,3,90,3,134,34,687,13,1079,30,38,11,65,4,157,9,552,69,1164,17,2112,12,27,3,31,0,139,8,590,60,691,18,1578,46,181,9,75,4,512,28,1242,157,2811,47,5106,65,282,30,249,29,1608,53,2296,264,2803,48,7723,202,706,48,559,48,3369,61,2785,343,4308,92,12524,429,1141,72,1487,118,6977,115,3498,528,4395,98,18859,1137,1847,130,4197,322,10970,278,3627,636,5744,128,29009,2721,2030,210,7568,579,10991,303,2848,570,4892,128,32843,3478,1563,198,8740,689,11160,308,2177,503,3924,106,32844,5466,1445,224,10069,941,10255,294,1802,440,3474,84,34485,17935,2617,516,22322,2672,19391,668,2938,742,5416,160,75366,18809,1949,497,22196,2678,7405,586,1692,356,3049,102,59315,17305,1209,409,15914,2373,4206,417,1143,225,1983,62,45242,13726,777,288,8050,1790,11375,201,924,359,1198,55,38749,43999,2200,845,35763,4672,14042,694,1991
1031,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,7,0,19,0,31,0,0,0,3,0,4,0,4,0,10,0,24,3,8,0,3,0,11,0,6,0,39,0,71,4,8,0,15,3,58,0,20,6,24,0,144,16,20,0,66,5,98,5,25,6,47,0,298,39,18,6,126,8,73,7,19,7,32,0,335,49,14,0,122,18,75,0,15,0,19,3,323,78,7,0,143,12,56,10,10,0,8,0,329,203,29,8,261,30,104,7,13,0,21,0,675,175,11,3,165,23,31,6,0,0,11,0,428,122,5,3,106,11,10,0,0,0,3,0,268,69,0,0,36,7,17,0,6,0,0,0,143,125,3,3,67,18,17,0,0
1032,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,27,0,35,0,0,0,0,0,11,0,9,0,16,0,31,3,0,0,3,0,11,0,17,7,45,0,91,3,6,0,15,4,44,3,36,9,46,0,165,10,21,3,47,0,51,4,37,6,61,0,239,30,5,3,84,9,59,3,18,9,40,0,267,32,18,3,75,9,43,4,11,5,24,0,241,38,10,0,66,4,31,6,6,0,23,0,180,93,17,3,98,8,38,5,9,0,14,0,283,70,5,6,68,7,10,3,5,0,0,0,169,34,6,0,27,6,0,0,0,0,0,0,77,17,0,0,5,0,5,0,0,0,0,0,34,23,0,0,13,3,12,0,0
1033,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,12,0,3,0,0,0,3,0,10,0,7,0,19,3,0,0,3,0,10,0,8,0,20,0,45,3,14,0,14,0,20,3,16,3,9,0,80,11,14,8,41,3,32,0,18,0,31,3,160,12,8,3,52,5,36,3,14,0,12,0,143,16,12,0,45,3,28,3,8,3,7,0,126,15,4,0,43,3,9,3,5,0,13,0,100,33,11,0,68,4,22,0,8,0,16,0,170,37,3,0,48,7,9,3,0,0,6,0,118,11,3,0,27,3,4,3,0,0,0,0,55,17,0,0,7,0,0,0,0,0,0,0,25,14,4,0,16,0,3,0,3
1034,3,0,0,0,0,4,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,3,0,4,0,28,0,39,0,0,0,0,0,10,0,12,0,20,0,42,0,0,0,5,0,23,0,14,3,35,0,91,3,4,0,20,0,63,3,27,3,41,0,167,17,18,0,77,8,121,3,26,7,43,0,319,35,31,0,134,13,110,14,19,7,39,0,397,54,21,3,208,9,106,4,19,3,22,0,457,88,21,0,202,25,100,4,10,4,10,0,467,305,28,4,395,54,136,12,19,4,19,3,971,303,23,9,293,47,41,8,8,3,5,0,743,215,11,3,176,29,25,10,3,0,6,0,470,155,4,3,65,21,36,0,4,0,3,3,295,236,11,4,163,9,37,4,5
1035,12,0,4,5,0,3,0,9,6,74,3,106,3,0,0,3,0,3,0,11,3,23,0,39,8,4,0,0,0,9,0,11,0,44,0,82,0,0,0,0,0,7,0,9,0,26,0,49,4,6,0,10,0,18,0,48,4,171,3,259,5,14,3,19,0,42,6,73,12,151,0,316,13,35,3,32,0,102,7,150,17,261,3,632,12,62,0,99,10,263,4,185,30,340,3,1012,53,116,9,314,26,551,11,219,49,429,12,1780,134,152,19,649,49,601,28,183,38,391,8,2248,202,107,11,827,79,670,29,120,27,265,4,2340,316,125,21,1020,84,631,43,114,22,213,3,2590,991,201,28,2221,215,1121,53,174,55,288,11,5355,1078,118,44,2027,211,467,56,111,33,142,5,4292,921,82,30,1230,152,251,43,67,11,94,0,2875,752,33,25,528,102,351,15,38,25,30,0,1904,1489,94,32,1437,176,398,45,57
