SUA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
1010,3,0,4,0,0,7,283,24,7,16,0,3,8,3,8,8,6,89,3,0,0,0,0,0,0,0,0,0,3,255,23,36,3,8,4,6,10,8,14,371,0,0,0,0,0,0,0,0,0,3,3,1250,76,72,9,15,8,8,13,8,39,1493,1205,30,23,3,3,3,3,0,0,26,1299,211,8,3,0,0,3,0,0,0,5,233,20,4,3,3,3,5,0,5,0,3,49,0,0,0,0,0,0,0,0,0,0,5,239,12,5,3,3,5,0,5,0,12,286,7,0,0,0,0,0,0,0,0,3,6,1448,43,28,9,7,10,5,5,3,39,1593,657,12,4,0,0,0,0,0,0,23,698,145,3,0,0,0,0,0,3,0,3,151,22,3,0,0,0,0,0,0,0,7,31,3,0,0,0,0,0,0,0,0,0,3,167,12,0,0,0,0,0,3,0,4,183,0,0,0,0,0,0
1011,0,0,0,0,0,0,89,7,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,71,10,13,0,0,0,0,6,0,0,102,0,0,0,0,0,0,0,0,0,0,0,250,17,20,0,3,3,0,6,0,5,301,207,5,7,0,0,0,0,0,0,4,224,34,0,4,0,0,0,0,0,0,3,39,7,0,0,0,0,0,0,0,3,4,16,0,0,0,0,0,0,0,0,0,0,0,40,4,3,0,0,0,0,0,3,4,55,0,0,0,0,0,0,0,0,0,0,0,243,5,7,0,0,0,0,0,3,13,281,93,0,0,0,0,0,0,0,0,6,99,28,0,0,0,0,0,0,0,0,3,37,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,0
1012,0,0,0,0,0,3,43,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,7,3,3,0,0,0,3,0,3,55,0,0,0,0,0,0,0,0,0,0,0,290,16,3,5,0,0,3,7,0,13,338,471,15,0,0,4,0,0,4,0,22,512,70,0,4,0,0,0,0,0,0,5,75,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,81,0,4,0,0,0,0,0,0,5,93,3,0,0,0,0,0,0,0,0,0,3,558,15,5,0,6,0,0,4,0,23,605,297,3,0,0,0,0,0,0,0,14,328,61,0,0,0,0,0,0,0,0,4,68,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,4,70,0,0,0,0,0,0
1013,3,0,3,0,0,3,49,8,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,39,8,3,3,3,0,3,0,0,4,73,0,0,0,0,0,0,0,0,0,6,6,244,15,7,3,3,0,4,0,0,19,305,226,0,4,0,0,0,0,0,0,14,250,36,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,3,0,0,0,0,3,49,3,0,0,0,0,0,0,0,0,5,3,272,3,6,0,3,0,0,0,0,19,303,102,0,3,0,0,0,0,0,0,9,121,37,0,0,0,0,0,0,0,0,3,44,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,5,51,3,0,0,0,0,0
1014,0,0,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,9,3,0,0,0,3,3,0,0,43,0,0,0,0,0,0,0,0,0,0,4,148,6,10,3,3,0,3,3,0,4,191,152,0,3,0,0,0,0,0,0,5,164,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,169,4,3,0,0,0,0,0,0,5,182,83,0,0,0,0,0,0,0,0,5,95,11,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1015,7,4,0,0,0,3,188,34,7,12,0,7,3,7,3,7,16,91,0,0,0,0,0,0,0,0,0,0,0,167,31,21,6,9,7,4,4,11,19,277,0,0,0,0,0,0,0,0,0,0,0,264,43,28,3,9,7,4,4,11,28,406,132,0,0,4,0,0,0,0,0,3,138,165,4,3,0,0,0,0,0,0,7,183,47,7,3,0,3,0,0,5,0,4,71,3,0,0,0,0,0,0,0,0,0,6,214,14,6,0,4,0,0,5,0,16,262,0,0,0,0,0,0,0,0,0,3,4,347,13,6,3,4,0,0,5,0,24,406,50,0,0,0,0,0,0,0,0,3,56,164,0,0,0,0,0,0,0,0,13,177,103,9,0,0,0,0,0,0,0,9,124,0,0,0,0,0,0,0,0,0,0,0,273,7,0,0,0,0,0,0,0,26,306,0,0,0,0,0,0
1016,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,4,112,7,7,3,0,0,0,0,0,6,143,145,3,0,0,4,0,0,0,0,0,153,20,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,3,3,171,3,3,0,4,0,0,0,0,8,184,79,0,0,0,0,0,0,0,0,9,86,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1017,0,0,0,0,0,0,81,0,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,73,5,3,3,0,0,0,0,3,3,94,0,0,0,0,0,0,0,0,0,0,0,399,12,10,3,0,0,0,0,6,18,452,266,3,0,0,0,0,0,0,0,3,279,73,0,0,0,0,0,0,0,0,0,70,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,75,0,0,3,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,344,3,6,3,0,0,0,0,0,4,364,124,3,0,0,0,0,0,0,0,3,132,53,0,0,0,0,0,0,0,0,3,53,8,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0
1018,0,0,0,0,0,0,37,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,3,4,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,18,18,169,3,9,0,0,0,0,0,0,26,209,178,3,0,0,0,0,0,0,0,3,193,34,0,0,0,0,0,0,0,0,4,42,11,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,46,0,4,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,3,3,222,6,4,0,0,0,0,0,0,13,252,113,0,0,0,0,0,0,0,0,3,122,18,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
1019,0,0,3,0,0,0,80,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,66,8,3,0,3,0,3,0,0,0,86,0,0,0,0,0,0,0,0,0,3,3,439,16,11,4,3,3,3,0,3,16,498,472,11,4,4,0,0,0,4,0,21,516,86,3,0,0,0,0,0,0,0,3,95,5,0,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,7,90,3,5,0,0,0,0,0,0,7,107,0,0,0,0,0,0,0,0,0,0,0,567,17,7,4,0,0,0,4,0,27,622,347,5,3,0,0,0,0,0,0,21,375,57,0,3,0,0,0,0,4,0,3,67,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,67,0,3,0,0,0,0,4,0,11,81,0,0,0,0,0,0
1020,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,105,6,9,0,0,0,0,0,0,14,141,84,4,0,0,0,0,0,0,0,7,91,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,93,4,0,0,0,0,0,0,0,6,105,72,0,3,0,0,0,0,0,0,3,82,8,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
1021,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,7,7,118,10,4,0,0,3,0,0,0,16,150,70,0,3,0,0,0,0,0,0,0,74,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,4,4,79,0,4,0,0,0,0,0,0,5,93,26,0,0,0,0,0,0,0,0,4,29,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1022,0,0,0,0,0,0,110,9,0,0,0,0,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,4,109,9,0,0,0,3,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,569,31,12,3,6,3,0,0,0,22,647,777,26,20,0,0,7,0,0,0,28,862,140,0,0,0,0,0,0,0,0,0,146,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,147,0,3,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,921,26,27,0,0,7,3,0,0,34,1021,387,4,7,0,3,0,0,3,3,10,419,118,0,0,0,0,0,0,0,0,4,122,10,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,3,133,0,0,0,0,0,0,0,0,8,139,0,0,0,0,0,0
1023,11,9,3,3,4,35,1648,206,27,22,7,9,10,8,7,10,29,336,14,0,0,0,3,0,0,0,0,3,19,1649,115,74,14,24,23,13,14,17,65,2006,7,0,0,0,0,0,0,0,0,26,29,6005,293,173,44,49,29,28,29,23,236,6909,5112,54,40,13,8,3,4,6,4,145,5385,1380,8,24,0,0,0,0,3,0,38,1458,216,12,21,3,3,10,8,3,0,13,292,17,0,0,0,0,0,0,0,0,3,19,1612,20,47,3,6,10,11,9,3,51,1774,21,0,0,0,0,0,0,0,0,45,71,6748,75,81,19,18,13,16,14,7,243,7225,2317,24,15,3,4,8,0,3,0,106,2479,858,6,4,0,0,0,3,0,0,39,915,365,5,10,3,3,0,0,0,0,19,400,10,0,0,0,0,0,0,0,0,4,15,1238,11,14,3,0,0,7,0,3,57,1331,23,0,0,0,0,0
1024,0,0,0,0,0,3,117,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,121,8,3,0,0,3,3,0,0,4,142,3,0,0,0,0,0,0,0,0,7,9,618,23,18,0,0,3,4,5,3,35,707,676,5,8,0,3,0,3,0,0,18,720,113,6,0,0,0,0,0,0,0,3,123,14,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,122,6,7,0,0,3,0,0,0,4,142,0,0,0,0,0,0,0,0,0,8,6,799,6,10,0,3,4,3,0,0,29,864,409,11,3,0,0,0,0,0,0,10,433,74,0,0,0,0,0,0,0,0,0,79,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,93,4,0,0,0,0,0
1025,0,5,0,0,0,0,127,16,5,10,0,3,0,4,4,0,8,44,0,0,0,0,0,0,0,0,0,0,0,101,21,20,0,3,3,3,3,0,14,167,0,0,0,0,0,0,0,0,0,3,3,368,33,28,5,10,3,3,3,3,22,477,336,0,8,3,0,0,0,0,0,10,349,76,0,0,0,3,0,0,0,0,3,86,9,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,93,0,5,0,4,0,0,0,0,4,112,3,0,0,0,0,0,0,0,0,0,3,429,6,12,3,4,0,0,0,0,13,467,172,0,3,0,0,0,0,0,0,9,187,64,0,0,0,3,0,0,0,0,6,66,11,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,3,0,0,0,0,12,84,0,0,0,0,0,0
1026,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,49,6,3,0,0,0,3,0,0,5,67,83,0,0,0,0,0,0,0,0,0,83,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,90,36,0,0,0,0,0,0,0,0,0,36,4,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0
1027,3,0,0,0,0,10,125,3,0,3,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,104,10,11,3,3,3,3,0,0,7,143,4,0,0,0,0,0,0,0,0,3,3,728,58,29,9,4,7,3,0,6,30,865,1035,19,21,4,0,0,0,0,6,28,1120,122,5,3,0,0,0,0,0,0,3,138,8,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,3,3,133,5,3,0,0,0,0,0,0,4,154,3,0,0,0,0,0,0,0,0,0,7,1173,27,21,3,3,3,0,0,5,39,1272,751,14,20,0,3,0,0,0,0,26,812,95,0,0,0,0,0,0,0,0,0,92,10,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,106,3,0,0,0,0,0,0,0,0,110,7,0,0,0,0,0
1028,0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,12,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,136,20,5,4,0,0,0,0,0,8,172,103,6,8,3,0,0,0,0,0,0,118,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,110,3,8,3,0,3,0,0,0,0,127,48,0,3,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1029,0,0,0,0,0,0,76,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,81,0,0,3,0,0,0,0,0,0,90,3,0,0,0,0,0,0,0,0,0,3,465,10,8,0,0,0,0,4,0,13,502,593,5,0,0,0,0,0,0,0,22,629,141,3,0,0,0,0,0,0,0,5,152,16,0,0,0,3,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,159,3,0,0,3,0,0,0,0,8,175,4,0,0,0,0,0,0,0,0,0,4,758,12,0,0,5,0,0,0,0,33,807,312,0,3,0,0,0,0,0,0,14,333,94,0,0,0,0,0,0,0,0,4,98,23,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,117,0,0,0,0,0,0,0,0,4,124,0,0,0,0,0,0
1030,446,473,384,361,267,2407,111606,31994,4440,4700,1299,1322,1497,1530,1368,1171,3102,52423,905,58,39,13,10,5,12,15,10,88,1149,131007,10526,7417,1763,1777,1974,1928,1746,1439,5600,165179,162,12,9,5,0,4,0,3,3,257,453,193079,13641,8925,2058,2043,2200,2133,1953,1552,7371,234960,54178,833,686,127,127,89,112,114,66,1289,57616,63865,1319,1018,213,190,216,181,217,159,1566,68948,25694,2373,3204,780,750,831,796,754,513,1784,37479,717,26,16,0,11,3,4,5,3,95,878,90270,3714,4236,994,954,1050,980,970,675,3447,107307,150,4,6,3,0,0,0,0,0,179,350,144610,4552,4926,1129,1077,1139,1096,1087,739,4909,165274,24224,502,317,58,44,44,34,26,23,978,26249,30193,574,409,55,61,57,48,54,36,1120,32609,24249,1942,1544,253,272,251,203,213,142,1457,30524,465,24,10,3,3,0,4,0,3,111,613,54909,2539,1958,313,332,304,258,266,176,2687,63747,143,4,0,0,0,0
1031,0,0,0,0,0,0,63,3,0,4,0,0,0,0,0,8,7,23,0,0,0,0,0,0,0,0,0,0,3,46,15,11,0,3,0,0,0,8,5,86,0,0,0,0,0,0,0,0,0,3,5,280,20,17,0,7,3,3,3,8,20,357,219,3,7,0,0,0,0,0,0,10,244,19,0,3,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,252,4,10,0,0,0,0,0,0,15,280,141,0,0,0,0,0,0,0,0,6,153,30,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0
1032,0,0,0,0,0,3,53,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,39,9,5,4,3,0,3,0,0,3,66,0,0,0,0,0,0,0,0,0,0,3,286,18,12,4,3,0,3,3,0,14,344,353,9,3,0,3,0,0,0,0,11,372,53,0,7,0,0,0,0,0,0,0,62,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56,0,8,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,4,410,4,6,0,3,0,0,0,0,11,446,211,3,3,0,0,0,0,0,0,7,225,30,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,34,3,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0
1033,0,0,0,0,0,3,45,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,3,54,3,0,0,0,0,0,0,0,0,0,3,303,7,3,0,3,0,3,0,0,11,328,458,6,3,0,0,0,3,0,0,13,484,69,0,0,0,0,0,0,0,0,0,73,5,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,0,6,76,0,0,0,0,0,0,0,3,0,83,3,0,0,0,0,0,0,0,0,0,3,533,12,3,0,0,0,5,0,3,16,572,248,5,0,0,0,0,0,0,0,7,262,64,0,0,0,0,0,0,0,0,0,61,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,71,3,0,0,0,0,0
1034,0,0,0,3,0,13,135,0,3,3,0,3,0,3,3,11,13,40,0,0,0,0,0,0,0,0,0,0,0,86,18,16,0,4,3,5,4,8,21,175,0,0,0,0,0,0,0,0,0,0,0,413,36,32,10,10,8,3,4,8,43,566,333,4,6,0,0,0,3,0,0,7,359,65,4,6,0,0,0,0,0,0,15,93,7,0,3,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,76,7,9,0,0,5,0,0,0,15,109,0,0,0,0,0,0,0,0,0,0,0,407,13,19,0,0,5,3,0,0,26,476,164,3,4,0,0,0,0,0,0,8,181,41,0,0,0,0,0,0,0,0,3,41,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,40,0,0,0,0,0,0,0,0,9,50,0,0,0,0,0,0
1035,15,9,11,5,6,80,3198,535,59,50,8,14,22,19,13,20,37,771,37,3,0,0,0,0,0,0,0,6,49,3525,142,92,15,27,30,22,24,23,124,4024,14,0,0,0,0,0,0,0,0,0,16,8958,264,171,28,36,43,33,32,20,276,9855,5351,45,71,8,13,7,12,9,0,166,5677,2916,19,7,0,0,3,3,6,0,80,3039,950,26,23,4,6,8,3,12,7,37,1086,39,0,0,0,0,0,0,0,0,11,49,3901,44,36,8,8,9,8,11,11,129,4166,24,0,0,0,0,0,0,0,0,14,41,9279,92,103,16,16,17,19,24,8,312,9885,3073,11,25,4,5,4,3,0,0,112,3234,1938,0,0,0,3,0,0,0,0,80,2026,1250,18,14,0,3,11,0,0,0,89,1401,30,0,0,0,0,0,0,0,0,40,67,3223,24,20,0,10,11,0,0,4,211,3492,24,0,0,0,0,0
