SUA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
1010,0,0,0,0,0,0,0,0,0,74,0,86,0,0,0,0,0,0,0,7,0,24,0,35,3,0,0,0,0,0,0,12,0,35,0,44,0,0,0,0,0,3,0,9,0,16,0,25,3,12,0,0,0,6,0,30,0,341,7,405,0,11,0,5,0,11,3,56,8,134,0,230,12,30,3,8,0,41,3,96,9,1099,20,1322,22,60,5,30,3,84,9,116,9,446,3,775,25,73,3,99,5,93,6,97,5,447,6,868,89,72,7,175,7,81,16,59,6,322,4,832,95,30,3,136,3,49,3,33,3,89,0,450,121,23,4,113,10,46,5,23,3,103,3,439,256,31,5,177,22,69,4,30,10,101,0,708,183,8,3,89,9,40,11,7,3,46,0,399,112,8,0,36,3,5,0,5,0,20,0,197,48,4,0,12,0,16,0,3,5,11,0,99,82,11,3,41,3,18,5,11
1011,0,0,0,0,0,3,0,0,0,28,0,34,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,3,4,0,4,0,11,0,0,0,0,0,0,0,6,0,8,0,10,0,0,0,0,0,0,0,16,0,111,0,129,0,3,0,3,0,3,0,13,0,46,0,68,10,9,0,3,0,36,0,41,3,322,0,425,15,5,0,13,0,43,0,39,7,107,0,235,25,26,3,57,3,42,7,41,8,124,3,330,74,24,3,74,5,39,0,22,3,83,0,345,67,6,0,73,3,27,5,6,0,18,0,213,110,8,0,55,3,31,3,16,0,19,0,245,218,7,5,90,14,33,0,10,3,33,3,420,168,4,3,56,3,11,0,3,0,11,0,261,89,3,0,39,8,8,0,5,0,3,0,155,46,0,3,0,0,8,0,0,0,0,0,63,84,6,0,27,3,16,0,3
1012,0,0,0,0,0,0,0,0,0,42,0,50,0,3,0,3,0,0,0,3,0,22,3,36,0,0,0,0,0,0,0,4,0,12,0,18,0,0,0,0,0,0,0,6,0,12,0,19,0,3,3,0,0,0,3,14,3,190,0,215,0,5,0,0,0,3,0,23,7,56,0,92,0,14,4,4,0,9,3,32,7,694,8,765,0,20,3,5,3,18,0,38,5,221,7,320,12,30,3,24,5,32,6,29,3,252,0,385,23,15,0,34,0,15,0,18,0,153,0,259,20,3,0,26,0,15,0,6,3,36,0,113,29,8,3,32,3,6,3,8,0,40,0,136,49,8,3,32,3,14,3,15,0,47,0,172,28,3,0,22,0,9,0,3,0,22,0,93,16,0,0,14,0,0,0,0,0,6,0,41,8,0,0,5,0,3,0,3,0,6,0,33,18,7,0,16,0,3,0,3
1013,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,3,0,6,0,84,3,100,0,0,0,3,0,0,0,6,0,15,0,34,0,4,0,3,0,15,0,25,3,263,3,321,3,7,0,11,0,19,0,37,0,103,0,188,14,10,0,36,3,40,3,31,5,101,3,247,38,18,0,53,6,27,3,16,3,83,0,241,25,8,0,31,3,20,0,6,0,20,0,119,59,6,0,45,3,18,0,6,0,17,0,155,111,9,4,55,7,34,0,8,0,22,3,257,76,3,0,41,4,11,0,3,0,9,0,144,47,0,0,15,4,5,0,3,0,8,0,74,23,0,0,9,0,3,0,0,0,0,0,45,23,3,0,20,4,8,0,0
1014,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,3,0,15,0,14,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,4,0,99,3,111,0,8,0,8,0,0,0,12,0,25,0,54,9,9,0,7,0,13,3,30,0,322,6,403,0,9,0,20,0,24,0,32,3,112,0,198,12,10,3,28,3,34,0,21,4,107,5,223,36,11,4,46,3,28,0,12,0,63,0,201,16,10,0,32,0,18,0,4,0,8,0,97,28,0,0,21,5,17,3,4,0,21,0,102,59,0,6,44,0,19,3,5,0,24,0,165,25,0,0,20,7,9,0,0,4,9,0,63,21,0,0,3,0,4,0,10,0,0,0,41,9,0,0,6,0,6,0,0,0,0,0,21,9,3,0,9,3,3,0,4
1015,0,0,0,0,0,0,0,0,0,44,0,47,0,0,0,3,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,4,0,85,3,95,0,0,0,0,0,7,0,7,0,20,0,43,0,12,0,0,0,13,3,11,3,173,3,226,0,9,0,6,0,20,0,15,0,52,3,115,10,12,0,27,0,22,0,11,3,58,0,151,39,8,0,29,0,14,4,14,3,34,3,161,36,7,0,38,0,10,0,3,0,11,0,113,42,0,0,28,9,12,0,4,0,15,0,116,109,7,0,36,6,12,0,9,0,23,3,206,56,6,0,22,0,3,0,3,0,3,0,95,45,0,0,19,3,0,0,4,0,3,0,73,26,0,0,5,0,6,0,0,0,3,0,39,25,3,0,11,0,6,0,0
1016,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,4,0,8,0,14,0,0,0,0,0,0,0,4,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,4,3,69,0,79,0,0,0,0,0,3,0,15,0,36,0,63,0,6,0,0,0,16,0,19,3,257,6,308,5,5,0,10,0,16,3,26,0,73,0,143,6,20,3,17,3,18,3,22,0,64,0,159,13,8,0,35,3,17,0,12,3,33,3,131,12,3,0,22,6,16,3,0,3,4,0,68,14,5,0,29,0,3,0,0,0,11,0,68,34,4,0,26,0,8,3,0,0,8,3,90,10,0,0,18,0,3,0,0,0,3,0,35,6,0,0,7,0,0,0,0,0,3,0,21,3,0,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0
1017,3,0,0,0,0,0,0,0,0,17,0,24,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,3,0,13,0,17,0,0,0,0,0,0,0,0,0,7,0,9,3,4,0,0,0,0,0,12,0,86,0,115,0,3,0,0,0,6,0,26,3,46,0,83,4,9,0,8,0,19,0,42,4,327,5,413,10,10,0,12,0,40,0,53,4,111,0,232,14,29,0,53,4,37,3,21,5,133,3,305,50,26,0,81,7,27,0,11,4,73,0,289,44,8,0,61,0,19,6,9,0,19,0,170,59,17,0,53,4,20,0,8,0,33,0,199,117,21,3,63,7,22,0,11,4,16,0,266,61,3,0,31,4,4,3,4,0,5,0,111,28,0,3,20,0,3,0,5,0,3,0,60,14,0,0,5,0,4,0,3,0,0,0,29,15,3,0,8,0,10,0,3
1018,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,5,0,12,0,12,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,0,3,0,53,0,62,0,0,0,0,0,0,0,11,0,26,0,50,0,4,0,0,0,4,0,16,0,203,3,233,3,3,0,8,0,19,3,12,0,85,3,128,4,5,0,14,0,24,0,14,0,99,0,165,12,7,4,7,0,18,3,8,0,32,0,95,9,3,0,13,0,6,0,4,3,11,0,47,16,3,0,15,0,12,0,0,0,7,0,61,52,5,0,30,5,19,3,5,3,12,0,128,25,0,0,15,0,5,0,0,0,3,0,52,26,0,0,10,0,3,0,0,0,4,0,51,10,0,0,0,0,4,0,0,0,0,0,17,12,0,0,7,3,0,0,0
1019,0,0,0,0,0,0,0,0,0,21,0,19,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,3,0,13,0,18,0,0,0,0,0,0,0,5,0,10,0,13,0,3,0,3,0,0,4,5,0,126,0,147,0,3,0,0,0,10,0,15,0,54,0,82,0,7,0,6,0,9,0,23,3,445,7,508,0,15,0,10,0,25,3,42,3,232,4,337,13,21,0,16,3,29,0,44,7,196,3,336,19,10,0,47,0,34,3,23,4,114,4,257,12,5,0,29,0,27,0,12,3,31,0,130,43,9,3,43,0,17,3,12,0,24,0,152,103,10,0,63,10,28,6,6,7,36,0,272,80,6,0,34,3,16,3,6,3,11,0,168,32,3,0,15,0,3,0,0,0,8,0,67,34,0,0,6,0,9,0,3,0,5,0,50,30,3,0,17,0,7,0,4
1020,0,3,0,3,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,5,0,40,0,49,0,0,0,0,0,3,0,9,0,3,0,15,3,3,0,3,0,3,0,12,4,131,0,154,0,6,0,12,0,11,0,16,0,34,0,77,9,14,0,29,0,7,0,12,0,42,0,108,30,14,0,21,0,11,0,12,3,28,0,112,16,5,0,17,0,7,0,3,0,6,0,58,26,0,3,12,0,12,0,0,0,5,0,64,50,3,0,32,4,14,0,3,3,14,0,118,28,5,0,24,3,6,0,3,0,3,0,80,30,0,0,10,0,0,0,3,0,4,0,55,12,0,0,7,0,7,0,0,0,3,0,27,35,0,0,24,3,7,0,0
1021,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,42,0,46,0,0,0,0,0,0,0,6,0,14,0,22,0,3,0,0,0,3,0,9,3,101,0,117,3,5,0,3,0,13,0,12,3,40,0,86,3,3,0,15,0,11,0,11,3,39,0,83,15,4,0,31,0,7,3,5,0,27,0,93,17,3,0,14,3,8,0,5,0,9,0,62,19,0,0,15,0,12,0,3,0,10,0,66,40,0,0,32,3,19,0,0,7,11,0,121,56,3,3,19,4,7,3,0,0,3,0,92,37,3,0,7,0,0,0,3,0,3,0,56,17,0,0,5,0,9,0,0,4,3,0,37,29,0,0,16,3,3,0,0
1022,3,0,0,0,0,0,0,0,0,34,0,42,0,0,0,0,0,0,0,3,0,33,0,39,0,0,0,0,0,0,0,4,0,19,0,22,0,0,0,0,0,0,0,0,0,7,0,10,0,8,0,3,0,0,3,14,0,176,5,207,0,5,0,0,0,3,0,18,0,60,0,90,4,14,0,0,0,4,0,36,3,526,5,593,8,12,0,6,0,28,0,43,6,247,0,357,12,38,0,31,0,33,0,38,0,304,0,460,23,23,3,57,0,20,0,36,3,213,9,384,21,11,0,47,0,13,0,17,0,63,0,183,32,11,3,31,3,19,0,13,0,63,0,181,85,19,0,58,4,34,0,21,0,88,0,308,70,7,0,38,3,6,0,4,0,29,0,163,39,3,3,25,4,8,0,0,0,9,0,89,20,0,0,8,0,11,0,3,3,4,0,54,29,10,0,25,3,12,3,8
1023,3,3,0,3,0,4,0,13,5,425,5,462,3,4,0,4,0,3,0,31,0,239,5,293,4,5,0,3,0,11,3,63,0,176,0,267,3,0,0,0,0,7,0,47,4,128,3,195,14,35,8,14,0,23,4,160,10,1653,22,1945,10,47,0,20,0,69,6,254,8,711,5,1134,30,138,8,53,4,158,10,451,41,6098,74,7077,38,173,11,138,7,408,16,539,54,2286,28,3700,123,296,15,395,25,581,37,481,80,2572,28,4632,441,270,21,808,41,522,45,337,62,1628,29,4189,459,120,17,700,41,488,18,221,45,519,4,2629,753,128,22,725,53,392,29,147,38,494,6,2770,2356,164,42,1235,137,693,56,162,58,548,22,5469,1822,108,40,771,87,223,37,100,34,188,6,3401,1146,56,23,389,67,100,22,44,13,98,3,1946,551,14,14,127,32,171,6,31,16,66,0,1031,882,87,18,428,54,185,4,75
1024,0,0,0,0,0,0,0,0,0,38,0,45,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,10,0,18,0,29,0,0,0,0,0,0,0,3,0,11,0,13,0,0,0,0,0,8,0,9,0,139,0,162,0,4,0,3,0,7,0,29,3,68,0,107,0,20,3,9,0,14,0,49,7,574,5,683,8,13,0,11,0,44,0,44,3,168,6,296,19,31,3,49,4,44,3,50,5,213,3,423,53,24,0,71,0,49,0,26,0,136,0,371,40,12,3,56,3,24,3,13,3,39,0,201,60,14,3,48,3,27,3,14,0,29,3,210,135,19,4,70,7,42,3,18,3,40,0,348,91,11,0,44,3,13,3,8,0,15,0,192,48,0,0,17,3,10,0,0,0,3,0,82,20,0,0,10,3,10,0,3,0,3,0,50,39,5,0,12,3,3,0,4
1025,0,0,0,0,0,0,0,3,0,32,0,36,0,3,0,4,0,0,0,3,0,28,0,39,0,3,0,0,0,0,0,3,0,17,0,19,0,0,0,0,0,0,0,3,0,4,0,11,0,3,0,0,0,6,0,10,0,150,0,172,0,0,0,0,0,5,0,34,3,43,0,96,8,12,0,3,0,21,0,40,4,375,6,470,0,13,0,12,0,52,4,29,3,145,0,252,11,23,3,53,7,56,3,41,7,166,3,371,61,20,0,81,4,45,0,23,6,103,0,345,56,10,0,61,7,35,3,10,3,30,0,216,85,11,3,60,6,34,0,13,4,29,0,253,192,23,8,84,13,41,4,19,8,42,5,434,149,0,0,65,11,16,3,3,0,17,3,272,85,4,0,30,5,9,3,3,4,9,0,152,41,0,0,13,0,12,0,4,0,9,0,81,98,6,0,44,5,17,0,5
1026,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,41,3,55,0,0,0,3,0,0,0,9,0,10,0,22,0,3,0,3,0,12,0,10,3,116,3,153,0,3,0,9,0,15,0,12,0,49,0,88,3,12,0,11,3,19,3,10,0,41,0,110,8,13,0,25,0,6,0,8,3,29,0,91,20,4,0,15,0,14,0,3,3,11,0,63,22,0,0,14,5,9,0,0,3,5,0,63,53,3,0,25,3,13,0,3,0,10,0,113,29,3,0,14,3,5,0,3,0,4,0,58,20,0,0,5,0,4,0,0,0,0,0,32,13,0,0,3,0,0,0,0,0,0,0,22,18,0,3,16,0,0,0,0
1027,0,0,0,0,0,3,0,0,0,47,0,54,0,0,0,0,0,0,0,3,0,24,0,24,0,0,0,0,0,0,0,9,0,22,0,33,0,0,0,0,0,0,0,3,0,14,0,20,0,9,0,3,0,4,3,17,0,234,0,273,0,9,0,4,0,6,0,29,12,103,0,169,7,18,0,13,0,20,0,60,9,953,16,1103,13,36,0,19,0,44,4,66,5,393,8,582,30,42,0,58,0,49,3,60,6,446,0,701,76,41,3,122,3,45,3,49,3,291,7,633,54,15,3,67,3,23,0,23,7,77,0,280,89,14,6,70,5,27,0,23,0,91,0,336,187,24,3,107,5,55,10,23,4,92,3,504,147,16,0,77,3,21,7,10,0,31,0,312,65,7,3,28,7,7,3,3,0,17,0,150,44,0,0,16,3,15,0,0,4,3,0,90,83,5,4,45,3,12,0,8
1028,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,5,0,3,0,0,0,4,0,0,0,48,3,52,0,0,0,0,0,0,0,8,3,21,0,30,0,0,0,3,0,4,0,11,3,110,0,134,6,5,0,3,0,16,0,17,3,38,0,84,0,8,0,12,0,17,0,9,0,55,0,116,11,3,0,25,0,20,0,13,3,41,0,109,19,4,0,11,0,24,0,4,3,13,0,76,23,3,0,20,0,16,0,9,0,9,0,80,54,9,0,47,3,53,0,7,3,15,0,195,43,7,5,34,3,9,0,0,0,4,0,107,60,0,0,24,0,0,0,0,0,0,0,86,23,0,0,7,0,16,0,0,0,0,0,42,72,0,0,20,3,15,3,0
1029,0,0,0,0,0,0,0,0,0,32,0,36,0,0,0,0,0,0,0,3,0,21,0,25,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,14,0,16,0,3,0,0,0,0,0,11,0,147,3,170,0,3,0,4,0,9,0,18,0,49,0,83,3,8,3,0,0,8,0,26,4,504,5,561,7,10,3,17,0,12,0,36,3,192,0,276,13,16,0,16,0,28,5,28,4,175,0,291,20,15,0,36,0,20,0,13,3,124,0,237,13,7,0,23,0,24,0,9,0,48,0,117,32,11,0,20,0,9,0,3,0,28,0,104,52,0,0,38,3,15,3,7,4,29,3,153,30,0,0,24,5,12,0,3,3,6,0,79,14,3,0,8,0,3,0,4,0,5,0,45,14,0,0,3,0,0,0,0,0,6,0,26,13,0,0,14,0,0,0,5
1030,80,38,25,45,4,104,7,124,62,9911,102,10502,31,83,5,21,0,42,8,272,41,3010,37,3551,25,72,5,24,4,72,10,725,55,1825,30,2851,5,8,0,7,0,92,3,635,30,1050,16,1853,65,329,24,62,0,272,28,1299,139,11854,138,14216,46,380,23,128,18,951,30,2021,152,4046,58,7866,206,1326,68,375,20,2169,99,2705,275,27233,333,34810,343,1614,58,988,70,4019,120,2914,337,10494,150,21105,1065,2659,130,3029,153,5449,216,2998,403,12164,184,28443,3198,2255,166,5047,268,4645,233,2267,359,8308,156,26902,3589,1185,114,4693,302,4091,157,1496,231,3168,53,19087,6294,1088,168,4531,381,3415,148,1122,221,3392,71,20833,21002,1617,405,7964,931,6196,286,1782,333,4589,110,45216,18383,904,298,5795,778,2242,197,938,171,2285,45,32039,14289,553,223,3253,478,1093,111,485,88,1286,32,21894,10320,262,145,1326,328,2575,55,418,106,820,22,16379,23686,1173,403,5823,895,3561,175,1382
1031,0,0,0,0,0,0,0,0,0,30,3,33,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,7,0,10,0,18,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,3,0,0,0,10,0,135,6,156,0,0,0,3,0,5,0,35,5,56,3,109,4,22,3,10,3,25,3,37,10,448,13,575,14,17,3,19,4,60,7,50,4,180,10,357,23,25,5,63,7,73,3,50,7,177,3,419,84,19,5,91,5,50,3,32,0,126,3,421,85,15,7,68,4,32,0,7,0,30,3,257,101,11,0,74,3,34,0,5,3,24,0,267,229,16,3,110,16,48,0,22,8,34,0,487,151,3,4,66,4,20,0,6,0,11,0,264,66,4,3,22,6,4,0,3,0,3,0,112,40,0,0,8,0,5,0,0,0,4,0,68,59,8,0,42,3,7,0,4
1032,0,0,0,0,0,0,0,0,0,25,0,24,0,0,0,0,0,0,0,0,0,18,3,23,0,0,0,0,0,0,0,6,0,10,0,16,0,0,0,0,0,0,0,3,0,10,0,13,3,3,0,0,0,5,0,12,0,145,0,168,0,6,0,5,0,14,0,23,3,63,0,103,3,16,0,7,0,16,0,54,5,554,6,665,3,14,4,11,0,33,0,40,3,164,0,280,16,20,0,41,3,33,9,34,5,162,0,324,39,25,0,71,6,40,0,15,5,114,0,314,39,3,0,44,3,17,4,5,5,22,0,146,46,11,3,40,3,14,4,0,3,21,3,148,57,10,3,46,10,17,0,0,0,30,0,182,41,3,3,27,0,5,0,6,0,4,0,90,17,0,0,10,0,0,0,0,0,4,0,39,9,0,0,3,0,0,0,0,0,0,0,19,10,4,0,13,3,8,0,3
1033,0,0,0,0,0,0,0,0,0,30,0,38,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,3,0,18,0,17,0,0,0,0,0,0,0,0,0,9,0,13,5,0,0,0,0,3,3,14,3,128,0,152,0,3,0,0,0,4,0,24,0,48,0,83,3,18,0,5,0,6,0,29,0,411,7,478,4,17,0,9,0,20,0,23,3,145,3,226,6,19,0,28,0,15,3,25,6,171,0,274,21,25,0,38,0,15,0,14,5,111,0,235,13,4,3,21,0,3,0,9,9,35,0,100,17,3,0,20,0,0,0,3,0,28,0,79,43,3,0,30,4,15,0,15,0,42,0,154,19,0,0,16,0,6,0,7,0,22,0,69,20,3,0,3,4,6,0,0,4,0,0,37,3,0,0,0,0,0,0,0,0,7,0,12,10,3,0,8,0,0,0,0
1034,4,0,0,0,0,0,0,0,0,51,0,56,0,0,0,0,0,0,0,7,0,30,0,37,0,0,0,0,0,3,0,10,0,14,0,21,0,0,0,0,0,3,0,4,0,13,0,16,3,3,0,5,0,5,0,24,0,152,0,199,3,5,0,0,0,13,0,32,0,49,0,105,5,12,4,10,0,31,0,55,6,492,3,614,4,27,0,24,0,51,0,74,10,199,0,395,28,33,0,74,3,71,3,68,3,219,0,499,102,29,3,132,10,65,0,38,11,139,0,537,68,13,3,108,11,41,3,24,0,49,0,314,121,20,4,100,6,46,0,14,3,54,0,374,345,19,10,145,19,48,5,16,9,60,0,673,223,11,4,89,6,24,3,7,0,22,0,391,130,7,3,42,11,17,5,4,0,18,0,232,56,3,0,7,0,13,0,0,0,10,0,103,103,3,3,43,5,20,0,4
1035,8,0,0,0,0,8,0,8,4,373,8,415,3,4,3,3,0,3,0,19,5,219,7,264,0,6,0,0,0,13,0,43,0,123,0,194,0,0,0,0,0,8,0,28,7,79,0,123,8,22,3,4,0,12,0,90,10,1152,16,1322,3,23,0,12,3,57,3,162,21,487,4,771,21,75,7,20,3,105,5,272,37,3887,58,4479,28,99,4,70,8,213,10,309,21,1393,24,2159,82,143,6,227,13,345,25,265,47,1538,21,2701,218,162,3,381,25,296,21,207,22,1008,14,2359,232,66,3,331,28,285,18,125,25,284,8,1405,407,76,8,365,34,228,16,91,26,281,3,1538,1099,128,38,639,75,389,31,127,37,353,4,2912,928,51,19,450,64,130,19,55,12,120,3,1853,656,33,15,229,32,72,6,24,4,52,0,1127,359,11,11,64,23,117,5,16,13,32,0,640,529,37,9,218,32,117,12,37
