region_id,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005
LGA16250,0,0,3,20,12,6,188,24,0,3,0,0,3,0,5,264,0,0,0,4,18,75,20,15,3,3,0,12,0,3,9,162,0,0,3,17,23,36,42,26,10,4,16,13,11,0,6,207,5,14,74,73,127,1840,3114,2685,540,631,687,556,445,185,393,11369,0,0,36,167,43,28,68,13,4,3,0,0,3,0,14,379,0,11,26,88,49,73,84,54,10,15,10,17,20,13,30,500,0,0,3,15,132,424,343,180,30,30,46,44,41,20,74,1382,0,0,0,26,10,8,21,5,0,0,0,0,0,0,4,74,0,72,102,63,44,44,34,26,3,19,5,8,11,0,16,447,6,18,121,259,69,16,7,5,4,0,0,5,0,0,32,542,6,0,7,41,180,679,850,209,38,40,28,35,26,12,55,2206,0,21,8,72,125,335,1277,2674,1295,1809,2291,1527,1137,614,410,13595,0,4,9,18,67,145,264,126
LGA16350,0,0,3,36,27,20,116,6,0,3,0,0,0,0,3,214,0,0,0,0,3,29,21,15,0,3,3,4,3,0,19,100,0,0,4,26,22,16,34,19,3,3,7,3,0,9,5,151,0,8,20,24,44,131,144,101,28,42,28,24,40,15,58,707,0,4,35,329,142,30,66,4,0,0,3,0,0,0,22,635,0,20,26,80,66,183,105,45,16,3,17,0,8,15,31,615,0,0,3,9,83,361,333,158,17,16,15,11,13,19,43,1081,0,0,0,45,36,20,12,0,0,0,0,0,0,0,8,121,0,206,279,168,97,67,37,13,5,9,9,3,8,3,34,938,0,12,109,219,54,29,17,4,0,0,0,0,0,0,27,471,0,4,4,10,21,37,30,9,0,0,0,0,0,0,7,122,3,9,9,100,181,269,549,333,122,204,197,112,46,46,72,2252,0,4,3,14,27,62,59,35
LGA16370,0,0,6,7,0,0,7,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,3,5,33,30,45,53,23,13,5,7,7,4,0,6,234,3,4,12,8,4,35,51,34,0,9,7,11,4,0,9,191,8,3,35,116,25,7,25,0,0,0,0,0,0,0,12,231,0,7,12,15,6,4,0,0,0,0,0,0,0,0,4,48,3,3,0,10,11,21,10,0,0,0,0,0,3,0,3,64,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,34,77,65,43,84,48,46,12,10,20,11,28,14,28,520,3,3,12,6,3,0,3,0,0,0,0,0,0,0,0,30,3,6,4,8,10,7,26,7,0,3,0,5,3,0,3,85,0,7,7,19,15,15,23,23,4,18,5,18,14,0,12,180,0,5,16,3,6,11,12,4
LGA16380,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,16,8,25,18,3,0,0,3,0,4,0,96,0,5,8,9,8,18,13,10,8,7,3,3,0,0,3,95,0,3,14,16,3,0,5,3,0,0,0,0,0,0,3,47,0,0,8,11,5,0,0,7,0,0,3,0,0,0,0,34,0,3,5,4,8,12,5,3,0,0,0,10,3,0,0,53,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,3,55,101,60,29,25,17,7,3,0,4,3,0,0,10,317,0,0,3,3,4,3,0,0,0,0,0,0,0,0,3,16,4,0,0,9,6,8,4,0,0,0,0,0,0,0,3,34,0,7,3,20,23,4,6,17,9,11,14,3,7,0,9,133,0,3,9,3,3,4,4,0
LGA16400,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,5,16,11,10,27,11,4,3,5,0,4,3,0,102,0,3,3,5,3,14,5,10,3,0,3,3,7,3,8,70,0,4,15,35,10,3,5,0,0,0,0,0,0,0,0,72,0,0,15,4,0,0,0,4,0,0,0,0,0,0,0,23,3,0,5,5,7,4,11,3,0,0,0,3,0,0,5,46,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,24,3,70,96,31,17,39,16,3,4,3,4,4,5,0,10,305,0,0,16,21,10,0,3,0,0,0,0,0,0,0,0,50,0,3,0,0,5,3,8,0,0,0,0,0,3,0,4,26,0,7,3,16,9,3,6,12,5,0,6,4,3,3,7,84,0,3,3,3,0,3,3,3
LGA16470,0,3,3,8,0,8,16,3,0,0,0,0,0,0,3,44,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,8,7,17,22,11,0,4,0,3,7,3,0,82,0,3,0,5,6,15,23,37,8,22,19,15,17,5,8,183,3,4,28,99,32,15,9,0,0,0,0,0,0,0,3,193,0,3,0,0,3,5,3,6,0,0,0,0,10,9,0,39,0,0,3,0,15,17,32,14,13,13,0,8,8,7,3,133,0,3,13,100,127,139,86,23,6,3,9,8,3,4,28,552,0,61,71,35,14,14,6,0,3,5,4,0,0,0,9,222,0,9,46,83,16,4,0,0,0,0,0,0,0,0,7,165,0,0,3,3,3,9,9,4,0,3,0,0,0,0,3,37,0,0,5,6,12,15,26,73,40,38,94,96,38,17,18,478,0,3,3,3,0,7,8,9
LGA16550,0,0,3,22,10,12,38,5,0,0,0,3,0,0,0,93,0,0,0,0,14,27,11,0,0,0,4,6,5,3,5,75,0,3,5,23,56,34,76,77,21,22,22,39,29,25,11,443,4,19,81,75,120,583,721,682,237,356,554,780,902,417,297,5828,0,0,53,93,25,10,25,4,0,0,8,0,0,0,10,228,4,83,185,189,62,51,29,6,0,4,0,5,0,5,12,635,0,3,4,8,48,115,54,30,7,14,8,6,8,5,15,325,0,0,0,4,7,10,5,0,0,3,0,0,0,0,6,35,26,41,92,68,52,70,65,114,28,37,22,28,45,26,36,750,42,110,633,625,105,27,14,7,0,4,3,4,4,7,117,1702,5,3,17,50,187,350,490,191,64,69,83,127,85,45,55,1821,0,6,7,75,107,88,110,158,66,58,99,87,100,56,36,1053,0,3,14,21,118,381,682,445
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,3,0,0,3,0,0,0,4,26,0,3,0,0,0,3,3,0,0,0,3,0,6,0,3,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,9,4,3,6,0,0,0,0,0,0,0,3,52,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,10,0,0,3,0,0,3,0,0
LGA16650,0,0,3,24,16,24,159,12,3,0,3,0,0,3,6,253,0,0,0,0,8,25,5,4,0,0,0,3,0,3,0,48,0,0,3,5,14,16,26,12,0,0,5,4,9,4,0,98,4,14,64,58,155,1279,1622,1284,276,303,311,243,213,88,248,6162,0,6,61,151,45,22,51,8,6,0,0,3,0,0,6,359,0,40,153,309,231,201,177,55,15,23,32,39,41,5,61,1382,0,0,3,14,78,219,156,51,12,5,12,15,10,7,23,605,6,3,61,1120,816,322,276,105,25,33,19,26,16,4,125,2957,0,24,42,34,29,35,22,33,4,5,8,8,8,3,15,270,13,41,812,1577,310,64,38,26,0,5,10,6,17,5,179,3103,0,0,11,26,161,311,293,77,17,14,10,19,7,3,18,967,0,4,3,36,46,108,166,282,114,144,156,99,100,70,38,1366,0,0,3,4,73,143,270,188
LGA16700,0,3,0,8,3,7,88,9,0,0,0,0,0,0,0,118,0,0,0,6,12,19,10,7,0,0,0,0,0,5,0,59,0,0,3,13,26,36,37,30,3,4,8,10,12,0,8,190,3,29,65,55,169,1379,2028,1881,426,521,766,929,836,264,442,9793,0,0,34,135,51,19,34,9,5,0,0,0,0,0,12,299,0,11,36,103,58,51,45,17,7,7,3,3,4,0,4,349,0,3,8,20,72,97,54,35,3,11,5,10,6,6,11,341,0,0,10,34,31,5,13,0,0,0,0,3,0,0,3,99,0,40,77,52,23,44,49,24,7,6,7,7,12,13,17,378,3,11,123,190,40,8,9,11,0,4,0,0,0,0,13,412,3,5,13,63,224,836,945,199,38,65,60,94,43,17,60,2665,0,6,10,83,103,240,467,489,213,242,241,191,184,107,86,2662,0,6,6,21,69,151,280,153
LGA16900,0,0,0,5,13,4,31,8,0,0,0,0,0,0,4,65,0,0,0,0,8,0,4,3,0,0,0,0,0,4,0,19,0,0,4,3,9,6,13,9,5,0,0,4,5,7,0,65,0,0,0,3,3,11,17,13,4,7,3,3,0,0,7,71,0,3,64,113,21,3,12,0,0,0,0,0,3,0,7,226,0,4,11,3,13,5,8,6,0,0,0,3,5,0,0,58,0,0,0,4,4,10,11,8,0,0,3,0,0,0,3,43,0,0,18,308,344,69,30,15,3,3,3,3,0,0,43,839,0,60,316,132,33,26,8,9,3,3,0,3,0,0,19,612,0,3,37,71,20,5,3,0,0,0,0,0,0,0,8,147,0,0,0,3,5,5,7,0,0,5,0,0,0,0,3,28,0,0,0,10,14,0,13,14,3,5,0,12,0,4,0,75,0,0,3,4,0,4,6,5
LGA16950,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,0,3,0,31,18,17,16,10,3,0,0,5,0,0,6,109,0,8,7,5,6,27,17,22,8,10,8,12,5,3,27,165,0,5,20,76,21,0,7,0,0,0,0,0,0,0,4,133,3,4,22,13,7,3,3,4,0,0,3,0,0,3,0,65,3,0,4,9,10,8,10,5,0,0,0,0,0,0,8,57,0,0,0,22,5,0,3,0,0,0,0,0,0,0,0,30,0,90,276,103,30,35,21,6,3,3,3,3,0,0,16,589,0,0,40,78,14,3,0,3,0,0,0,0,0,0,0,138,3,3,5,3,4,6,3,3,3,0,0,0,3,0,3,39,0,19,6,12,20,6,7,18,8,7,6,8,8,0,7,132,0,4,5,3,6,8,9,4
LGA17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,3,3,0,0,0,19,0,0,0,0,5,8,6,7,0,0,4,3,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,18,10,0,0,3,3,0,0,0,3,0,3,4,51,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,5,4,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11,7,3,0,9,6,0,0,36,0,0,0,0,0,0,5,10
LGA17050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,4,0,0,0,0,0,0,0,21,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,9,27,17,5,4,4,0,0,0,0,0,0,0,0,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,4,0,0,0,3,0,0,4,14,0,0,0,0,0,0,0,0
LGA17100,0,0,0,5,5,4,10,0,0,0,0,0,0,0,0,24,0,0,0,0,18,18,5,0,0,0,0,0,0,0,3,44,0,3,0,3,3,9,3,3,0,0,3,0,3,0,3,33,5,21,63,66,103,576,729,729,165,177,198,154,116,38,127,3267,0,0,21,53,17,0,0,5,0,0,0,0,0,0,6,102,0,4,15,48,31,42,36,6,5,8,0,0,4,4,7,210,0,0,0,0,17,58,33,25,3,6,0,3,0,0,10,155,0,0,3,3,4,3,3,3,0,0,0,0,0,0,3,22,0,18,18,6,8,11,0,4,3,0,0,0,0,0,9,77,0,3,72,96,20,8,0,0,0,0,0,0,0,0,13,212,0,3,11,19,142,210,183,57,9,13,13,12,5,3,13,693,0,0,0,27,119,179,363,589,224,327,317,243,223,146,56,2813,0,3,5,4,19,31,68,40
LGA17150,0,0,3,30,4,25,95,18,3,0,0,0,0,0,3,181,0,0,0,0,6,31,4,0,7,0,0,8,0,0,4,60,3,5,7,36,63,63,95,74,11,12,17,12,14,5,17,434,6,28,39,46,68,432,539,274,43,49,74,59,48,13,78,1796,0,4,71,234,49,24,47,4,4,0,0,0,3,0,17,457,0,58,123,228,113,113,128,38,8,3,10,3,7,6,24,862,0,5,10,25,74,129,63,24,4,4,3,3,8,3,16,371,0,0,19,211,165,66,47,35,4,3,7,0,3,0,19,579,3,115,256,126,92,89,74,60,14,17,7,11,12,12,27,915,3,18,251,545,105,30,18,8,0,0,5,5,3,0,39,1030,0,4,12,33,102,246,196,39,8,4,9,4,3,4,10,674,0,18,21,73,117,102,178,117,46,61,81,57,17,20,39,947,3,7,22,15,50,102,123,45
LGA17200,0,0,0,18,6,8,91,3,3,0,5,3,0,3,0,140,0,0,0,0,10,44,12,7,3,0,0,0,5,6,4,91,0,0,3,33,81,91,96,96,35,49,50,65,110,87,39,835,3,17,46,62,180,853,1549,1638,538,755,928,901,824,340,472,9106,0,0,19,74,34,30,42,6,0,3,5,0,3,3,3,222,3,9,26,57,20,32,17,9,3,6,11,4,4,4,6,211,0,0,10,15,83,142,70,35,4,7,5,9,8,3,14,405,0,0,3,34,21,36,13,4,0,0,3,3,3,3,6,129,6,47,94,63,70,101,103,160,51,76,74,80,93,92,68,1178,3,21,234,385,71,30,11,6,8,4,4,4,3,3,38,825,4,3,10,34,167,496,409,222,57,86,107,106,76,35,77,1889,0,7,6,53,53,116,189,283,111,160,190,190,273,160,81,1872,0,3,13,9,76,172,811,708
LGA17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,10,5,6,0,0,0,0,0,0,0,42,0,4,0,5,0,7,19,24,0,4,4,0,3,0,0,70,0,0,4,7,0,0,0,4,0,0,0,0,0,0,0,15,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,12,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,21,9,4,7,7,0,0,0,5,0,0,4,115,0,3,5,5,0,3,0,0,0,0,0,0,0,0,3,19,0,0,0,0,8,7,4,0,0,0,0,0,0,0,3,22,0,4,0,0,5,3,10,11,18,20,12,0,0,0,5,88,0,0,5,0,3,5,8,0
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,3,4,3,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0
LGA17420,0,0,3,20,10,8,54,3,0,0,0,0,0,0,3,101,0,0,0,0,19,46,17,3,0,0,3,3,0,0,5,96,0,0,8,28,40,55,64,39,3,0,11,16,12,12,10,298,7,26,75,81,133,1416,1847,1328,191,195,225,204,175,72,196,6171,3,4,53,238,56,37,50,8,0,0,0,0,0,3,7,459,0,21,40,137,72,160,110,51,6,5,5,11,0,0,27,645,3,0,10,31,95,338,215,80,12,12,6,4,3,4,27,840,0,0,0,23,18,15,0,5,0,0,0,0,0,0,0,61,4,139,176,94,80,67,73,51,6,18,3,7,13,18,19,768,3,8,93,169,64,5,3,3,0,0,0,0,3,4,29,384,3,3,19,51,241,875,1284,190,41,34,33,16,31,9,64,2894,0,17,16,160,268,708,1539,776,157,159,104,95,78,60,91,4228,0,0,22,24,76,193,260,132
LGA17450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
LGA17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,4,0,0,0,0,14,0,0,0,0,6,5,5,0,4,0,0,0,0,0,3,23,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,9,6,3,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,3,0,0,3,5,6,6,3,0,35,0,3,0,0,0,0,0,0
LGA17550,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,22,19,22,20,3,5,13,6,5,9,13,161,0,5,6,3,5,5,12,27,12,19,28,30,35,9,25,221,0,0,8,14,9,0,4,0,0,0,0,0,0,0,0,35,0,0,5,9,8,4,3,0,0,0,0,0,0,0,3,32,4,3,4,15,8,8,11,12,0,5,3,0,0,0,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,149,56,32,41,36,12,6,6,8,4,4,3,21,428,4,4,10,8,3,0,0,0,0,0,0,0,0,0,3,32,4,0,0,5,7,9,3,0,0,0,0,0,0,0,4,32,4,13,14,20,29,33,19,19,3,17,27,24,14,3,8,247,0,4,8,3,4,7,10,5
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4,3,6,3,0,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,0,0,0,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,4,0,4,0,0,0,0,0,0,0,0,0,28,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
