region_id,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU_15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU_15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA10750,0,417,9715,14383,12921,10193,5568,2177,355,55729,0,653,2274,1697,1100,560,158,34,9,6485,0,54,217,544,724,477,234,132,44,2426,35500,0,0,0,0,0,0,0,0,35500,0,8574,0,0,0,0,0,0,0,8574,0,7860,5041,1616,718,225,22,3,0,15485,0,1208,1084,462,444,422,268,204,63,4155,0,525,611,323,245,145,35,24,0,1908,0,557,808,426,414,351,206,69,12,2843,0,251,1102,1345,1542,1360,878,574,141,7193,408,457,469,323,222,133,85,29,8,2134,35908,20556,21321,21119,18330,13866,7454,3246,632,142432,0,1157,13016,14805,12392,9220,4113,1326,155,56184,0,1031,2431,1614,1064,423,106,18,3,6690,0,845,2489,3721,3059,1572,763,547,238,13234,33094,0,0,0,0,0,0,0,0,33094,0,9007,0,0,0,0,0,0,0,9007,0,5475,2930,644,373,168,30,0,0,9620,0,912,599,265,470,846,772,707,299,4870,0,522,342,116,119,69,28,10,8,1214
LGA10800,0,5,116,186,261,246,185,126,21,1146,0,29,62,32,33,19,7,3,0,185,0,0,5,17,16,5,3,3,0,49,603,0,0,0,0,0,0,0,0,603,0,99,0,0,0,0,0,0,0,99,0,80,22,21,22,14,0,0,0,159,0,10,5,3,3,7,0,0,0,28,0,0,3,3,3,0,0,3,0,12,0,24,4,6,8,3,7,6,0,58,0,14,45,44,67,67,44,31,18,330,9,13,9,8,9,5,8,8,0,69,612,274,271,320,422,366,254,180,39,2738,0,5,161,220,274,235,161,86,15,1157,0,43,60,48,25,16,3,0,0,195,0,12,20,47,24,6,9,11,9,138,634,0,0,0,0,0,0,0,0,634,0,106,0,0,0,0,0,0,0,106,0,43,8,5,0,3,0,0,0,59,0,6,0,4,0,5,6,5,3,29,0,3,0,0,0,3,0,0,0,6
LGA10850,0,8,123,262,287,270,208,117,17,1292,0,27,58,38,37,30,4,3,0,197,0,0,4,15,15,8,4,5,3,54,735,0,0,0,0,0,0,0,0,735,0,122,0,0,0,0,0,0,0,122,0,142,28,30,29,6,5,0,0,240,0,14,0,3,9,15,3,5,0,49,0,14,6,7,0,3,3,0,0,33,0,13,12,4,4,7,3,4,0,47,0,11,26,39,67,87,68,47,3,348,24,22,15,9,6,11,3,3,0,93,759,373,272,407,454,437,301,184,23,3210,0,15,173,310,285,266,185,75,4,1313,0,45,52,49,40,16,7,3,0,212,0,22,35,58,62,14,13,16,10,230,716,0,0,0,0,0,0,0,0,716,0,150,0,0,0,0,0,0,0,150,0,72,24,11,8,8,0,0,0,123,0,7,0,6,5,8,9,9,5,49,0,9,7,3,3,0,0,0,0,22
LGA10900,0,66,1224,2780,3246,3451,2028,934,187,13916,0,156,564,675,557,388,130,40,5,2515,0,3,19,107,182,122,42,27,21,523,7115,0,0,0,0,0,0,0,0,7115,0,1856,0,0,0,0,0,0,0,1856,0,1507,697,259,132,65,4,0,0,2664,0,107,71,40,40,47,44,29,19,397,0,93,59,49,39,24,11,3,8,286,0,124,178,149,132,161,100,38,4,886,0,56,240,417,593,698,467,270,112,2853,79,149,113,118,105,112,54,20,5,755,7194,4117,3165,4594,5026,5068,2880,1361,361,33766,0,128,1598,3157,3538,3242,1765,630,92,14150,0,246,671,726,584,383,84,10,4,2708,0,115,304,737,774,359,141,130,94,2654,6839,0,0,0,0,0,0,0,0,6839,0,1942,0,0,0,0,0,0,0,1942,0,970,335,100,78,65,11,0,0,1559,0,87,35,29,53,98,94,91,62,549,0,89,32,17,12,23,6,17,27,223
LGA10950,0,5,51,103,96,83,85,43,4,470,0,12,23,27,20,3,4,0,0,89,0,0,0,9,13,4,3,0,0,29,322,0,0,0,0,0,0,0,0,322,0,36,0,0,0,0,0,0,0,36,0,51,19,15,8,0,3,0,0,96,0,10,5,5,3,3,3,3,0,32,0,6,3,0,0,0,0,0,0,9,0,4,6,4,3,3,0,0,0,20,0,8,13,13,38,24,34,20,6,156,12,13,5,7,3,8,5,3,0,56,334,145,125,183,184,128,137,69,10,1315,0,9,63,122,93,84,84,32,0,487,0,17,28,22,21,5,3,0,0,96,0,17,18,28,16,5,9,4,6,103,297,0,0,0,0,0,0,0,0,297,0,29,0,0,0,0,0,0,0,29,0,16,7,0,3,4,0,0,0,30,0,9,0,0,0,0,7,3,0,19,0,5,3,0,0,0,0,0,0,8
LGA11000,0,0,30,69,102,116,86,35,15,453,0,7,27,25,20,8,3,0,0,90,0,3,3,3,9,5,4,0,3,30,201,0,0,0,0,0,0,0,0,201,0,38,0,0,0,0,0,0,0,38,0,38,13,8,8,0,0,0,0,67,0,7,0,0,0,0,4,0,3,14,0,3,0,6,0,0,0,0,0,9,0,0,4,3,3,8,0,5,0,23,0,11,13,20,33,50,25,16,8,176,6,4,7,3,5,5,5,0,0,35,207,111,97,137,180,192,127,56,29,1136,0,7,52,76,113,103,62,28,9,450,0,21,22,20,14,8,0,0,0,85,0,0,12,14,18,4,6,3,6,63,225,0,0,0,0,0,0,0,0,225,0,35,0,0,0,0,0,0,0,35,0,12,4,0,0,6,0,0,0,22,0,3,0,0,3,0,0,5,0,11,0,3,0,0,0,0,0,0,0,3
LGA11050,0,0,24,76,98,120,93,40,7,458,0,17,14,14,10,8,4,0,0,67,0,0,0,4,3,5,4,0,0,16,235,0,0,0,0,0,0,0,0,235,0,41,0,0,0,0,0,0,0,41,0,34,15,11,9,0,0,0,0,69,0,3,0,0,6,6,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,4,3,3,3,3,5,0,0,21,0,8,12,11,42,32,38,16,3,162,4,4,5,4,4,4,4,3,0,32,239,111,73,123,175,181,148,59,10,1119,0,3,47,79,107,116,74,31,0,457,0,16,20,12,14,3,3,0,0,68,0,0,10,28,13,5,3,10,7,76,218,0,0,0,0,0,0,0,0,218,0,48,0,0,0,0,0,0,0,48,0,13,8,3,3,4,0,0,0,31,0,6,0,0,0,0,6,0,0,15,0,3,4,0,0,0,0,0,0,7
LGA11100,0,37,1052,1721,1515,1173,867,527,91,6983,0,81,368,320,183,97,32,11,0,1092,0,6,11,53,78,59,31,21,11,270,3470,0,0,0,0,0,0,0,0,3470,0,846,0,0,0,0,0,0,0,846,0,647,613,248,149,54,7,0,0,1718,0,155,180,66,55,54,51,29,12,602,0,95,85,38,33,17,6,0,3,277,0,280,299,118,77,80,50,13,6,923,0,70,220,239,297,275,277,164,55,1597,48,39,71,65,32,27,19,4,0,305,3518,2256,2899,2868,2419,1836,1340,769,178,18083,0,113,1456,1846,1407,1098,781,322,39,7062,0,129,391,256,154,74,27,3,0,1034,0,38,180,395,388,274,124,109,51,1559,3180,0,0,0,0,0,0,0,0,3180,0,976,0,0,0,0,0,0,0,976,0,490,398,144,61,26,5,0,0,1124,0,151,117,57,54,100,132,115,46,772,0,89,76,17,8,7,3,4,3,207
LGA11150,0,5,42,78,85,65,38,28,3,344,0,13,49,33,22,13,0,0,0,130,0,0,0,6,10,5,0,3,0,24,302,0,0,0,0,0,0,0,0,302,0,21,0,0,0,0,0,0,0,21,0,42,11,7,10,0,0,0,0,70,0,21,3,8,5,6,6,0,0,49,0,7,3,3,0,5,3,0,0,21,0,0,3,5,0,5,0,7,0,20,0,9,16,24,27,36,30,11,0,153,11,8,8,4,8,4,3,3,0,49,313,126,135,168,167,139,80,52,3,1183,0,9,70,80,84,60,35,14,0,352,0,22,44,30,28,10,0,0,0,134,0,16,21,30,13,7,6,4,3,100,242,0,0,0,0,0,0,0,0,242,0,23,0,0,0,0,0,0,0,23,0,27,9,3,3,0,0,0,0,42,0,20,4,3,5,6,4,4,3,49,0,3,4,0,0,3,0,0,0,10
LGA11200,0,0,14,25,46,28,20,8,4,145,0,15,25,27,29,14,4,0,0,114,0,0,0,8,8,3,0,0,0,19,200,0,0,0,0,0,0,0,0,200,0,17,0,0,0,0,0,0,0,17,0,33,12,7,7,3,0,0,0,62,0,16,8,9,5,7,10,0,0,55,0,8,0,4,3,3,0,0,0,18,0,3,0,5,5,5,0,3,0,21,0,4,13,7,30,24,8,9,3,98,5,14,5,3,8,3,4,3,0,45,205,110,77,95,141,90,46,23,7,794,0,3,21,22,37,35,14,7,3,142,0,20,31,37,27,3,3,0,0,121,0,20,26,22,13,9,3,5,3,101,197,0,0,0,0,0,0,0,0,197,0,32,0,0,0,0,0,0,0,32,0,21,6,0,4,0,0,0,0,31,0,13,0,5,8,7,4,8,0,45,0,5,0,6,3,0,0,0,0,14
LGA11250,0,12,197,435,627,723,490,338,59,2881,0,111,199,146,130,69,26,11,0,692,0,6,28,48,42,26,8,16,6,180,1581,0,0,0,0,0,0,0,0,1581,0,286,0,0,0,0,0,0,0,286,0,367,123,80,68,19,4,0,0,661,0,55,19,19,29,19,10,7,5,163,0,31,18,14,9,0,3,0,0,75,0,26,30,10,28,34,10,5,0,143,0,63,127,129,248,264,173,133,42,1179,43,44,58,30,31,36,22,11,4,279,1624,1001,799,911,1212,1190,746,521,116,8120,0,32,292,477,693,708,492,226,27,2947,0,169,194,155,131,54,16,11,0,730,0,76,205,238,178,55,43,55,15,865,1478,0,0,0,0,0,0,0,0,1478,0,261,0,0,0,0,0,0,0,261,0,229,51,27,24,10,0,0,0,341,0,41,10,3,13,30,23,20,7,147,0,20,8,0,7,0,0,0,0,35
LGA11300,0,59,940,1185,1306,1032,681,469,115,5787,0,59,219,111,90,62,18,5,0,564,0,0,8,32,59,40,16,13,15,183,2337,0,0,0,0,0,0,0,0,2337,0,872,0,0,0,0,0,0,0,872,0,445,506,167,103,30,7,0,0,1258,0,166,182,47,32,29,24,24,13,517,0,183,273,26,24,16,6,8,3,539,0,498,635,103,56,40,43,11,4,1390,0,59,185,128,150,146,111,100,46,925,24,40,45,33,18,12,8,6,0,186,2361,2381,2993,1832,1838,1407,914,636,196,14558,0,139,1168,1335,1303,984,594,291,47,5861,0,94,210,99,90,55,11,3,0,562,0,17,89,247,324,170,76,98,47,1068,2208,0,0,0,0,0,0,0,0,2208,0,993,0,0,0,0,0,0,0,993,0,385,358,124,72,34,3,0,0,976,0,186,115,43,48,86,77,93,50,698,0,179,188,25,19,13,3,5,0,432
LGA11350,0,10,251,708,997,1056,567,302,79,3970,0,36,240,428,344,290,77,5,4,1424,0,4,15,65,107,75,15,10,7,298,2574,0,0,0,0,0,0,0,0,2574,0,539,0,0,0,0,0,0,0,539,0,442,176,72,75,28,3,0,0,796,0,46,24,21,22,29,19,23,9,193,0,52,60,57,49,29,10,3,0,260,0,173,251,184,176,160,38,17,3,1002,0,34,113,190,333,404,182,96,48,1400,45,50,60,64,63,62,25,8,4,381,2619,1386,1190,1789,2166,2133,936,464,154,12837,0,28,365,944,1080,927,469,239,36,4088,0,71,299,478,359,197,38,5,0,1447,0,22,171,427,494,131,58,52,29,1384,2421,0,0,0,0,0,0,0,0,2421,0,543,0,0,0,0,0,0,0,543,0,223,89,37,22,17,0,0,0,388,0,34,31,10,21,55,26,38,28,243,0,48,50,31,35,19,6,3,3,195
LGA11400,0,7,210,464,643,612,439,219,28,2622,0,34,114,97,71,50,24,3,0,393,0,0,5,20,30,22,8,13,0,98,1379,0,0,0,0,0,0,0,0,1379,0,242,0,0,0,0,0,0,0,242,0,245,73,48,30,7,0,0,0,403,0,21,3,5,12,7,16,5,5,74,0,10,12,3,6,4,0,3,0,38,0,15,20,8,14,4,10,7,0,78,0,22,39,63,105,126,115,79,22,571,22,37,18,14,14,18,17,6,3,149,1401,633,494,722,925,850,629,335,58,6047,0,22,303,536,673,606,349,147,21,2657,0,63,104,105,70,50,14,0,0,406,0,26,57,84,79,20,19,23,11,319,1297,0,0,0,0,0,0,0,0,1297,0,279,0,0,0,0,0,0,0,279,0,141,44,8,15,13,0,0,0,221,0,16,5,3,5,9,14,20,5,77,0,18,4,3,3,0,0,3,0,31
LGA11450,0,74,1636,3165,2627,2060,1103,485,95,11245,0,144,567,403,272,147,32,8,3,1576,0,10,31,96,125,68,11,12,5,358,6744,0,0,0,0,0,0,0,0,6744,0,1488,0,0,0,0,0,0,0,1488,0,1627,606,175,85,31,3,0,0,2527,0,128,70,41,55,42,36,26,14,412,0,66,70,45,24,20,5,0,0,230,0,82,122,52,38,51,26,12,3,386,0,50,191,224,214,190,139,105,37,1150,81,90,83,45,37,26,21,5,3,391,6825,3759,3376,4246,3477,2635,1376,653,160,26507,0,151,2233,3266,2589,1851,929,299,53,11371,0,236,583,398,273,112,28,0,0,1630,0,78,265,635,480,192,80,54,40,1824,6492,0,0,0,0,0,0,0,0,6492,0,1698,0,0,0,0,0,0,0,1698,0,1110,363,79,46,26,4,0,0,1628,0,84,56,25,57,107,79,101,46,555,0,81,36,8,11,8,8,3,0,155
LGA11500,0,205,3498,5185,6321,5915,2880,993,173,25170,0,433,1331,914,676,413,112,24,9,3912,0,31,117,285,449,298,106,46,17,1349,15393,0,0,0,0,0,0,0,0,15393,0,4052,0,0,0,0,0,0,0,4052,0,4564,2601,718,290,83,11,0,0,8267,0,535,394,183,216,211,114,83,39,1775,0,232,231,145,120,69,33,10,4,844,0,194,331,216,206,195,102,33,7,1284,0,174,626,778,819,869,504,260,71,4101,241,318,292,185,111,105,45,11,5,1313,15634,10738,9421,8609,9208,8158,3907,1460,325,67460,0,506,4658,5697,6475,5255,2120,624,83,25418,0,694,1367,859,682,333,64,26,0,4025,0,494,1601,1996,1748,902,316,220,93,7370,14778,0,0,0,0,0,0,0,0,14778,0,4264,0,0,0,0,0,0,0,4264,0,3184,1504,308,134,84,12,0,0,5226,0,456,206,114,221,460,345,304,134,2240,0,265,118,76,53,30,10,10,0,562
LGA11520,0,71,2254,3629,3002,2536,1744,1099,251,14586,0,166,955,571,389,242,81,19,3,2426,0,5,12,58,142,85,35,36,19,392,6023,0,0,0,0,0,0,0,0,6023,0,1760,0,0,0,0,0,0,0,1760,0,1031,908,338,204,66,10,0,0,2557,0,223,216,52,52,47,41,45,13,689,0,146,191,49,28,8,8,7,3,440,0,523,742,207,135,97,57,28,9,1798,0,123,486,459,464,443,341,206,100,2622,68,72,126,66,61,31,25,12,5,466,6091,4120,5890,5429,4477,3555,2342,1452,403,33759,0,157,2826,3895,3072,2509,1499,726,98,14782,0,274,1015,549,374,203,46,7,3,2471,0,20,153,501,686,373,156,162,101,2152,5866,0,0,0,0,0,0,0,0,5866,0,1780,0,0,0,0,0,0,0,1780,0,800,679,201,144,47,18,5,0,1894,0,197,219,72,74,122,118,166,103,1071,0,183,156,38,17,11,11,3,0,419
LGA11550,0,245,4319,6181,5567,4268,3212,2116,449,26357,0,150,597,527,473,260,86,25,0,2118,0,8,55,166,303,223,101,91,47,994,13396,0,0,0,0,0,0,0,0,13396,0,3701,0,0,0,0,0,0,0,3701,0,2600,2430,971,499,160,14,0,0,6674,0,667,648,230,207,180,139,99,40,2210,0,263,440,142,131,77,23,11,0,1087,0,496,975,353,321,221,109,41,8,2524,0,158,634,687,879,890,677,478,153,4556,105,140,213,134,111,62,29,19,10,823,13501,8428,10311,9391,8491,6341,4390,2880,707,64440,0,914,5859,6298,5256,3978,2706,1297,189,26497,0,221,647,588,412,206,46,11,0,2131,0,112,675,1334,1501,760,416,403,167,5368,12523,0,0,0,0,0,0,0,0,12523,0,3705,0,0,0,0,0,0,0,3705,0,1774,1678,550,318,122,26,0,0,4468,0,472,321,151,218,341,346,342,161,2352,0,245,230,74,76,47,26,13,3,714
LGA11600,0,3,39,96,124,96,73,41,3,475,0,18,24,24,16,8,3,0,0,93,0,0,0,3,7,5,3,0,4,22,264,0,0,0,0,0,0,0,0,264,0,26,0,0,0,0,0,0,0,26,0,32,19,13,12,3,0,0,0,79,0,7,3,3,0,3,3,0,0,19,0,3,3,0,3,0,0,0,0,9,0,9,11,3,4,7,3,0,0,37,0,11,31,27,32,51,27,14,0,193,10,8,5,3,9,3,3,3,0,44,274,117,135,172,207,176,115,58,7,1261,0,9,56,116,123,78,64,20,3,469,0,23,29,20,22,6,0,0,0,100,0,3,11,15,13,3,9,6,4,64,250,0,0,0,0,0,0,0,0,250,0,39,0,0,0,0,0,0,0,39,0,20,4,0,3,0,0,0,0,27,0,5,0,0,0,3,3,3,0,14,0,3,3,0,0,0,0,0,0,6
LGA11700,0,3,27,41,49,50,57,8,0,235,0,7,23,27,30,15,3,0,0,105,0,0,3,8,7,5,0,3,0,26,174,0,0,0,0,0,0,0,0,174,0,28,0,0,0,0,0,0,0,28,0,23,15,12,4,4,0,0,0,58,0,13,9,11,4,7,3,0,0,47,0,6,0,0,3,0,0,0,0,9,0,4,3,0,3,6,4,0,0,20,0,6,16,18,25,63,36,15,3,182,7,6,9,10,6,7,0,0,0,45,181,96,105,127,131,157,103,26,3,929,0,6,31,44,44,57,38,7,3,230,0,18,24,29,19,13,5,0,0,108,0,8,23,21,18,4,8,3,3,88,203,0,0,0,0,0,0,0,0,203,0,25,0,0,0,0,0,0,0,25,0,24,8,0,4,0,0,0,0,36,0,9,3,0,7,8,3,3,0,33,0,3,3,3,3,0,0,0,0,12
LGA11720,0,60,1020,1620,1803,2043,1262,573,98,8479,0,284,654,472,329,169,57,20,6,1991,0,6,60,149,147,82,29,34,14,521,5243,0,0,0,0,0,0,0,0,5243,0,890,0,0,0,0,0,0,0,890,0,1241,431,245,155,47,4,0,0,2123,0,125,72,38,59,66,49,28,9,446,0,81,62,42,35,20,13,4,0,257,0,93,133,86,81,66,55,9,6,529,0,96,299,305,397,443,308,198,71,2117,112,142,108,79,64,56,31,10,0,602,5355,3018,2839,3036,3070,2992,1808,876,204,23198,0,142,1251,1844,1918,1938,1085,401,35,8614,0,458,636,452,312,145,37,12,0,2052,0,220,500,617,490,194,102,106,51,2280,4994,0,0,0,0,0,0,0,0,4994,0,1001,0,0,0,0,0,0,0,1001,0,797,223,56,48,51,11,0,0,1186,0,95,25,21,52,94,78,79,44,488,0,112,30,20,16,9,3,0,0,190
LGA11730,0,49,523,1268,1783,2262,1864,986,182,8917,0,178,348,396,377,283,119,36,5,1742,0,7,39,98,139,77,27,19,8,414,4419,0,0,0,0,0,0,0,0,4419,0,906,0,0,0,0,0,0,0,906,0,830,292,187,162,54,8,0,0,1533,0,129,43,50,44,54,48,37,19,424,0,96,49,39,41,31,17,7,0,280,0,108,101,58,90,120,50,32,9,568,0,89,170,286,509,609,475,326,103,2567,108,142,100,83,109,123,75,32,5,777,4527,2534,1665,2465,3254,3613,2683,1475,331,22547,0,74,785,1507,1970,2266,1644,684,81,9011,0,273,382,423,395,256,75,17,3,1824,0,180,393,574,472,144,98,117,64,2042,4208,0,0,0,0,0,0,0,0,4208,0,938,0,0,0,0,0,0,0,938,0,522,123,63,64,53,5,0,0,830,0,85,28,10,41,74,89,83,47,457,0,65,19,13,17,6,3,0,0,123
LGA11750,0,3,101,143,173,141,82,50,0,693,0,46,82,54,38,22,8,0,0,250,0,0,6,13,14,5,0,0,0,38,474,0,0,0,0,0,0,0,0,474,0,59,0,0,0,0,0,0,0,59,0,82,16,13,10,3,0,0,0,124,0,19,6,5,9,0,5,0,4,48,0,7,6,4,0,0,0,0,0,17,0,14,13,7,8,6,0,0,0,48,0,32,51,45,79,62,40,16,5,330,24,17,13,10,11,10,6,4,0,95,498,279,294,294,342,249,141,70,9,2176,0,15,136,140,187,123,77,29,0,707,0,59,80,47,34,22,6,0,0,248,0,14,31,28,23,12,15,5,6,134,443,0,0,0,0,0,0,0,0,443,0,63,0,0,0,0,0,0,0,63,0,34,19,3,3,4,3,0,0,66,0,10,0,6,5,0,3,4,3,31,0,10,0,0,0,3,0,0,0,13
LGA11800,0,67,991,2085,2479,2832,2025,1217,253,11949,0,228,610,541,475,394,138,36,3,2425,0,9,52,158,212,125,37,24,26,643,6283,0,0,0,0,0,0,0,0,6283,0,1415,0,0,0,0,0,0,0,1415,0,1229,445,216,144,83,9,0,0,2126,0,156,94,34,49,59,31,19,21,463,0,141,114,57,50,31,18,3,0,414,0,268,210,106,151,142,81,33,5,996,0,131,282,383,639,729,462,320,153,3099,124,181,135,90,105,108,82,34,5,864,6407,3825,2933,3670,4304,4503,2883,1686,466,30677,0,157,1357,2367,2838,2693,1803,839,121,12175,0,383,623,553,513,305,103,26,3,2509,0,198,529,883,755,259,107,107,73,2911,6043,0,0,0,0,0,0,0,0,6043,0,1476,0,0,0,0,0,0,0,1476,0,699,228,55,76,47,14,0,0,1119,0,127,47,22,66,104,96,78,77,617,0,142,61,19,22,19,6,6,5,280
LGA11860,0,0,30,68,79,78,57,15,3,330,0,3,20,10,12,7,3,0,0,55,0,0,0,0,4,3,0,0,0,7,180,0,0,0,0,0,0,0,0,180,0,28,0,0,0,0,0,0,0,28,0,28,7,3,5,0,0,0,0,43,0,5,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,12,0,10,13,9,19,15,15,8,3,92,0,0,6,3,4,5,0,0,0,18,180,77,76,96,126,111,78,23,9,776,0,4,37,72,86,71,46,8,0,324,0,6,12,16,12,9,0,0,0,55,0,3,4,6,4,0,0,3,0,20,178,0,0,0,0,0,0,0,0,178,0,33,0,0,0,0,0,0,0,33,0,11,8,3,0,0,0,0,0,22,0,0,0,0,3,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0
LGA12000,0,7,59,149,189,168,142,81,17,812,0,8,27,21,22,13,5,0,0,96,0,0,4,3,9,0,0,6,0,22,432,0,0,0,0,0,0,0,0,432,0,64,0,0,0,0,0,0,0,64,0,73,16,11,8,7,0,0,0,115,0,9,3,3,0,3,7,0,0,25,0,5,0,0,0,3,0,0,0,8,0,3,6,3,5,9,6,3,0,35,0,11,14,28,28,41,39,26,5,192,6,8,4,9,7,7,9,7,0,57,438,188,133,227,268,251,208,123,22,1858,0,6,89,171,198,162,131,59,8,824,0,15,28,28,20,8,3,0,0,102,0,13,27,30,22,11,6,5,6,120,445,0,0,0,0,0,0,0,0,445,0,97,0,0,0,0,0,0,0,97,0,46,10,3,4,3,0,0,0,66,0,6,0,0,0,5,5,9,0,25,0,4,0,0,0,0,0,0,0,4
