SED_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SED10011,31614,..,..,..,..,31614,..,17,0,18,0,18,..,67,3,70,0,70,..,47,0,50,3,50,..,52,10,60,0,64,..,81,12,95,3,103,..,4,0,4,0,4,..,136,24,161,7,163,..,25,5,33,0,33,..,98,4,102,0,100,..,155,6,160,0,160,..,64,5,72,0,74,..,11,0,11,0,11,..,7,0,7,0,7,..,40,0,41,0,42,..,21,0,21,0,21,..,13,0,18,0,18,..,15,0,15,0,15,..,11,0,11,0,11,..,6,0,6,0,6,..,114,3,121,0,122,..,81,8,91,0,90,..,53,0,51,0,50,..,20,3,20,0,20,..,23,3,30,0,30,..,3,0,3,0,3,..,17,0,17,0,17,..,13,0,13,0,13,..,89,5,92,0,92,..,26,9,28,0,28,..,60,4,64,0,64,..,8,0,8,0,8,..,17,0,18,0,18,..,34
SED10012,9784,..,..,..,..,9784,..,3,0,3,0,3,..,1757,490,2242,18,2265,..,0,0,0,0,0,..,1213,736,1952,10,1962,..,604,543,1143,12,1158,..,488,207,699,0,707,..,2311,1492,3798,24,3821,..,374,100,471,0,470,..,43,6,46,0,46,..,26,0,27,0,29,..,139,28,162,0,162,..,14,0,14,0,14,..,5,0,5,0,10,..,225,7,235,0,236,..,15,0,19,0,19,..,25,0,27,0,28,..,8,0,8,0,8,..,55,4,61,5,61,..,29,0,29,0,29,..,385,16,401,4,407,..,504,99,602,4,605,..,4,0,8,0,8,..,1241,628,1878,18,1891,..,11,7,15,0,15,..,196,34,226,0,226,..,9,0,9,0,9,..,66,23,90,0,90,..,78,5,91,0,93,..,44,5,46,0,46,..,36,11,44,0,44,..,366,61,428,5,429,..,757,224,984,6,988,..,87
SED10013,47309,..,..,..,..,47309,..,83,0,91,0,91,..,1617,163,1780,18,1798,..,13,5,22,0,22,..,225,120,348,3,353,..,315,137,452,7,453,..,25,14,39,3,43,..,565,268,830,15,842,..,327,25,355,4,359,..,79,7,88,0,88,..,58,0,57,0,62,..,304,22,324,0,323,..,422,13,436,3,440,..,93,11,103,0,106,..,856,29,883,15,901,..,600,50,647,14,661,..,681,51,731,12,739,..,92,3,99,0,96,..,572,8,587,5,593,..,132,0,133,0,133,..,3446,169,3621,49,3670,..,753,70,822,6,829,..,6,3,13,0,13,..,90,37,128,0,129,..,35,13,46,0,46,..,160,18,177,3,186,..,282,13,294,7,304,..,105,4,112,0,115,..,111,13,122,0,122,..,117,8,131,4,131,..,73,6,75,0,75,..,291,31,325,4,327,..,350,50,404,3,404,..,186
SED10014,27412,..,..,..,..,27412,..,41,0,41,0,43,..,1493,208,1700,9,1708,..,28,0,28,0,28,..,120,46,171,3,177,..,204,110,312,3,317,..,20,3,23,0,23,..,341,163,503,7,511,..,97,14,110,0,110,..,66,4,69,5,71,..,55,0,55,0,55,..,174,28,205,0,205,..,655,41,698,15,708,..,39,4,46,0,46,..,519,14,534,0,536,..,344,19,366,10,374,..,300,25,323,0,325,..,90,0,96,0,94,..,404,25,424,6,432,..,65,0,69,0,69,..,2414,138,2552,33,2585,..,115,15,126,0,131,..,22,0,22,0,22,..,89,29,116,0,122,..,37,11,48,0,47,..,73,10,81,0,85,..,225,13,233,0,233,..,67,8,76,0,76,..,113,15,123,0,123,..,65,13,78,0,78,..,88,15,103,0,101,..,632,81,706,7,715,..,81,22,103,0,103,..,260
SED10015,17098,..,..,..,..,17098,..,5,0,11,0,8,..,3172,418,3592,44,3629,..,17,0,17,0,17,..,1300,811,2108,9,2120,..,2054,2493,4539,47,4593,..,101,88,189,0,191,..,3451,3384,6835,62,6901,..,59,13,68,0,68,..,100,8,109,6,111,..,49,4,50,0,57,..,3708,738,4445,26,4472,..,536,31,568,3,575,..,46,0,44,0,44,..,292,10,302,5,305,..,1608,65,1674,10,1679,..,149,15,161,0,161,..,39,0,40,0,38,..,446,12,459,0,460,..,38,0,38,0,38,..,3156,135,3291,20,3307,..,802,125,923,7,934,..,72,14,83,0,83,..,18,0,18,0,18,..,482,332,820,7,822,..,131,13,151,0,151,..,40,0,43,0,43,..,46,10,51,0,51,..,50,6,59,0,62,..,670,195,865,8,875,..,48,9,60,0,60,..,51,3,56,0,56,..,63,8,70,0,70,..,198
SED10016,31150,..,..,..,..,31150,..,297,4,301,3,300,..,1089,53,1143,7,1153,..,0,0,0,0,0,..,1015,211,1234,6,1240,..,2467,780,3244,38,3286,..,106,18,121,0,130,..,3588,1014,4602,53,4655,..,162,8,173,0,173,..,74,0,77,0,75,..,72,3,72,0,76,..,237,8,245,0,252,..,263,8,273,0,274,..,462,22,479,0,482,..,1297,32,1333,18,1347,..,226,15,245,5,247,..,849,56,901,3,905,..,539,4,550,8,561,..,750,18,762,11,776,..,198,8,210,4,214,..,4590,162,4753,42,4794,..,375,27,409,0,407,..,49,7,61,0,60,..,10,3,13,0,13,..,760,191,952,9,957,..,18,3,23,0,22,..,202,3,208,0,208,..,888,104,992,4,1000,..,110,6,115,0,115,..,81,6,84,0,87,..,117,8,125,0,125,..,11,0,16,0,16,..,80,10,87,0,87,..,317
SED10017,38645,..,..,..,..,38645,..,75,6,72,0,72,..,46,7,50,0,50,..,31,0,31,0,31,..,34,17,50,0,50,..,70,25,94,0,97,..,0,3,5,0,5,..,101,46,148,0,149,..,14,0,14,0,14,..,18,0,18,0,18,..,46,0,46,0,47,..,26,0,29,0,30,..,27,0,27,4,27,..,40,6,48,0,48,..,56,4,67,0,67,..,60,8,64,0,65,..,56,9,67,0,67,..,35,0,35,0,35,..,62,7,63,3,69,..,11,0,11,0,11,..,344,31,376,9,378,..,43,5,44,0,44,..,3,0,3,0,6,..,4,0,4,0,4,..,31,6,30,0,30,..,20,0,19,0,19,..,72,0,76,0,72,..,15,0,16,0,19,..,20,0,24,0,24,..,10,0,11,0,11,..,9,0,11,0,11,..,20,0,20,0,19,..,11,3,10,0,10,..,31
SED10018,33428,..,..,..,..,33428,..,39,0,43,0,43,..,52,5,55,0,54,..,25,0,25,0,22,..,78,25,109,0,109,..,123,47,167,8,174,..,12,4,11,0,11,..,204,74,284,8,289,..,15,4,13,0,13,..,77,0,78,0,78,..,102,0,102,4,108,..,81,5,94,0,94,..,11,0,11,0,11,..,15,0,15,0,15,..,42,0,42,0,46,..,65,3,72,0,72,..,60,9,63,0,62,..,5,0,10,0,10,..,26,0,31,0,31,..,7,0,7,0,7,..,239,16,253,3,253,..,127,16,142,0,143,..,34,0,40,0,40,..,9,0,8,0,8,..,38,9,40,0,40,..,185,22,210,0,208,..,17,0,17,0,17,..,18,0,16,0,16,..,30,0,28,0,28,..,33,4,39,0,39,..,19,0,22,0,22,..,22,4,28,0,28,..,32,6,31,0,31,..,11
SED10019,33891,..,..,..,..,33891,..,29,0,29,0,29,..,10,0,7,0,13,..,117,0,119,0,119,..,24,7,37,0,36,..,28,3,37,0,37,..,0,0,0,0,0,..,53,18,65,0,69,..,0,0,0,0,0,..,25,0,25,0,25,..,54,5,62,0,57,..,13,0,18,3,18,..,6,0,6,0,6,..,0,0,0,0,0,..,17,0,13,0,13,..,17,0,17,0,17,..,56,3,58,0,58,..,3,0,3,0,3,..,3,3,4,0,4,..,0,0,0,0,0,..,108,10,122,0,122,..,42,0,43,0,46,..,11,0,14,0,14,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,6,0,6,..,7,0,10,0,10,..,16,0,16,0,19,..,3,3,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,11
SED10020,32240,..,..,..,..,32240,..,48,0,48,0,48,..,77,22,96,0,98,..,94,0,98,0,97,..,29,16,44,0,45,..,92,60,152,0,156,..,11,0,10,0,10,..,131,74,209,6,208,..,3,4,8,0,8,..,67,6,74,0,71,..,120,3,129,6,126,..,22,5,26,0,26,..,5,0,3,0,3,..,5,0,5,0,5,..,46,0,41,0,41,..,46,3,51,0,51,..,746,168,911,14,929,..,9,0,9,0,9,..,4,0,4,0,4,..,11,0,11,0,11,..,872,170,1046,14,1059,..,79,0,82,5,85,..,56,11,61,0,61,..,0,0,0,0,0,..,20,7,29,0,32,..,0,0,0,0,0,..,23,3,29,0,28,..,4,0,4,0,4,..,16,0,16,0,16,..,25,0,25,0,25,..,14,0,11,0,13,..,5,0,5,0,5,..,0,0,0,0,0,..,28
SED10021,30032,..,..,..,..,30032,..,19,0,22,0,22,..,166,17,180,0,180,..,5,0,5,0,5,..,254,32,285,0,286,..,477,80,559,11,571,..,33,6,43,0,43,..,769,121,890,9,898,..,49,4,51,0,51,..,595,22,620,4,616,..,288,3,291,11,299,..,487,41,533,5,529,..,38,0,35,0,35,..,14,0,14,0,14,..,82,0,85,0,85,..,55,0,55,0,55,..,17,0,17,0,17,..,20,0,20,0,20,..,18,0,18,0,18,..,21,0,21,0,21,..,262,0,266,0,266,..,441,35,478,8,487,..,122,8,129,6,136,..,3,0,3,0,3,..,64,5,73,0,73,..,18,0,18,0,18,..,16,0,16,0,16,..,64,0,67,0,67,..,116,6,122,0,124,..,547,41,584,4,588,..,404,56,464,4,469,..,5,0,5,0,5,..,53,3,54,0,54,..,37
SED10022,31427,..,..,..,..,31427,..,25,0,26,0,27,..,171,23,195,3,196,..,53,4,59,0,62,..,23,13,41,0,41,..,74,101,171,0,171,..,11,6,16,0,16,..,108,121,226,0,226,..,5,0,5,0,5,..,13,0,13,0,13,..,22,5,26,0,28,..,16,7,22,0,22,..,13,0,9,0,9,..,4,0,4,0,4,..,22,0,26,0,26,..,28,0,28,0,28,..,49,3,53,0,56,..,12,0,12,0,12,..,26,3,26,0,26,..,0,0,0,0,0,..,146,10,154,0,153,..,32,6,39,4,38,..,8,0,8,0,7,..,11,0,12,0,12,..,5,0,9,0,9,..,0,0,0,0,0,..,23,7,30,0,30,..,7,0,7,0,7,..,3,6,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,17,4,18,0,16,..,9,0,14,0,14,..,52
SED10023,33865,..,..,..,..,33865,..,18,0,18,0,18,..,140,15,162,3,163,..,9,0,4,0,4,..,137,38,177,0,178,..,258,57,310,4,318,..,9,4,16,0,16,..,400,97,497,10,508,..,90,8,96,0,96,..,83,4,92,0,92,..,108,0,114,0,114,..,422,31,460,3,463,..,10,0,10,0,10,..,12,0,12,0,12,..,21,0,21,0,21,..,19,0,15,0,19,..,18,0,18,0,18,..,6,0,6,0,6,..,11,0,11,0,11,..,5,0,5,0,5,..,96,0,95,0,98,..,225,17,240,3,243,..,37,3,36,0,43,..,7,0,8,0,8,..,22,0,21,0,21,..,84,10,91,0,91,..,14,0,14,0,19,..,21,0,21,0,21,..,92,4,92,0,92,..,163,17,179,4,183,..,145,12,164,0,164,..,5,0,5,0,5,..,63,5,68,0,73,..,19
SED10024,27328,..,..,..,..,27328,..,123,0,123,0,123,..,107,5,105,0,105,..,0,0,0,0,0,..,1734,241,1970,11,1983,..,3166,759,3923,42,3965,..,83,22,101,0,101,..,4982,1018,6001,53,6051,..,71,4,76,0,75,..,213,6,219,0,223,..,204,5,210,3,217,..,131,8,138,0,138,..,32,0,32,0,32,..,47,0,47,0,47,..,211,0,212,0,212,..,47,0,50,0,51,..,93,0,98,0,98,..,49,0,51,0,52,..,46,6,48,5,46,..,39,0,39,0,39,..,562,14,575,8,578,..,179,9,193,0,193,..,280,52,329,0,336,..,0,0,7,0,7,..,487,119,610,0,611,..,20,0,20,0,23,..,35,0,35,0,35,..,346,27,372,3,372,..,47,5,55,0,55,..,99,3,103,0,101,..,105,3,112,0,110,..,3,0,3,0,3,..,57,0,53,0,53,..,27
SED10025,23442,..,..,..,..,23442,..,16,0,16,0,16,..,740,44,786,0,788,..,10,0,10,0,10,..,1155,219,1373,14,1384,..,2325,653,2975,30,3002,..,96,21,116,0,118,..,3572,888,4466,45,4505,..,136,8,141,0,141,..,131,3,133,6,138,..,86,0,94,0,94,..,718,115,829,3,836,..,64,0,69,0,69,..,71,6,71,0,71,..,390,8,396,10,406,..,127,3,125,5,129,..,58,0,66,5,67,..,49,3,51,0,51,..,91,9,100,0,100,..,53,0,55,0,58,..,907,26,929,12,940,..,2126,265,2392,9,2400,..,76,10,88,0,85,..,4,0,4,0,4,..,816,252,1068,10,1080,..,39,0,39,0,38,..,42,0,45,0,50,..,191,17,206,0,206,..,85,6,88,0,88,..,181,23,206,8,208,..,105,4,111,0,109,..,9,0,9,0,9,..,98,16,116,6,118,..,83
SED10026,34167,..,..,..,..,34167,..,40,0,39,0,39,..,60,9,66,0,66,..,91,5,91,0,91,..,47,21,70,0,70,..,62,32,88,4,93,..,4,7,7,0,7,..,108,56,163,4,163,..,3,0,3,0,3,..,32,0,30,0,30,..,32,0,32,0,33,..,24,5,30,0,30,..,88,0,90,0,90,..,33,3,35,0,35,..,80,3,86,0,85,..,401,18,414,3,421,..,203,9,215,7,223,..,58,0,58,0,62,..,98,4,106,0,104,..,10,0,13,0,13,..,972,52,1025,16,1041,..,32,6,37,3,34,..,13,0,13,0,13,..,7,3,8,0,8,..,18,9,27,0,27,..,3,0,3,0,3,..,95,12,111,0,110,..,14,0,16,0,16,..,10,0,10,0,10,..,6,0,7,0,7,..,8,0,13,0,13,..,4,0,4,0,5,..,0,0,0,0,0,..,61
SED10027,20929,..,..,..,..,20929,..,17,0,20,0,20,..,4779,561,5338,49,5381,..,9,0,9,0,9,..,954,352,1306,10,1314,..,985,462,1445,16,1461,..,46,18,64,0,64,..,1985,829,2813,27,2840,..,106,20,120,0,120,..,61,0,59,0,59,..,49,3,47,0,47,..,1241,151,1391,4,1399,..,134,5,138,0,138,..,33,0,37,0,36,..,220,0,221,0,226,..,237,25,253,4,257,..,224,20,238,0,242,..,30,0,30,0,30,..,328,13,339,3,339,..,65,3,69,0,69,..,1264,63,1330,10,1343,..,365,37,402,4,407,..,43,14,55,0,55,..,11,0,8,0,8,..,89,45,135,0,134,..,582,59,647,0,652,..,57,0,58,0,59,..,35,8,46,4,48,..,62,8,70,0,70,..,151,15,162,0,164,..,46,8,56,0,53,..,101,6,114,0,113,..,57,5,59,0,59,..,109
SED10028,19788,..,..,..,..,19788,..,140,0,142,0,143,..,323,15,335,0,335,..,0,0,0,0,0,..,3266,554,3827,14,3842,..,5411,1411,6825,60,6887,..,178,41,216,0,216,..,8856,2011,10869,76,10947,..,56,0,61,0,61,..,93,0,96,0,93,..,76,0,76,0,78,..,115,6,125,0,125,..,229,4,236,5,242,..,168,6,170,0,175,..,1298,21,1317,11,1327,..,132,4,138,0,138,..,245,3,247,0,247,..,470,9,475,3,480,..,410,14,425,0,427,..,285,10,289,0,287,..,3231,60,3295,24,3318,..,169,14,185,0,190,..,113,6,116,5,120,..,3,0,3,0,3,..,1743,538,2279,15,2296,..,0,0,0,0,0,..,243,0,247,6,248,..,417,44,458,4,467,..,52,5,56,0,56,..,73,4,77,0,77,..,145,6,153,4,152,..,4,0,3,0,3,..,30,0,32,0,32,..,120
SED10029,10463,..,..,..,..,10463,..,3,0,3,0,3,..,4897,1805,6705,52,6761,..,4,0,4,0,4,..,964,555,1518,13,1531,..,610,542,1156,5,1163,..,434,167,602,6,606,..,2011,1266,3278,21,3298,..,242,53,290,0,290,..,48,0,51,0,51,..,28,0,30,0,31,..,114,26,141,0,139,..,35,3,44,0,44,..,7,0,14,0,14,..,219,5,222,0,222,..,57,3,59,0,59,..,59,10,64,0,64,..,16,0,16,0,16,..,174,5,182,0,181,..,30,0,32,0,32,..,605,36,638,0,638,..,319,74,392,8,402,..,9,0,9,0,9,..,760,307,1068,3,1071,..,19,13,31,0,31,..,136,35,171,0,174,..,12,0,8,0,15,..,157,56,209,3,207,..,66,13,79,0,79,..,34,12,42,0,46,..,34,3,40,0,37,..,212,31,244,0,249,..,359,112,470,5,472,..,107
SED10030,32071,..,..,..,..,32071,..,57,3,59,0,59,..,111,9,120,3,121,..,38,0,39,0,39,..,133,46,181,0,181,..,254,107,364,4,368,..,11,4,11,0,11,..,393,161,554,4,556,..,22,3,25,0,25,..,75,0,76,0,82,..,110,4,110,0,111,..,125,13,140,6,146,..,31,0,32,0,32,..,29,0,29,0,29,..,102,7,109,0,109,..,148,8,150,0,156,..,119,7,123,0,123,..,21,0,21,0,21,..,52,0,53,3,51,..,19,0,19,0,19,..,515,27,543,5,543,..,127,9,133,0,133,..,74,9,83,0,81,..,7,4,11,0,11,..,139,53,183,0,187,..,6,0,6,0,6,..,96,0,100,0,98,..,44,9,47,0,47,..,43,0,44,0,44,..,79,8,85,3,91,..,113,16,129,0,130,..,9,0,9,0,9,..,9,3,10,0,10,..,91
SED10031,35473,..,..,..,..,35473,..,51,0,47,0,47,..,98,7,105,3,104,..,15,0,17,0,17,..,33,14,41,0,46,..,104,46,153,6,156,..,0,5,7,0,7,..,141,60,198,5,204,..,32,3,34,0,34,..,46,0,49,0,49,..,85,4,88,0,88,..,105,17,122,0,123,..,23,4,27,0,28,..,6,0,6,0,6,..,48,0,52,0,50,..,153,5,157,0,163,..,66,3,70,0,70,..,10,0,14,0,14,..,26,0,26,0,28,..,10,0,10,0,10,..,347,17,364,3,370,..,97,15,114,0,118,..,15,0,20,0,20,..,8,3,15,0,15,..,23,16,40,0,40,..,20,0,20,0,20,..,49,6,55,0,57,..,16,3,19,0,25,..,27,3,29,0,29,..,31,4,36,0,36,..,19,0,19,0,20,..,8,0,8,0,8,..,14,4,21,0,20,..,42
SED10032,14836,..,..,..,..,14836,..,9,0,9,0,9,..,7118,1353,8476,52,8532,..,7,5,9,0,9,..,758,439,1193,8,1207,..,1146,1134,2282,19,2301,..,76,40,125,0,125,..,1986,1622,3600,31,3634,..,276,53,321,0,327,..,59,5,61,0,66,..,36,7,38,0,39,..,286,56,342,4,344,..,406,13,422,9,423,..,831,41,870,10,876,..,1629,69,1699,10,1709,..,2163,102,2265,13,2280,..,849,79,927,9,934,..,101,6,104,0,104,..,1243,68,1305,20,1330,..,373,10,388,4,392,..,7596,379,7978,70,8049,..,258,33,294,0,298,..,15,3,22,0,22,..,27,5,33,0,33,..,180,102,276,4,280,..,20,3,24,0,24,..,368,45,414,7,420,..,559,216,770,4,770,..,45,5,46,0,46,..,38,4,41,0,41,..,66,12,74,0,74,..,130,11,137,0,140,..,92,24,120,0,120,..,261
SED10033,34307,..,..,..,..,34307,..,55,0,55,0,57,..,267,30,296,0,301,..,18,0,18,0,18,..,86,42,128,0,130,..,106,47,151,0,153,..,7,5,11,0,11,..,200,90,286,0,291,..,63,8,73,4,77,..,43,0,43,0,43,..,86,0,90,3,89,..,59,7,74,0,71,..,17,0,18,0,18,..,31,0,29,0,29,..,84,0,85,0,85,..,47,0,47,0,47,..,173,18,192,0,191,..,23,4,31,0,31,..,37,0,38,0,38,..,9,0,13,0,13,..,419,29,445,0,449,..,218,16,241,0,241,..,11,0,13,0,13,..,9,3,5,0,5,..,23,12,38,0,38,..,83,7,90,0,90,..,10,0,10,0,10,..,44,0,47,0,44,..,29,4,26,0,26,..,15,0,15,0,15,..,22,4,24,0,24,..,23,0,22,0,22,..,41,0,43,0,43,..,34
SED10034,33516,..,..,..,..,33516,..,50,0,50,0,50,..,191,12,200,0,205,..,9,0,9,0,10,..,139,36,175,4,179,..,256,66,321,0,319,..,20,5,20,0,20,..,412,104,513,4,521,..,45,0,49,0,49,..,69,0,69,0,69,..,96,5,96,0,98,..,280,33,308,0,316,..,23,0,23,0,23,..,27,3,31,5,36,..,76,0,71,0,74,..,68,6,73,0,73,..,25,0,24,0,24,..,18,0,18,0,16,..,8,0,8,0,8,..,18,0,18,0,18,..,261,8,271,9,276,..,155,11,166,4,167,..,49,6,55,0,56,..,6,0,10,0,10,..,27,8,33,0,33,..,136,17,151,0,151,..,17,0,22,0,22,..,28,0,26,0,29,..,68,8,76,0,75,..,104,10,108,3,116,..,164,30,191,0,193,..,11,0,11,0,11,..,20,0,22,0,22,..,55
SED10035,32884,..,..,..,..,32884,..,42,0,41,0,41,..,581,40,625,4,624,..,33,0,29,0,29,..,1528,237,1768,19,1783,..,4803,815,5622,34,5658,..,222,44,271,0,271,..,6551,1102,7655,55,7703,..,91,4,99,0,99,..,385,14,403,12,412,..,214,4,216,0,215,..,1299,231,1529,4,1531,..,561,33,592,10,601,..,51,4,54,0,54,..,539,9,549,4,552,..,139,8,150,0,150,..,103,0,103,0,103,..,84,3,88,0,88,..,200,9,211,0,212,..,95,0,94,0,94,..,1774,59,1832,13,1845,..,575,28,602,0,602,..,200,26,224,10,231,..,29,7,33,0,33,..,290,63,359,3,366,..,140,32,170,0,170,..,90,0,93,0,93,..,261,9,264,0,269,..,131,6,142,0,142,..,778,79,858,9,866,..,478,95,576,3,581,..,23,0,25,0,25,..,146,13,161,4,161,..,233
