SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
103011059,24,61,44,29,33,4,0,201,12,0,8,7,0,0,0,20,0,0,0,0,0,0,0,7,71,122,110,75,90,18,0,487,0,5,7,3,7,0,0,25,3,9,5,4,0,0,0,29,6,16,12,6,11,4,0,54,76,137,121,81,99,23,0,540,86,74,33,26,21,0,0,251,6,4,0,0,3,0,0,13,168,218,154,107,128,21,9,803
103011060,5,6,10,5,4,0,0,29,6,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,7,24,29,18,20,7,0,97,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,28,29,18,22,7,0,108,15,7,7,0,0,0,0,35,0,0,0,0,0,0,0,0,25,37,31,20,26,7,0,144
103011061,10,14,7,0,7,0,0,42,3,0,4,0,0,0,0,9,0,0,3,0,0,0,0,7,18,32,36,19,22,4,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,16,34,36,23,22,4,0,131,24,15,9,7,9,0,0,59,0,0,0,0,0,0,0,3,41,44,45,31,24,4,0,194
103011612,28,45,24,23,20,6,0,151,3,0,7,0,5,0,0,15,3,0,0,0,0,0,0,3,46,88,52,45,58,20,3,306,3,10,4,3,0,0,0,20,3,6,0,0,4,0,0,14,5,9,4,7,3,0,0,35,52,102,54,46,61,20,6,339,44,49,30,17,7,3,0,150,5,0,0,0,0,0,0,4,104,146,88,63,72,22,5,500
103011613,43,70,42,36,44,10,4,245,0,6,4,0,0,0,0,11,4,8,0,0,10,0,0,17,80,167,99,83,112,22,10,566,4,3,3,3,3,0,0,16,7,0,0,4,0,0,0,19,12,6,3,3,0,0,0,34,90,174,102,84,119,22,10,598,63,77,34,23,23,0,4,224,0,3,3,4,0,0,0,11,162,253,133,112,139,23,14,835
103021062,12,27,20,15,11,0,0,80,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,17,41,30,18,25,0,5,137,3,3,0,0,4,0,0,6,0,0,4,0,0,0,0,7,6,9,3,0,4,0,0,21,20,47,37,26,24,0,5,156,36,48,19,12,9,0,0,130,3,3,0,0,0,0,0,15,64,97,62,43,37,0,5,294
103021063,29,66,30,29,13,4,0,165,6,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,54,99,56,61,40,13,0,314,3,8,5,3,4,0,0,17,6,10,0,0,0,0,0,21,13,22,5,3,6,0,0,39,64,112,57,57,38,13,0,349,80,72,31,18,13,0,0,216,0,3,3,0,0,0,0,14,150,190,91,77,58,13,0,579
103021064,3,13,5,9,9,0,0,45,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,31,20,18,21,0,0,100,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,9,16,34,23,19,22,0,0,113,22,14,14,10,11,0,0,69,0,0,0,3,0,0,0,6,36,54,35,29,35,0,0,189
103021065,20,38,20,23,21,3,0,119,3,9,4,0,3,0,0,22,0,0,0,0,0,0,0,4,39,81,43,46,56,10,0,276,0,5,0,0,0,0,0,8,4,17,3,0,0,0,0,24,4,19,3,3,8,0,0,32,43,97,45,51,57,10,0,304,69,61,33,21,7,0,0,199,3,0,0,0,0,0,0,3,113,163,82,75,70,11,0,509
103021066,8,12,0,10,7,0,0,38,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,18,4,13,14,0,0,60,0,3,4,0,0,0,0,11,3,0,0,0,0,0,0,3,3,3,4,0,0,0,0,11,14,19,10,17,14,3,0,74,13,16,9,7,7,0,0,52,0,0,0,0,0,0,0,0,26,34,23,22,19,3,0,119
103021067,26,68,35,42,26,4,0,197,5,4,3,0,5,0,0,13,0,0,0,0,0,0,0,3,62,125,76,66,70,7,4,411,0,7,9,6,0,0,0,19,4,5,0,3,4,0,0,19,8,15,4,7,0,0,0,36,67,137,85,76,70,7,4,451,84,60,39,28,21,4,0,229,6,0,0,6,0,0,0,10,153,196,122,102,92,10,4,681
103021068,6,14,16,11,13,0,0,52,3,0,0,0,0,0,0,8,0,6,3,0,4,0,0,7,18,25,26,21,23,0,0,102,0,0,4,0,0,0,0,8,6,8,6,0,0,0,0,12,5,10,9,5,0,0,0,19,21,30,23,20,22,0,0,123,11,19,14,8,6,0,0,63,0,0,0,0,0,0,0,0,29,51,42,30,27,0,0,190
103021069,9,21,17,3,17,0,0,61,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,14,36,32,20,28,0,0,132,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,3,5,0,0,0,0,0,10,16,37,39,23,28,0,0,142,19,16,11,5,6,0,0,58,0,0,0,0,0,0,0,4,31,56,44,28,33,0,0,202
103031070,18,61,30,29,37,7,0,182,7,8,4,6,0,0,0,34,4,5,6,0,0,0,0,7,29,102,59,61,58,8,4,328,5,5,3,0,6,0,0,21,4,6,6,0,0,0,0,23,12,8,9,0,11,5,0,45,36,120,71,64,64,15,4,373,86,90,56,43,26,4,0,305,0,0,0,0,0,0,0,0,129,206,128,109,89,12,4,677
103031071,20,24,15,20,24,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,47,30,35,39,11,3,186,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,11,5,5,5,0,0,0,0,15,30,45,32,35,42,11,3,198,23,50,27,12,17,0,0,127,4,3,0,0,0,0,0,12,62,99,57,43,51,12,7,333
103031072,33,67,37,22,14,5,0,176,5,4,3,5,0,3,0,23,3,5,0,0,0,0,0,8,60,121,82,60,51,13,0,388,0,4,3,0,0,0,0,6,8,12,3,0,0,0,0,22,8,13,3,0,0,0,0,25,62,137,88,60,51,13,0,410,63,72,38,14,12,0,0,205,5,0,0,0,0,0,0,5,130,204,123,78,60,14,0,615
103031073,0,26,9,11,14,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,16,18,0,0,75,0,0,0,5,0,0,0,6,4,3,0,0,0,0,0,8,4,5,0,7,0,0,0,15,5,32,7,15,20,0,0,84,14,14,18,8,7,0,0,50,0,0,0,0,0,0,0,0,17,42,26,22,24,0,0,135
103031074,24,35,20,16,9,0,0,106,7,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,37,56,44,27,36,3,3,206,3,8,0,3,0,0,0,13,0,0,0,0,0,0,0,6,4,8,0,5,0,0,0,19,41,65,47,30,34,3,3,220,42,56,27,19,15,0,0,157,0,0,3,4,0,0,0,5,81,118,77,50,47,6,3,385
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,13,26,17,15,13,4,0,86,6,4,5,0,3,0,0,17,0,0,0,0,0,0,0,0,24,46,50,39,44,9,0,211,0,3,0,0,0,0,0,8,6,3,5,0,0,0,0,14,9,13,6,0,3,0,0,23,28,58,55,42,45,9,0,237,30,38,19,10,9,0,0,100,0,0,0,0,0,0,0,4,56,92,67,49,49,9,0,336
103041077,62,90,66,41,30,4,0,294,11,4,3,0,4,0,0,21,0,10,0,0,0,0,0,8,115,181,127,91,109,21,6,644,5,7,7,0,3,0,0,17,8,9,5,5,5,0,0,30,10,17,8,0,5,0,0,48,124,197,136,94,113,21,6,693,119,107,75,57,33,0,0,392,0,5,0,4,3,0,0,13,245,311,213,149,152,26,6,1100
103041078,62,108,63,32,53,10,0,327,8,11,9,4,5,0,0,38,0,6,0,5,3,0,0,12,122,233,167,114,145,26,7,809,4,4,3,0,0,0,0,20,5,13,11,8,0,0,0,33,17,15,13,11,0,0,0,52,139,250,181,121,143,25,7,862,95,88,52,27,32,3,0,298,4,4,4,0,3,0,0,15,231,340,238,147,178,27,7,1172
103041079,15,25,20,16,16,5,0,96,12,3,4,0,0,0,0,23,0,0,3,0,0,0,0,6,35,57,50,36,30,11,0,220,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,3,0,0,0,0,4,35,53,56,36,30,11,0,229,25,36,3,7,5,0,3,88,0,0,0,0,0,0,0,5,64,90,60,45,40,11,6,319
104011080,73,116,84,52,49,0,0,383,6,10,8,7,4,0,0,34,0,0,0,0,0,0,0,5,120,202,162,103,111,14,5,718,0,14,8,4,12,0,0,34,4,11,8,4,3,0,0,37,10,22,16,3,10,0,0,71,127,231,181,105,123,17,4,785,185,177,86,68,59,7,0,576,0,10,8,5,0,0,0,26,313,420,275,174,181,25,4,1391
104011081,28,49,38,23,23,9,0,161,7,9,9,0,3,0,0,31,0,0,0,0,0,0,0,7,59,92,76,50,56,11,0,336,0,0,7,5,0,0,0,17,0,6,0,4,0,0,0,9,5,3,12,5,0,0,0,28,63,97,86,53,59,11,0,367,56,71,56,34,38,5,0,257,5,0,3,0,0,0,0,11,121,163,142,89,95,14,3,631
104011082,32,52,50,34,29,0,0,203,9,6,10,4,7,0,0,35,0,4,0,0,0,0,0,7,47,91,85,67,68,10,0,376,4,5,4,5,0,0,0,18,3,0,4,5,0,0,0,11,4,5,5,9,0,0,0,26,56,97,95,73,72,10,0,403,79,71,27,34,31,0,0,248,0,6,3,3,0,0,0,17,137,172,126,112,103,15,0,663
104021083,10,35,24,30,37,6,4,148,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,8,10,61,53,51,62,6,3,248,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,9,10,65,53,53,71,6,3,260,21,29,26,10,15,0,0,104,0,0,0,0,0,0,0,3,34,99,77,63,84,6,3,362
104021084,57,99,55,40,27,17,5,296,9,8,4,9,0,0,0,33,0,0,4,9,0,0,0,16,95,173,136,98,103,36,16,657,0,6,7,7,8,0,0,32,9,13,6,4,4,0,0,38,5,19,18,8,11,0,0,69,106,192,153,110,113,38,16,722,116,83,67,38,42,14,4,351,0,0,0,0,0,0,0,5,219,276,222,148,158,47,23,1080
104021085,30,61,30,27,27,0,0,184,7,0,4,6,3,0,0,15,3,0,0,0,0,0,0,3,52,108,71,57,71,15,4,374,0,0,0,4,0,0,0,13,0,5,3,0,0,0,0,11,6,9,6,3,4,0,0,23,51,113,76,61,74,18,4,396,44,48,28,20,25,7,5,168,0,0,0,0,0,0,0,0,106,164,104,84,96,20,4,567
104021086,4,10,16,6,5,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,16,20,14,9,3,0,76,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,11,15,20,14,9,5,0,80,8,10,0,3,4,0,0,23,0,0,0,0,0,0,0,0,20,28,22,22,14,5,0,113
104021087,4,7,6,8,9,3,0,32,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,11,10,17,8,9,3,0,64,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,12,12,15,22,9,9,3,0,75,7,14,6,0,3,3,0,37,3,0,0,0,0,0,0,3,27,25,27,11,16,7,0,108
104021088,24,40,22,19,31,5,0,142,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,37,75,42,37,60,12,0,267,0,0,5,7,0,0,0,12,4,0,4,0,0,0,0,12,5,3,8,8,5,0,0,26,42,80,54,42,65,12,0,289,34,31,16,16,7,6,0,110,0,0,0,0,0,0,0,0,71,108,72,56,73,13,0,404
104021089,49,92,74,50,47,13,0,326,7,9,4,0,5,0,0,20,9,9,0,0,3,0,0,22,83,189,146,116,132,34,14,702,8,5,0,3,5,0,0,20,9,12,8,3,8,0,0,35,15,11,9,4,12,0,0,54,99,196,152,120,144,34,14,756,102,88,49,42,19,7,0,312,3,7,6,0,4,0,0,12,201,298,204,164,168,38,11,1078
104021090,8,23,13,7,8,0,0,59,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,15,37,25,21,26,0,0,121,6,4,0,0,0,0,0,10,0,5,5,0,0,0,0,8,6,9,0,0,0,0,0,17,18,48,30,18,26,0,0,145,25,24,14,9,13,0,0,79,0,0,0,0,0,0,0,0,38,68,46,28,39,3,0,224
104021091,46,54,53,29,29,9,0,213,10,13,8,4,0,0,0,38,0,4,0,0,0,0,0,7,74,115,100,59,68,16,0,432,3,5,0,0,0,0,0,13,3,4,8,0,0,0,0,19,7,9,9,3,0,0,0,35,82,128,112,66,70,16,0,467,65,42,24,24,14,7,0,177,6,3,0,4,0,0,0,13,146,170,142,90,89,18,0,658
105011092,8,6,12,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,14,22,11,8,0,0,73,0,9,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,15,14,25,22,11,11,0,0,89,36,41,16,18,10,0,0,123,0,4,5,0,0,0,0,6,47,71,47,26,22,0,0,218
105011093,9,11,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,18,36,17,9,12,0,0,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,36,22,16,11,0,0,101,19,21,14,0,6,0,0,68,0,0,0,0,0,0,0,3,35,65,33,15,20,0,0,175
105011094,14,13,6,7,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,18,16,16,3,0,107,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,16,38,18,28,16,3,0,112,64,56,23,14,7,0,0,167,0,0,0,0,0,0,0,3,78,92,44,41,29,4,0,282
105011095,14,16,5,4,4,0,0,52,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,25,29,13,15,13,0,0,96,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,12,29,31,10,10,12,0,0,109,42,23,10,3,4,0,0,83,3,4,6,0,0,0,0,12,70,66,32,18,19,0,0,205
105011096,6,22,16,8,3,0,0,52,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,5,15,40,26,14,13,4,0,111,0,0,0,4,0,0,0,4,0,5,0,4,4,0,0,10,0,5,0,8,4,0,0,11,15,44,27,18,14,4,0,124,51,47,24,17,13,0,0,147,0,3,0,0,0,0,0,8,73,95,49,36,28,4,0,279
105021097,45,87,60,30,32,0,0,256,11,13,0,3,5,0,0,30,7,4,8,7,0,0,0,28,107,184,129,89,94,10,5,624,3,12,4,0,5,0,0,21,3,4,3,3,0,0,0,26,3,16,4,3,10,0,0,40,113,201,140,96,97,15,5,664,159,129,69,39,33,7,0,427,6,4,0,5,0,0,0,17,277,334,213,136,133,20,3,1105
105021098,3,4,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,10,10,9,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,9,6,0,0,40,23,20,10,15,3,0,0,77,0,5,0,0,4,0,0,7,29,37,20,21,11,0,0,123
105031099,21,29,30,19,23,3,0,121,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,26,44,43,32,39,8,0,201,0,0,4,5,4,0,0,9,0,5,0,0,5,0,0,17,0,7,5,0,3,0,0,25,26,52,50,37,51,9,0,223,37,32,24,6,20,0,0,129,4,0,0,0,0,0,0,0,68,79,78,47,69,9,0,358
105031100,34,44,22,11,14,0,0,129,14,5,0,5,0,0,0,21,7,0,0,5,0,0,0,14,84,97,72,45,38,9,0,334,0,3,3,0,4,0,0,8,3,0,0,0,3,0,0,12,3,3,4,0,9,0,0,14,86,99,74,42,42,9,0,356,83,66,36,25,13,0,0,220,4,6,4,5,0,0,0,17,170,172,112,74,56,9,0,590
105031101,72,83,71,38,34,8,0,299,9,0,3,0,4,0,0,19,0,7,4,3,0,0,0,27,125,207,157,102,123,28,8,755,5,7,6,0,4,0,0,27,8,8,7,3,0,0,0,23,8,9,16,4,6,0,0,44,138,220,172,105,124,28,8,800,87,86,44,31,19,5,0,274,3,0,0,0,0,0,0,6,225,304,217,138,148,34,5,1080
105031102,32,56,28,28,21,0,0,164,9,4,0,0,0,0,0,15,9,6,6,3,3,0,0,21,75,125,76,56,51,0,6,393,0,0,0,4,3,0,0,5,10,6,5,5,0,0,0,24,10,10,5,3,8,0,0,34,83,131,80,60,57,0,6,419,82,75,34,22,10,0,0,227,0,4,0,4,4,0,0,13,167,210,116,89,71,3,6,666
105031103,3,9,7,11,3,0,0,37,0,6,0,0,0,0,0,4,0,0,0,0,3,0,0,7,9,28,29,21,8,4,0,100,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,10,9,32,29,27,8,4,0,108,17,14,10,7,5,0,0,61,0,0,0,0,0,0,0,0,26,48,43,30,17,3,0,169
105031104,10,23,19,6,5,0,0,64,5,6,3,0,0,0,0,12,0,4,0,0,0,0,0,3,17,38,37,18,21,4,0,131,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,21,37,37,18,22,4,0,143,42,25,15,8,11,0,0,109,0,0,0,0,0,0,0,4,66,68,47,26,30,3,0,252
105031105,19,42,22,15,11,0,0,104,0,7,3,4,0,0,0,18,0,4,0,0,0,0,0,5,32,65,44,31,38,3,0,216,0,0,5,0,3,0,0,7,0,7,3,0,0,0,0,14,0,3,4,0,4,0,0,18,35,74,56,32,40,3,0,241,39,30,26,12,7,0,0,119,0,0,0,0,0,0,0,0,75,99,81,51,49,4,0,360
105031106,28,35,18,13,13,3,4,109,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,41,73,45,29,37,4,4,224,0,5,6,0,0,0,0,18,3,7,3,0,0,0,0,15,5,19,6,0,0,0,0,36,43,91,55,31,36,7,0,256,78,69,31,23,32,4,0,235,4,3,3,4,3,0,0,11,126,165,84,57,65,9,0,507
106011107,43,61,30,22,21,0,0,185,10,12,4,4,0,0,0,34,0,0,0,0,0,0,0,4,88,131,81,60,52,16,11,431,0,6,0,0,0,0,0,11,3,3,0,0,4,0,0,7,3,0,0,4,3,0,0,19,86,136,80,63,59,16,13,452,53,36,25,14,17,0,0,144,0,0,0,0,0,0,0,5,139,171,109,80,80,16,13,597
106011108,96,147,87,63,77,18,5,499,30,27,20,13,8,3,0,104,6,7,5,5,0,0,0,29,164,247,167,128,147,34,10,896,8,20,5,3,5,0,0,40,13,17,13,3,0,0,0,53,22,36,22,11,10,3,0,95,190,282,183,140,151,32,10,988,243,245,139,70,68,10,5,783,6,0,5,9,0,0,0,16,433,531,323,217,221,46,15,1783
106011109,22,44,21,18,13,9,0,117,7,8,3,0,0,0,0,16,3,3,0,0,0,0,0,12,36,73,46,28,31,7,0,227,0,3,3,0,0,0,0,9,4,5,0,8,0,0,0,20,4,8,7,8,0,0,0,26,46,80,52,30,35,7,0,260,45,48,32,13,27,0,0,170,0,0,0,0,0,0,0,7,88,130,86,49,60,11,9,433
106011110,11,15,22,19,14,3,0,78,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,8,20,35,41,38,31,6,4,179,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,11,22,43,42,36,39,6,4,190,28,34,14,15,11,0,0,110,0,7,0,0,0,0,0,3,55,79,60,55,50,6,4,309
106011111,86,115,61,36,35,15,4,349,19,38,19,7,4,0,0,88,7,12,3,0,0,0,0,24,159,254,135,89,100,33,6,769,11,10,5,3,6,0,0,38,13,17,12,6,3,0,0,57,19,24,18,14,11,0,0,95,184,277,155,101,108,36,6,870,200,159,83,71,62,8,4,577,0,3,0,6,0,0,0,11,378,443,234,166,171,42,13,1460
106011112,36,76,51,26,31,4,0,223,9,15,4,0,0,0,0,38,3,8,0,0,4,0,0,16,71,147,93,61,61,14,6,459,3,6,3,0,0,0,0,21,8,14,14,5,0,0,0,40,12,20,18,11,0,0,0,60,83,162,111,69,69,18,6,518,95,108,59,31,37,4,0,332,0,3,0,0,0,0,0,6,177,277,173,104,100,24,6,861
106011113,4,15,3,3,7,0,0,29,5,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,15,33,14,12,11,0,3,86,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,23,32,18,12,11,0,3,93,15,15,4,3,9,0,0,45,0,0,0,0,0,0,0,6,33,53,22,15,16,0,3,142
106021114,31,53,26,16,19,3,0,149,8,8,0,0,3,4,0,21,3,0,0,0,0,0,0,3,57,81,44,31,37,15,9,282,0,0,3,3,3,0,0,8,6,3,0,6,3,0,0,16,3,8,5,4,3,0,0,28,62,87,51,32,44,15,9,306,42,47,27,17,11,6,0,145,0,0,0,0,0,0,0,0,109,132,79,51,55,23,13,457
106021116,18,37,24,18,20,3,3,125,0,5,4,0,5,0,0,14,0,0,0,0,0,0,0,0,23,83,55,40,66,21,7,294,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,10,22,87,53,39,66,21,7,304,6,13,17,4,7,0,0,50,0,0,0,0,0,0,0,0,29,105,68,44,70,21,7,353
106021614,36,70,46,25,39,8,0,217,4,15,14,4,11,0,0,47,3,4,5,0,0,0,0,13,70,158,124,81,106,34,8,582,0,9,4,0,8,3,0,19,11,16,12,0,4,0,0,42,12,24,15,0,7,3,0,63,75,189,138,81,119,36,8,644,99,105,55,48,30,6,11,348,4,0,0,0,0,0,0,0,175,291,193,129,147,45,19,995
106021615,47,101,52,38,43,5,5,285,17,13,3,3,0,0,0,37,14,4,3,6,0,0,0,19,115,189,115,83,109,15,4,632,6,8,0,4,4,0,0,21,7,7,10,0,0,0,0,28,13,12,8,5,6,0,0,52,126,201,126,91,116,17,4,682,105,117,58,30,26,8,0,346,4,0,0,0,0,0,0,0,236,323,184,127,139,20,4,1034
106021616,37,36,27,21,14,0,4,147,6,0,5,0,4,0,0,14,6,6,3,0,0,0,0,11,63,74,59,42,43,10,6,295,4,3,3,5,0,0,0,15,6,3,5,0,5,0,0,20,6,9,5,10,4,0,0,34,72,81,63,47,48,10,6,333,58,76,40,27,23,4,4,237,0,7,0,0,0,0,0,4,132,158,104,72,72,14,6,568
106021617,16,51,30,22,32,4,0,155,5,7,0,0,0,4,0,14,0,0,0,0,0,0,0,3,34,93,73,48,67,17,4,340,0,0,0,0,0,0,0,5,0,3,7,5,4,0,0,20,0,5,8,4,9,0,0,22,35,97,85,53,77,17,4,366,60,63,31,24,17,7,0,204,0,0,0,0,0,0,0,0,93,161,119,81,92,26,8,576
106021618,46,70,40,22,27,8,5,214,9,3,0,0,0,3,0,26,0,8,5,0,0,0,0,12,81,143,72,50,79,18,13,465,0,0,0,3,0,0,0,7,8,8,0,6,3,0,0,17,8,9,3,3,3,0,0,25,93,150,75,53,81,18,13,488,61,54,41,20,16,0,4,197,0,0,0,0,0,0,0,0,156,199,120,78,99,18,16,684
106031119,15,14,13,3,15,3,5,62,0,0,0,5,0,0,0,9,0,0,5,4,0,0,0,5,18,29,37,31,33,6,4,152,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,20,27,32,31,33,6,4,162,8,19,12,10,12,0,0,60,0,0,0,0,0,0,0,0,31,50,45,40,45,10,3,219
106031120,14,28,21,15,13,4,3,92,7,6,3,3,3,0,0,22,0,0,3,0,0,0,0,7,37,48,40,29,33,8,4,200,0,4,0,0,0,0,0,4,0,4,0,3,3,0,0,11,0,3,0,3,3,0,0,13,30,57,40,36,34,12,4,210,49,41,26,18,12,0,3,146,3,5,4,0,0,0,0,12,82,104,69,57,45,9,5,367
106031121,25,76,58,53,57,11,3,284,6,17,11,5,8,0,0,43,4,6,0,6,5,0,0,20,45,141,112,101,117,26,9,557,7,5,4,3,3,4,0,24,0,8,8,7,7,0,0,28,10,13,8,13,7,4,0,56,54,156,121,116,122,29,9,610,58,78,48,33,32,5,0,254,3,3,0,0,0,0,0,6,116,238,171,145,161,27,14,870
106031122,31,69,53,52,47,3,0,268,12,7,8,7,4,0,0,38,5,8,4,0,0,0,0,20,68,151,107,80,100,19,3,523,0,10,14,7,6,0,0,37,7,7,3,9,0,0,0,18,11,17,14,10,6,0,0,56,76,170,117,97,99,19,3,577,167,161,87,66,43,3,0,530,0,4,3,4,0,0,0,17,245,334,211,165,146,18,9,1129
