SA2_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
105031104,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,539,8,16,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,16,0,19,0,0,0,0,0,0,4,546,16,0,0,16,0,571
105031105,0,0,105,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,103,0,0,0,0,0,107,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,917,0,0,0,0,0,923,21,13,0,0,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,16,0,34,0,0,0,0,0,0,3,943,16,0,0,12,7,961
105031106,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,5,0,122,33,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,32,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,977,3,0,0,3,0,984,9,24,0,0,24,0,33,0,0,5,0,4,0,4,0,0,0,0,0,0,0,9,19,5,0,24,0,38,5,0,0,0,0,0,5,992,32,5,0,29,0,1026
106011107,0,0,259,5,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,9,0,0,0,0,0,0,0,259,6,0,0,13,0,267,72,0,0,0,0,0,72,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,73,4,0,0,4,0,80,33,0,0,0,0,0,31,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,0,0,0,0,0,35,3,0,0,3,0,38,2359,28,0,0,28,5,2393,48,69,0,0,66,0,115,0,7,0,0,7,0,7,0,0,0,0,0,0,0,51,70,0,0,77,0,126,0,0,0,0,0,0,4,2409,98,0,0,101,7,2520
106011108,6,0,327,6,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,6,0,15,0,0,0,0,0,0,0,327,12,0,0,16,0,344,90,0,0,0,0,0,90,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,90,5,0,0,5,0,89,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,4,0,41,2649,34,0,0,34,4,2685,57,63,9,0,68,0,124,0,6,5,0,9,0,9,0,0,0,0,0,0,0,57,69,11,0,76,0,133,0,0,0,0,0,4,4,2699,102,11,0,110,6,2824
106011109,6,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,6,0,0,6,0,183,44,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,43,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,4,0,28,1449,13,0,0,13,0,1461,15,15,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,18,0,29,3,0,0,0,0,3,8,1466,27,0,0,28,3,1499
106011110,0,0,159,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,157,0,0,0,0,0,158,42,0,0,0,0,0,42,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,38,4,0,0,4,0,42,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,1522,15,0,0,15,3,1536,14,10,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,10,0,23,3,0,0,0,0,3,10,1537,26,0,0,26,9,1570
106011111,0,3,309,4,7,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,3,16,0,0,0,0,0,0,0,309,7,0,0,7,3,325,71,0,0,0,0,0,71,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,74,0,0,0,0,0,74,23,0,0,0,0,0,23,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,28,0,0,0,0,0,28,2959,29,0,0,29,12,3002,44,81,4,0,82,5,136,5,0,5,0,4,0,10,0,0,0,0,0,0,0,54,77,4,0,86,5,149,0,0,0,0,0,4,9,3016,107,4,0,117,15,3147
106011112,6,0,331,3,12,3,0,16,0,22,0,4,0,0,4,0,4,0,0,0,0,0,0,0,3,19,5,0,24,0,29,0,0,0,0,0,0,0,328,23,5,0,25,0,359,83,0,0,0,0,0,78,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,83,3,0,0,6,0,83,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,27,2761,25,0,0,29,11,2799,53,126,9,0,131,0,188,3,16,9,0,20,0,20,0,0,0,0,0,0,0,56,138,16,0,154,0,208,0,0,0,0,0,0,0,2818,162,12,0,178,11,3011
106011113,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,152,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,38,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,966,0,0,0,4,4,972,14,13,0,0,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,13,0,30,0,0,0,0,0,0,0,977,19,0,0,18,4,1002
106021114,4,0,125,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,129,9,0,0,9,0,133,48,0,0,0,0,0,48,0,3,0,0,3,0,6,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,51,4,0,0,4,0,57,18,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,16,0,0,0,4,0,19,1419,40,0,0,40,0,1459,37,92,0,0,94,0,131,0,3,3,0,6,0,6,0,0,0,0,0,0,0,37,103,4,0,101,0,135,0,0,0,0,0,0,0,1453,136,4,0,143,0,1592
106021116,4,0,239,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,240,8,0,0,8,0,245,90,0,0,0,0,0,90,3,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,4,0,0,0,0,0,0,0,94,5,0,0,5,0,91,44,0,0,0,0,0,44,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,47,0,0,0,0,0,52,1838,12,0,4,14,3,1854,35,44,0,0,44,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,0,0,44,0,77,0,0,0,0,0,0,0,1872,55,0,4,58,3,1932
106021614,3,0,364,5,22,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,23,0,29,0,0,0,0,0,0,0,370,25,0,0,28,0,398,119,0,0,0,0,0,119,0,14,3,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,16,0,16,0,0,0,0,0,0,0,119,14,3,0,16,0,134,62,0,0,0,0,0,65,0,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8,0,13,0,0,0,0,0,0,0,61,11,3,0,10,0,73,2534,41,3,0,43,0,2575,70,240,13,0,258,0,332,0,8,7,0,10,0,15,0,0,0,0,0,0,0,73,243,24,0,271,0,344,0,0,0,0,0,4,4,2601,287,26,0,308,4,2921
106021615,3,0,339,3,31,0,0,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,28,0,36,0,0,0,0,0,0,0,338,31,0,0,33,0,371,91,0,0,0,0,0,91,4,9,4,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,16,0,17,0,0,0,0,0,0,0,94,9,4,0,16,0,105,50,0,0,0,0,0,50,5,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,5,0,0,0,0,0,0,0,54,3,0,0,3,0,54,2949,38,0,0,38,8,2990,61,262,13,0,279,0,343,4,3,4,0,7,0,10,0,0,0,0,0,0,0,65,273,18,0,288,0,351,3,0,0,0,0,3,3,3017,309,18,0,323,7,3346
106021616,3,0,110,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,8,0,0,0,0,0,0,0,113,9,0,0,10,0,123,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,26,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1004,21,0,0,24,0,1028,24,67,0,0,67,0,91,0,5,0,0,10,0,10,0,0,0,0,0,0,0,24,74,0,0,77,0,98,3,0,0,0,0,5,9,1029,97,0,0,103,5,1136
106021617,0,0,153,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,155,4,0,0,4,0,160,49,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,53,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,29,1392,14,0,0,14,0,1404,45,45,3,0,47,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,3,0,47,0,93,0,0,0,0,0,0,0,1439,60,3,0,63,0,1499
106021618,9,0,352,4,33,0,0,33,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,33,0,42,0,0,0,0,0,0,0,346,36,6,0,41,0,389,122,0,0,0,0,0,122,0,13,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,17,0,15,0,0,0,0,0,0,0,122,13,3,0,17,0,139,49,0,0,0,0,0,53,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,53,7,0,0,7,0,63,2942,53,0,0,52,0,2992,79,344,13,0,356,0,431,0,4,11,0,18,0,18,0,0,0,0,0,0,0,79,353,18,0,369,0,446,5,0,0,0,0,4,10,3025,399,25,0,423,4,3453
106031119,0,0,115,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,115,36,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,806,13,0,0,13,0,819,26,17,3,0,16,0,45,0,4,0,0,4,0,3,0,0,0,0,0,0,0,28,19,3,0,20,0,52,0,0,0,0,0,0,0,839,32,3,0,29,0,867
106031120,0,0,109,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,107,0,0,0,0,0,111,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,806,8,0,0,8,0,813,21,13,0,0,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,13,0,38,0,0,0,0,0,0,0,826,26,0,0,26,0,853
106031121,8,0,353,3,14,3,0,19,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,19,5,0,25,0,30,0,0,0,0,0,0,0,356,22,5,0,28,0,386,99,0,0,0,0,0,94,5,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,10,0,0,0,0,0,0,0,101,9,0,0,9,0,111,41,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,3,0,48,2233,40,0,0,40,0,2279,82,120,11,0,133,0,216,0,9,4,0,10,0,10,4,0,0,0,0,0,4,85,136,13,0,147,0,233,4,0,0,0,0,4,0,2321,177,13,0,194,9,2515
106031122,0,0,227,5,9,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,18,0,0,0,0,0,0,0,231,20,0,0,20,0,249,56,0,0,0,0,0,59,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,57,6,0,0,6,0,63,25,0,0,0,0,0,25,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,23,3,0,0,3,0,28,1764,27,0,0,27,0,1785,60,84,0,0,89,0,146,5,4,0,0,0,0,12,0,0,0,0,0,0,0,62,92,3,0,93,0,157,4,0,0,0,0,0,5,1832,115,3,0,118,3,1952
106031123,4,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,5,0,0,5,4,199,55,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,53,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,1165,10,0,0,10,4,1173,20,16,0,0,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,16,0,34,0,0,0,0,0,0,0,1183,25,0,0,25,3,1212
106031124,0,0,39,0,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,0,41,6,0,0,6,0,44,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,289,0,0,0,0,3,292,16,24,0,0,31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,30,0,47,0,0,0,0,0,0,0,304,28,0,0,32,3,337
106031125,4,0,316,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,316,19,0,0,19,0,328,107,0,0,0,0,0,110,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,116,0,0,0,0,0,116,44,0,0,0,0,0,38,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,44,7,0,0,7,0,47,2623,51,4,0,54,0,2676,66,58,0,0,58,0,119,0,4,5,0,6,0,13,0,0,0,0,0,0,0,63,68,4,0,66,0,129,0,0,0,0,0,0,0,2683,120,5,0,121,0,2808
106041126,3,0,236,4,14,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,14,0,21,0,0,0,0,0,0,0,234,18,0,0,18,0,255,37,5,0,0,5,0,36,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,37,6,0,0,6,0,39,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,1765,23,0,0,28,3,1800,44,131,4,0,134,0,180,0,3,6,0,7,0,7,0,0,0,0,0,0,0,44,131,7,0,136,0,184,0,0,0,0,0,0,0,1819,156,10,0,164,3,1984
106041127,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,83,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,3,650,8,7,3,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,12,0,14,4,0,0,0,0,0,4,661,7,3,0,12,3,666
