SA2_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
101031016,19,93,248,824,618,187,58,30,2072,0,3,11,31,4,0,3,0,51,0,6,42,75,19,0,0,3,143,0,6,51,104,23,0,4,8,193,11,35,147,113,22,0,7,8,347,0,13,17,18,8,0,0,0,54,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,9,59,167,133,32,0,7,7,417,0,9,3,0,0,0,0,0,15,3,6,9,8,5,0,3,4,42,31,170,482,1068,675,195,75,48,2741
101041017,4,33,235,1235,852,170,44,33,2610,0,11,99,75,5,5,0,6,193,0,26,48,51,14,0,0,4,144,0,30,142,134,14,0,0,12,340,0,48,218,103,12,7,0,9,390,0,0,21,3,0,0,0,0,26,0,0,19,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,261,113,12,7,0,5,445,3,29,21,7,4,0,0,5,59,0,0,3,3,0,0,0,4,13,9,138,662,1486,879,183,45,60,3468
101041018,3,25,273,1288,1054,220,46,43,2959,0,10,79,95,4,0,0,7,193,0,5,81,106,11,3,0,5,208,0,14,158,198,19,0,0,11,406,0,28,149,90,0,0,4,4,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,8,0,28,151,92,0,0,4,4,280,3,13,23,0,4,0,0,0,37,0,4,9,0,3,0,0,0,10,8,76,615,1578,1079,230,48,60,3697
101041019,12,60,411,1468,921,156,31,53,3113,0,36,144,29,0,0,0,7,218,0,5,55,19,5,0,0,0,92,0,37,205,46,9,0,0,8,310,3,21,38,7,0,0,0,6,73,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,25,40,7,4,0,0,6,85,10,14,3,7,0,0,0,0,37,4,0,0,3,6,0,0,3,11,24,143,665,1529,936,158,33,71,3559
101041020,73,209,624,1530,866,180,63,70,3602,0,16,3,4,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,16,0,6,0,0,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,13,21,17,10,0,0,0,3,59,0,0,0,0,0,0,0,0,3,83,246,638,1548,866,182,68,72,3699
101041021,0,15,174,479,448,78,14,22,1222,0,6,79,62,3,0,0,0,148,0,0,10,21,4,0,0,0,34,0,6,86,77,5,0,0,6,180,0,0,20,8,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,0,37,3,17,35,7,0,0,0,3,72,0,7,4,0,0,0,0,0,6,3,47,318,577,451,78,16,26,1514
101041022,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,10
101041023,0,20,127,570,289,47,16,23,1088,5,19,60,29,0,0,0,6,119,0,0,34,12,0,0,0,0,44,5,23,86,46,0,0,0,6,169,0,4,37,0,0,0,0,0,40,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,3,0,0,0,0,49,6,20,34,4,3,0,0,0,66,0,0,7,0,0,0,0,0,8,8,63,291,625,295,49,19,29,1378
101041024,25,82,222,523,339,60,17,22,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,8,0,0,0,0,26,0,4,3,0,0,0,0,0,9,25,94,229,531,342,61,17,22,1325
101041025,14,102,407,1723,1077,206,38,31,3602,0,15,210,116,6,0,0,9,362,0,23,130,153,24,0,0,0,329,0,40,338,270,33,0,0,14,693,6,44,306,101,0,0,0,16,476,0,0,16,5,0,0,0,0,28,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,6,44,324,107,4,0,0,17,509,3,11,0,0,0,0,0,0,17,0,4,8,13,3,0,0,6,41,26,205,1086,2121,1113,212,38,60,4863
101041026,11,69,504,1535,886,176,39,56,3279,0,17,66,37,3,0,0,9,129,0,22,28,40,4,0,0,4,95,0,33,96,76,7,0,0,13,228,0,7,6,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,10,10,6,0,0,0,0,31,13,21,8,4,0,0,0,3,44,0,0,0,3,0,0,0,0,9,27,132,622,1623,893,176,39,71,3586
101041027,13,103,605,1648,845,175,38,61,3494,0,13,77,75,0,0,0,5,178,0,24,52,35,6,0,0,0,124,3,34,135,117,7,0,0,7,303,3,27,106,37,14,0,0,5,193,0,5,13,10,0,0,0,0,33,0,0,5,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,36,120,53,14,0,0,9,240,8,39,90,8,3,0,0,10,151,0,8,4,3,0,0,0,0,20,33,223,961,1830,863,173,45,78,4206
101051539,0,112,859,3762,2647,427,99,103,8002,10,131,342,313,46,0,0,16,862,0,3,109,45,12,0,0,0,171,10,137,450,358,54,5,0,20,1027,0,73,175,15,6,0,0,8,279,0,29,34,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0,0,13,0,106,218,20,4,0,0,9,359,9,29,18,4,3,0,0,7,71,0,6,6,9,0,0,0,10,23,23,385,1553,4157,2700,426,102,137,9486
101051540,44,148,566,1862,1632,453,139,100,4943,0,3,27,12,3,5,3,4,60,0,0,0,0,4,0,0,0,8,0,3,26,12,10,5,3,4,61,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,12,0,12,3,3,0,0,0,0,23,0,0,0,5,0,0,0,3,10,48,175,603,1886,1648,458,143,102,5054
101061541,8,18,212,995,810,145,28,23,2233,0,6,117,53,0,0,0,3,175,0,0,12,3,0,0,0,0,15,0,6,130,52,0,0,0,4,193,3,28,27,13,0,0,0,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,28,27,11,0,0,0,8,79,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,6,5,14,8,50,370,1068,811,150,32,40,2524
101061542,23,81,343,1223,1650,560,184,48,4111,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,3,4,6,0,3,0,14,0,0,10,11,5,5,0,5,36,24,86,351,1244,1666,559,192,54,4180
101061543,0,46,366,1626,1241,264,62,79,3694,3,37,210,87,3,5,0,13,361,0,0,7,0,0,0,0,0,12,3,37,220,87,5,4,0,13,370,0,22,71,7,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,71,7,0,0,0,0,115,3,4,3,0,5,0,0,0,22,0,3,0,7,0,0,0,0,8,12,115,661,1730,1253,271,60,99,4209
101061544,14,78,431,1207,781,196,63,73,2845,0,19,27,15,7,0,0,0,71,0,0,0,0,0,0,0,0,0,0,19,27,15,8,0,0,0,71,0,0,12,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,3,0,0,23,4,9,6,6,0,0,0,4,37,0,0,4,0,6,0,0,3,13,19,107,483,1241,796,197,65,83,2990
102011028,8,34,139,729,940,332,76,19,2268,0,0,5,15,0,0,0,0,16,0,0,10,62,16,0,0,0,93,0,0,18,78,22,0,0,0,114,0,3,19,29,7,3,0,8,65,0,0,6,19,4,0,0,0,28,0,0,18,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,11,0,11,53,57,14,3,0,5,137,0,0,6,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,38,210,865,972,337,76,24,2530
102011029,9,60,492,1285,1473,427,100,42,3888,0,0,8,22,0,0,0,0,30,0,4,24,26,12,0,0,0,61,0,4,28,46,12,0,0,0,97,0,0,52,17,0,0,0,0,72,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,0,0,20,3,8,58,25,9,0,0,5,101,0,12,94,24,4,0,0,0,137,0,0,0,0,3,0,0,0,7,13,82,676,1374,1497,431,105,51,4221
102011030,15,72,281,529,422,134,74,32,1560,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,15,4,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,4,23,0,12,12,0,0,0,0,4,25,0,6,7,7,3,0,0,4,23,20,102,304,540,427,136,78,40,1641
102011031,9,120,922,1201,1649,558,155,67,4675,0,30,262,137,8,3,7,39,483,0,6,46,77,12,3,0,3,146,0,32,312,211,21,8,7,40,631,0,43,51,116,3,4,0,3,216,0,0,45,18,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,10,0,42,101,133,5,4,0,3,285,0,3,5,0,0,0,0,0,11,0,4,0,0,0,0,0,0,10,11,204,1340,1547,1676,564,156,111,5609
102011032,18,67,341,1711,1113,328,48,41,3668,11,40,196,76,4,0,0,9,341,9,123,349,652,24,3,0,18,1177,19,162,543,728,31,3,0,32,1515,41,175,737,360,8,0,0,22,1357,0,41,431,152,6,0,0,8,645,19,169,1050,255,11,0,0,22,1527,0,61,247,136,0,0,0,3,446,0,3,3,5,0,0,0,3,13,68,457,2470,908,26,3,4,57,3986,0,3,3,0,0,0,0,0,8,8,16,14,4,0,0,0,0,44,115,702,3365,3354,1167,329,55,133,9219
102011033,0,9,50,814,805,200,28,15,1924,0,0,7,109,8,0,0,5,126,0,0,4,12,12,0,0,0,20,0,0,10,124,19,0,0,5,150,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,10,0,0,6,7,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,0,7,68,943,823,203,28,22,2093
102011034,0,21,96,869,747,201,37,19,1988,0,48,524,112,4,0,0,15,702,0,29,70,75,6,0,0,4,181,0,78,593,188,12,0,0,17,880,0,0,62,30,0,0,0,3,93,0,12,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,17,72,32,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,108,760,1083,763,206,39,43,3001
102011035,3,16,85,912,913,219,53,22,2221,0,0,72,125,4,5,0,6,210,0,0,16,34,0,0,0,0,62,0,0,85,160,8,5,0,3,267,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,15,0,10,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,181,1080,917,221,53,31,2509
102011036,5,15,68,826,1050,320,74,16,2368,0,41,41,95,3,0,0,7,185,0,4,68,146,8,0,0,7,234,0,46,112,239,9,0,0,17,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,6,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,68,188,1069,1062,320,74,28,2804
102011037,19,70,254,924,763,156,32,27,2242,4,5,62,26,3,0,0,3,100,0,0,12,27,4,0,0,0,44,4,5,75,53,7,0,0,0,149,0,40,25,31,3,0,0,5,102,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,40,25,38,4,0,0,5,111,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,22,112,364,1021,771,159,33,32,2513
