POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2141,2119,4392,61,351,311,1490,74,339,1730,6703,2172,8887,280,1214,396,1429,888,2951,1561,5602,3737,14489,17,93,54,226,26,82,294,795,389,1190,72,227,131,328,504,1141,711,1692,1095,2878,213,485,7172,22247
POA2142,1904,3908,88,532,255,1305,67,377,1982,7714,2398,9922,142,659,161,576,539,1820,843,3056,3236,12974,22,105,47,199,32,118,299,873,403,1292,52,201,95,223,390,890,539,1308,947,2606,191,430,6275,19916
POA2143,550,1130,27,178,117,593,30,130,588,2357,762,3254,87,372,114,423,275,906,475,1704,1232,4963,13,47,28,129,13,55,120,373,178,599,32,119,43,105,180,403,247,623,426,1230,56,128,2269,7451
POA2144,2337,4884,146,943,502,2700,127,616,2363,9599,3137,13862,254,1131,309,1078,788,2682,1348,4892,4481,18749,31,155,94,402,36,147,379,1087,537,1793,73,250,129,317,506,1164,713,1733,1251,3521,245,553,8314,27716
POA2145,5779,11701,145,841,880,4083,230,1061,7400,27902,8653,33889,528,2350,836,2961,1836,6095,3206,11415,11854,45297,28,136,171,646,104,360,806,2235,1111,3381,140,462,282,648,1246,2804,1664,3914,2774,7298,412,895,20823,65188
POA2146,1336,2723,38,223,204,945,46,221,1474,5647,1770,7033,136,587,210,740,490,1628,837,2955,2604,9987,14,62,36,122,26,98,210,567,286,849,27,91,73,163,291,654,383,907,670,1753,79,174,4691,14647
POA2147,2906,5874,75,444,471,2219,146,664,2569,10055,3263,13388,280,1199,388,1378,1110,3677,1786,6262,5045,19642,13,58,106,406,61,208,497,1410,676,2081,79,250,155,342,756,1706,984,2300,1664,4377,190,408,9798,30305
POA2148,4727,9668,145,885,755,3724,243,1138,4754,18410,5901,24151,461,2009,628,2189,1635,5386,2723,9585,8624,33734,53,286,200,773,117,443,917,2578,1293,4076,134,456,262,625,1263,2851,1664,3928,2955,8004,351,744,16659,52161
POA2150,2960,6056,15,79,142,628,34,165,3056,10392,3249,11268,78,337,185,612,276,893,537,1840,3786,13101,4,24,33,125,16,62,303,731,357,935,35,98,142,306,344,741,523,1149,877,2082,248,537,7873,21771
POA2151,1754,3528,27,144,220,1008,45,196,1665,6274,1952,7619,134,547,238,817,445,1443,816,2804,2774,10428,4,14,50,165,10,30,242,643,299,851,51,155,122,276,359,793,534,1226,830,2075,99,209,5452,16239
POA2152,1149,2303,12,68,95,422,14,69,912,3446,1028,4008,68,285,112,374,223,705,399,1362,1428,5370,0,6,34,124,8,40,128,347,174,510,15,48,68,146,196,410,275,608,447,1114,57,110,3085,8898
POA2153,4761,9509,114,608,819,3655,154,675,5000,19514,6082,24446,609,2562,847,3009,1710,5560,3158,11132,9242,35584,17,62,122,425,42,131,496,1298,673,1908,82,277,211,503,737,1625,1030,2399,1706,4307,152,324,15859,49722
POA2154,3340,6669,67,400,675,3093,92,393,2987,11814,3822,15707,464,1933,775,2741,1265,4096,2498,8773,6327,24474,12,65,89,306,29,102,316,853,446,1317,76,251,165,402,478,1051,717,1710,1166,3026,114,233,10942,34405
POA2155,3404,6836,181,1022,1218,5604,238,1114,5394,21518,7027,29260,632,2662,861,3051,1520,5010,3011,10726,10037,39983,29,124,127,431,37,122,482,1303,677,1985,92,320,153,371,480,1097,729,1788,1402,3773,95,208,14942,50798
POA2156,1313,2619,48,284,247,1168,39,182,767,3220,1095,4855,180,792,234,825,495,1633,910,3252,2011,8111,3,6,22,79,11,41,77,213,111,334,19,68,29,78,129,276,183,429,300,762,17,42,3636,11528
POA2157,340,678,18,86,65,321,15,64,226,963,320,1438,34,168,54,197,117,403,210,764,535,2204,0,3,9,32,9,17,32,86,51,140,6,24,7,22,58,125,73,165,119,307,5,6,995,3198
POA2158,755,1494,24,146,148,673,29,148,515,2129,719,3097,127,564,132,472,268,885,530,1919,1255,5018,4,11,22,70,3,13,67,198,99,297,21,60,37,87,110,260,164,410,262,701,26,64,2303,7274
POA2159,495,982,17,94,87,414,14,53,324,1317,434,1875,44,194,64,223,167,557,276,971,711,2850,3,9,7,38,3,7,41,111,57,161,15,41,7,13,76,175,98,225,153,385,10,21,1362,4240
POA2160,2248,4591,151,938,441,2283,131,676,2409,9688,3139,13587,301,1398,284,1036,883,3012,1472,5447,4610,19037,28,147,103,411,55,206,559,1635,755,2403,90,339,144,325,747,1708,981,2382,1729,4777,233,519,8820,28925
POA2161,1753,3599,137,897,410,2252,150,774,2029,8654,2733,12578,265,1267,204,767,773,2706,1248,4743,3978,17322,45,256,82,350,45,187,495,1537,673,2328,57,228,106,262,595,1425,757,1911,1438,4241,181,412,7349,25572
POA2162,976,1999,73,444,303,1569,74,392,1084,4635,1537,7037,166,773,228,810,544,1846,936,3422,2473,10461,29,155,72,291,39,140,294,918,432,1504,49,175,94,238,386,910,523,1314,960,2822,99,220,4502,15503
POA2163,483,968,36,212,113,565,31,177,458,1941,641,2896,54,230,77,276,204,719,337,1226,978,4124,15,89,37,163,23,100,170,495,251,851,34,120,56,129,249,559,338,807,593,1657,70,160,2115,6912
POA2164,1339,2733,89,549,260,1321,85,431,1098,4576,1539,6883,185,864,159,588,742,2583,1086,4027,2629,10909,27,133,66,268,33,146,302,882,432,1428,58,201,75,197,471,1137,611,1534,1038,2957,86,192,5094,16795
POA2165,2435,5018,195,1166,588,2964,202,994,2355,9846,3332,14971,429,2002,434,1570,1281,4436,2141,8005,5474,22971,63,317,180,699,100,396,697,2038,1042,3444,133,489,242,613,1137,2702,1514,3804,2556,7250,318,693,10779,35935
POA2166,2981,6219,123,744,713,3482,172,852,2718,10947,3721,16027,487,2202,661,2449,1419,4837,2568,9482,6292,25509,62,292,279,1089,143,540,1275,3718,1757,5637,204,699,428,1073,1327,3188,1961,4953,3719,10594,419,969,13411,43283
POA2167,667,1369,18,89,113,514,30,152,827,3173,987,3928,76,308,130,457,226,733,424,1508,1411,5431,0,13,27,91,19,70,144,377,188,549,8,30,47,96,152,349,208,479,399,1030,30,71,2513,7902
POA2168,2178,4512,189,1141,720,3722,261,1335,2270,9672,3439,15866,454,2044,412,1486,1382,4744,2241,8273,5682,24139,73,356,228,918,138,524,872,2703,1305,4508,158,540,206,508,1035,2449,1402,3497,2707,8006,219,496,10784,37154
POA2170,6558,13329,327,1957,1546,7589,458,2255,7271,29117,9598,40916,877,3875,1059,3751,2874,9626,4810,17258,14408,58172,75,367,329,1247,205,806,1753,4996,2357,7413,277,936,514,1206,2008,4579,2799,6732,5157,14145,460,988,26582,86625
POA2171,1692,3450,153,881,760,3681,206,979,2875,11683,4000,17227,423,1876,438,1588,1105,3861,1965,7331,5968,24558,26,130,110,408,63,239,431,1294,631,2070,88,318,116,277,429,1005,629,1604,1256,3672,78,176,8999,31859
POA2172,245,487,7,54,53,221,4,19,251,976,316,1271,46,202,47,178,97,308,192,686,506,1961,0,0,5,22,0,0,19,50,24,72,0,3,6,5,11,29,19,38,37,107,7,13,789,2560
POA2173,867,1725,34,190,258,1137,60,271,1305,5083,1654,6675,190,804,242,831,335,1086,760,2728,2415,9406,11,46,36,127,15,57,152,446,213,665,43,135,59,137,175,396,274,667,492,1334,40,88,3813,12551
POA2174,137,278,3,26,51,252,10,64,233,914,301,1246,19,82,31,117,46,146,95,342,398,1593,3,6,5,18,4,8,11,39,20,75,5,11,0,0,21,59,30,73,48,147,7,12,590,2032
POA2175,155,318,5,35,27,128,13,51,82,368,129,583,30,127,15,45,85,288,125,465,251,1039,0,6,4,30,3,10,15,40,21,84,0,3,4,10,34,84,40,103,63,190,5,11,478,1553
POA2176,3189,6524,203,1185,728,3616,243,1186,2437,10107,3602,16099,682,3088,606,2242,2351,8065,3637,13399,7241,29500,36,184,167,650,86,329,630,1877,913,3033,150,515,197,498,1091,2654,1429,3668,2348,6708,208,487,12993,43216
POA2177,853,1772,65,374,244,1194,73,366,769,3267,1144,5198,222,1003,199,714,683,2368,1101,4085,2253,9284,19,79,99,388,42,171,333,977,493,1617,70,254,96,242,400,983,571,1477,1068,3092,62,137,4228,14273
POA2178,327,649,19,128,57,311,17,78,192,846,295,1361,60,277,37,167,186,657,286,1098,579,2455,3,14,7,24,5,24,39,113,54,175,6,26,9,18,66,154,82,196,135,374,17,35,1055,3517
POA2179,507,1039,21,156,80,397,28,155,358,1447,489,2155,61,291,51,187,216,733,333,1213,816,3369,3,12,12,48,9,28,76,234,100,323,9,38,10,25,97,216,115,274,215,598,25,58,1569,5059
POA2190,1201,2445,140,862,467,2488,121,610,1552,6855,2277,10811,284,1309,238,862,794,2740,1315,4920,3585,15728,46,241,86,361,37,131,314,961,478,1699,65,229,81,206,536,1257,680,1696,1156,3392,116,259,6059,21829
POA2191,444,886,14,71,82,406,23,124,441,1789,557,2392,70,287,78,279,200,676,347,1243,903,3636,5,24,14,48,13,39,71,192,101,306,17,62,24,53,164,366,201,480,303,786,26,60,1677,5375
POA2192,945,1887,38,222,117,571,30,158,772,3039,958,3998,98,433,121,437,391,1275,608,2146,1569,6135,13,47,37,144,20,81,193,539,268,819,44,141,83,195,301,682,426,1018,690,1839,90,188,3290,10050
POA2193,1418,2856,25,140,181,794,27,130,996,3753,1225,4817,115,477,194,647,457,1498,767,2620,1988,7433,8,24,50,182,16,52,173,453,246,713,33,98,75,165,296,643,399,906,642,1620,80,182,4139,12094
POA2194,2270,4725,25,152,219,1041,49,228,1601,5952,1899,7377,119,519,312,1084,573,1855,996,3457,2899,10839,10,34,66,228,21,75,334,869,431,1202,50,149,174,397,455,993,674,1541,1106,2746,185,418,6460,18727
POA2195,1505,3048,83,496,346,1832,65,310,2509,9887,3001,12526,139,655,204,732,436,1480,778,2862,3784,15385,17,66,61,249,25,101,342,992,445,1412,29,112,114,256,360,785,502,1150,949,2568,150,345,6389,21346
POA2196,1788,3621,147,918,483,2571,137,686,2088,8689,2866,12868,298,1374,307,1084,935,3244,1538,5702,4407,18568,32,158,119,459,43,172,434,1307,626,2096,78,258,136,327,630,1433,836,2022,1466,4119,183,401,7843,26700
POA2197,524,1056,45,250,144,726,56,261,544,2313,777,3547,96,421,85,299,266,911,442,1634,1225,5180,11,58,34,126,23,89,148,480,216,750,21,91,26,71,181,420,231,575,448,1328,43,90,2236,7651
POA2198,641,1280,24,164,159,800,40,195,598,2492,819,3649,82,366,73,277,294,969,450,1616,1271,5262,9,32,29,94,11,56,110,356,157,534,22,64,43,109,163,387,222,559,384,1089,34,73,2328,7712
POA2199,1024,2117,70,443,271,1382,64,306,1108,4689,1511,6820,155,669,198,736,520,1781,876,3186,2385,10008,14,58,62,240,33,132,294,900,397,1332,37,132,75,180,377,872,487,1185,886,2510,94,212,4397,14844
POA2200,2609,5351,133,803,570,2853,157,749,3042,12278,3891,16687,316,1432,369,1328,1102,3713,1780,6483,5673,23167,50,235,164,648,79,318,745,2189,1037,3387,137,474,247,600,799,1833,1177,2900,2222,6294,243,526,10747,35337
POA2203,1349,2665,12,49,108,475,13,70,904,3347,1038,3948,43,171,125,419,231,748,395,1342,1431,5285,3,8,33,107,10,32,208,504,246,644,30,95,87,185,223,498,337,776,582,1422,74,163,3435,9535
POA2204,2568,5113,24,127,159,752,36,171,1593,5831,1816,6873,99,444,162,547,475,1565,735,2552,2550,9434,7,36,49,192,31,103,349,837,435,1163,36,136,97,206,489,1083,629,1430,1065,2597,178,378,6357,17521
POA2205,2161,4354,32,183,146,721,56,280,1109,4098,1338,5284,90,412,105,352,330,1070,524,1836,1863,7118,11,45,23,83,17,64,177,445,224,633,34,108,63,138,261,595,357,835,577,1469,162,362,4765,13312
POA2206,1612,3229,38,222,246,1160,53,234,1300,5115,1634,6729,187,789,241,852,673,2209,1098,3857,2726,10586,7,28,44,148,23,76,188,505,263,768,33,112,80,200,397,896,513,1211,775,1974,84,183,5195,15977
POA2207,2191,4424,67,399,382,1819,87,399,1919,7516,2454,10135,263,1140,337,1175,860,2785,1457,5107,3908,15237,16,75,58,193,33,117,309,859,415,1249,64,208,133,304,495,1091,689,1607,1107,2854,140,308,7351,22824
POA2208,1044,2125,26,141,164,742,31,125,783,3138,1003,4144,132,558,147,540,457,1487,734,2584,1738,6726,3,24,29,114,19,64,159,441,209,639,27,81,57,143,303,680,388,894,596,1533,71,148,3443,10540
POA2209,1251,2526,37,206,184,842,54,262,1036,4010,1316,5314,154,670,237,855,470,1542,865,3070,2177,8380,10,46,42,147,15,67,176,482,243,742,44,147,72,178,348,797,465,1123,708,1859,105,214,4243,12989
POA2210,2630,5316,76,425,396,1864,105,469,1831,7225,2406,9983,267,1143,411,1470,919,2982,1601,5595,4010,15572,20,103,87,314,45,164,377,1039,527,1620,80,285,158,375,591,1323,833,1982,1360,3605,137,303,8134,24795
POA2211,1388,2819,33,197,215,1025,65,317,1031,4051,1355,5592,139,602,213,770,577,1884,931,3257,2283,8844,8,46,50,172,26,84,195,535,282,839,39,125,78,188,353,802,471,1116,751,1953,88,195,4513,13811
POA2212,1172,2386,39,204,186,878,54,256,1037,4150,1312,5493,147,600,201,714,471,1587,819,2904,2129,8398,15,57,50,183,31,125,226,643,321,1005,38,137,53,143,373,836,474,1113,792,2116,93,206,4186,13108
POA2213,1660,3339,48,297,302,1423,80,377,1564,6240,1999,8332,215,927,296,1042,683,2251,1200,4219,3193,12551,12,67,59,217,26,93,265,712,360,1085,67,208,88,208,443,987,594,1397,953,2480,93,202,5912,18569
POA2214,367,737,8,62,52,224,17,66,289,1137,360,1499,35,135,38,138,145,490,219,768,578,2263,0,3,19,58,3,9,47,122,66,194,5,15,10,32,62,146,83,192,144,383,5,18,1101,3400
POA2216,2822,5796,38,202,224,1045,70,319,1768,6472,2100,8041,150,637,208,714,634,2028,996,3379,3092,11418,10,53,42,141,20,67,308,812,384,1069,48,146,117,262,544,1180,711,1587,1094,2654,216,462,7223,20332
POA2217,2571,5227,48,251,267,1228,46,201,1983,7331,2342,9017,170,700,284,1001,561,1812,1021,3517,3363,12526,4,17,52,179,20,66,307,788,381,1050,53,167,144,315,482,1057,682,1536,1056,2587,188,407,7179,20755
POA2218,1600,3250,28,158,172,800,42,190,1131,4188,1372,5337,118,502,201,681,401,1277,723,2461,2095,7796,3,26,49,158,15,53,203,528,268,770,29,112,119,290,262,599,416,1004,691,1773,110,243,4489,13061
POA2219,1345,2675,20,115,130,596,30,140,831,3196,1016,4054,92,387,139,486,345,1118,577,1985,1598,6042,0,4,39,131,10,41,178,469,232,645,33,101,46,108,263,567,337,774,573,1424,75,163,3587,10299
POA2220,3030,6258,36,207,313,1417,78,370,1992,7413,2423,9406,220,951,440,1492,749,2427,1408,4874,3835,14278,13,63,74,281,25,89,365,961,479,1398,54,167,247,580,518,1147,818,1894,1296,3292,252,550,8403,24388
POA2221,1294,2599,36,210,245,1144,48,203,1078,4371,1406,5926,184,798,319,1124,538,1756,1041,3682,2446,9605,8,44,32,113,17,68,154,426,215,649,36,126,79,201,253,558,365,886,584,1534,77,182,4405,13921
POA2222,1131,2300,17,108,158,728,22,104,911,3408,1112,4343,94,404,176,608,327,1067,593,2080,1701,6426,3,8,25,76,11,37,140,360,174,483,25,89,80,181,240,527,351,797,522,1280,73,166,3430,10172
POA2223,1943,3884,32,161,295,1353,37,153,1533,5884,1895,7550,172,742,309,1079,554,1790,1035,3603,2934,11156,3,19,39,133,12,28,219,561,278,743,46,138,114,260,344,741,503,1138,778,1876,89,200,5739,17124
POA2224,1413,2819,26,135,181,817,36,150,948,3726,1184,4834,134,578,184,630,436,1426,755,2636,1947,7469,3,23,28,104,20,66,161,433,218,629,28,86,48,102,263,552,335,745,551,1369,40,91,3953,11749
POA2225,404,797,13,72,93,402,18,65,517,2074,639,2608,61,241,76,290,187,598,326,1128,967,3735,0,3,11,24,0,3,35,89,44,120,11,34,16,32,44,97,72,166,122,289,13,21,1500,4845
POA2226,1082,2164,22,116,166,754,35,139,1048,4142,1267,5149,101,424,173,606,346,1114,621,2148,1887,7297,7,25,21,73,12,29,139,369,178,496,25,83,49,106,158,345,234,535,410,1035,36,73,3412,10561
POA2227,1381,2731,29,169,198,870,36,171,1121,4398,1387,5615,161,659,191,679,396,1270,749,2606,2132,8220,3,17,40,126,7,33,166,432,222,609,28,77,47,116,223,472,302,661,520,1273,41,81,4073,12312
POA2228,1638,3258,26,137,196,922,57,255,1285,4915,1562,6235,132,557,201,695,475,1524,811,2776,2373,9009,7,21,46,164,28,105,224,576,300,866,43,138,92,209,373,796,508,1143,808,2008,72,156,4896,14440
POA2229,2683,5321,57,323,368,1670,62,278,2056,8033,2546,10311,275,1174,323,1114,779,2501,1375,4783,3916,15098,12,37,55,176,28,89,307,803,396,1116,63,195,139,308,484,1047,678,1545,1078,2658,116,236,7792,23312
POA2230,3374,6631,55,294,284,1277,61,252,1614,6177,2013,8002,228,958,291,1018,683,2152,1199,4134,3213,12129,10,25,58,185,15,45,354,844,434,1095,43,137,115,245,431,902,588,1283,1028,2385,112,230,7724,21370
POA2231,163,337,3,19,25,113,12,51,191,784,224,956,13,39,22,67,67,234,97,343,328,1300,0,0,10,28,4,6,37,119,47,149,3,13,7,20,42,88,56,117,100,271,8,14,596,1915
POA2232,3238,6425,55,291,388,1749,66,294,2505,9584,3016,11922,250,1029,352,1236,813,2630,1416,4902,4432,16824,10,37,73,242,34,109,422,1048,534,1438,60,197,148,332,556,1185,764,1708,1298,3148,125,264,9096,26651
POA2233,2648,5253,69,395,437,1972,98,455,2360,9462,2970,12283,315,1358,318,1128,1019,3293,1654,5777,4622,18062,11,56,71,249,20,50,342,904,444,1252,56,195,95,220,386,865,540,1276,984,2532,73,156,8327,26005
POA2234,2513,5021,95,508,477,2188,121,554,2014,7986,2701,11234,453,1933,485,1768,1411,4623,2354,8322,5057,19561,15,73,76,259,36,114,253,694,377,1134,93,314,121,312,454,1021,676,1642,1059,2778,83,178,8711,27539
POA2250,6472,12863,138,772,724,3342,220,1024,4054,15860,5134,21000,473,1965,647,2202,1540,4848,2656,9017,7790,30011,47,205,216,749,126,448,1088,2932,1469,4337,150,454,331,739,1212,2584,1695,3775,3165,8114,217,465,17650,51451
POA2251,3453,6837,57,307,418,1920,115,501,2043,8039,2635,10760,240,981,388,1312,854,2661,1480,4954,4119,15711,19,84,117,391,37,121,482,1292,655,1888,70,218,152,337,546,1165,773,1718,1425,3604,74,152,9074,26312
POA2256,1753,3483,20,102,134,621,41,176,743,2856,932,3759,68,293,84,294,340,1074,495,1664,1424,5423,7,38,37,124,35,132,287,771,365,1069,30,80,67,133,374,807,470,1024,838,2094,82,177,4099,11168
POA2257,3289,6558,37,207,237,1106,100,436,1537,5943,1917,7696,146,623,211,701,615,1922,971,3248,2887,10945,13,56,86,323,58,233,555,1491,712,2096,67,201,150,328,655,1404,870,1938,1582,4031,144,299,7904,21832
POA2258,516,1041,7,56,59,295,21,102,328,1342,422,1795,37,157,65,226,141,442,240,819,662,2615,3,12,12,24,5,27,79,215,104,272,14,38,23,55,88,190,128,283,227,561,22,42,1424,4253
POA2259,5895,11775,155,894,690,3223,323,1490,3454,13811,4628,19415,382,1565,471,1556,1389,4463,2239,7582,6867,27002,55,266,244,894,144,519,1202,3426,1647,5106,132,407,209,469,1005,2197,1340,3076,2989,8186,201,411,15948,47378
POA2260,2493,4917,41,221,321,1445,75,352,1555,6188,1997,8206,208,866,287,975,547,1671,1046,3507,3042,11711,5,36,70,219,22,84,303,806,399,1149,58,193,91,203,333,702,485,1096,882,2242,69,138,6482,19003
POA2261,5235,10449,104,569,505,2348,181,804,2926,11565,3718,15289,322,1323,369,1255,1229,3904,1918,6479,5638,21761,39,162,191,656,117,387,1143,3118,1481,4322,105,321,276,584,1167,2517,1541,3424,3024,7746,194,410,14094,40370
POA2262,2138,4284,59,321,226,1077,127,588,1082,4271,1489,6255,88,371,101,344,457,1462,641,2177,2129,8427,25,127,86,317,78,290,545,1531,740,2266,54,180,84,181,455,996,591,1350,1332,3620,70,143,5674,16483
POA2263,2521,5058,43,243,155,747,84,400,1056,4123,1340,5514,109,440,143,471,534,1711,785,2621,2125,8136,19,87,93,336,65,246,621,1736,799,2410,43,143,92,204,568,1223,703,1570,1503,3977,124,263,6272,17431
POA2264,1832,3635,30,163,118,563,64,292,711,2779,923,3799,80,327,96,330,307,972,485,1630,1409,5428,11,41,42,164,28,84,277,759,358,1045,26,77,66,136,256,562,345,779,702,1824,46,101,3988,10988
POA2265,651,1303,8,68,73,334,20,97,316,1221,420,1719,36,135,66,236,132,394,232,761,650,2478,4,13,15,61,3,20,89,238,108,322,9,21,21,41,77,171,108,238,214,561,22,41,1537,4374
POA2267,424,835,0,4,24,116,10,52,132,509,172,683,9,42,25,69,67,200,95,312,263,998,0,0,4,19,3,14,37,108,50,146,8,15,8,21,50,93,58,137,113,280,12,20,812,2134
POA2278,234,473,12,53,37,146,22,84,156,618,225,907,20,89,23,88,102,316,149,487,367,1394,5,18,4,21,10,27,45,124,64,190,3,18,4,4,49,111,53,135,121,326,9,12,730,2204
POA2280,3068,6089,63,322,345,1567,94,407,1550,6129,2052,8429,192,759,299,1010,697,2156,1187,3923,3241,12350,23,100,84,293,42,147,425,1147,569,1690,55,164,122,272,455,949,628,1390,1192,3080,88,178,7584,21693
POA2281,1745,3460,19,112,159,730,44,223,705,2771,934,3838,86,366,128,416,424,1320,633,2101,1567,5941,8,37,33,106,31,114,229,606,300,862,34,95,68,161,278,590,381,846,679,1707,55,109,4041,11218
POA2282,1725,3414,22,118,210,967,51,231,885,3508,1165,4819,124,483,207,712,364,1116,696,2315,1862,7141,6,28,55,168,17,56,204,572,287,817,21,75,76,161,214,447,311,676,597,1500,42,91,4230,12141
POA2283,2824,5627,32,164,249,1118,85,392,1092,4276,1454,5959,135,566,188,631,648,2017,968,3217,2428,9176,13,70,83,305,54,211,461,1257,614,1845,44,153,103,227,470,1013,618,1391,1234,3235,76,156,6555,18192
POA2284,1057,2108,25,139,104,469,37,173,513,1975,675,2753,61,247,99,337,276,870,437,1459,1111,4211,13,48,40,133,17,60,243,647,309,884,25,69,61,114,248,542,330,730,636,1611,43,81,2842,8016
POA2285,2859,5684,59,350,349,1623,137,620,2292,8875,2845,11467,198,823,242,845,743,2355,1187,4023,4029,15487,14,61,92,322,43,140,606,1681,756,2209,46,133,123,282,540,1145,710,1561,1460,3765,115,238,8468,25177
POA2286,431,866,3,20,40,190,26,111,263,1018,334,1337,28,113,21,56,105,333,151,505,480,1840,7,20,15,63,3,14,78,210,105,299,6,13,23,52,78,156,109,228,212,530,16,27,1143,3267
POA2287,3407,6798,63,358,438,2016,132,568,2386,9269,3020,12215,223,897,308,1038,908,2849,1436,4782,4452,16993,24,113,109,405,60,238,699,1912,892,2664,74,235,153,350,621,1325,845,1915,1736,4575,160,333,9766,28709
POA2289,1903,3760,26,150,258,1144,54,218,1412,5487,1750,7007,123,521,224,759,405,1254,752,2535,2504,9543,11,38,64,211,17,68,263,676,350,987,37,108,96,225,308,638,441,970,793,1959,69,143,5273,15405
POA2290,3451,6854,66,345,352,1614,122,515,2145,8288,2677,10757,205,852,311,1036,763,2422,1275,4312,3956,15074,23,110,108,354,40,153,569,1555,742,2172,70,219,165,362,688,1489,919,2065,1666,4235,104,211,9172,26374
POA2291,1337,2610,19,87,173,770,35,165,864,3393,1086,4409,85,342,197,635,243,743,530,1720,1614,6133,5,19,41,135,7,13,116,278,159,445,22,58,70,140,156,331,242,525,406,972,51,95,3404,9811
POA2292,232,456,0,9,19,89,6,27,157,597,183,718,3,20,14,44,31,86,44,150,228,861,0,6,10,31,3,4,44,123,63,161,6,11,27,55,57,121,85,190,145,351,16,38,627,1708
POA2293,332,636,0,3,12,35,3,7,126,456,136,511,6,20,14,39,25,73,47,129,184,640,0,3,8,16,3,14,52,132,61,163,5,22,21,42,49,100,79,164,134,333,6,15,659,1632
POA2294,212,414,0,10,7,34,0,10,108,382,113,431,3,9,8,20,23,69,27,92,145,518,0,0,3,13,7,24,37,85,45,120,6,11,6,11,43,93,48,113,99,235,12,29,465,1198
POA2295,876,1715,8,52,49,210,14,57,355,1347,425,1669,35,135,49,165,135,419,218,724,643,2392,0,13,16,47,9,37,103,275,128,369,3,12,22,54,122,246,148,315,282,686,23,52,1826,4846
POA2296,200,382,0,6,5,21,6,17,97,371,108,414,3,10,4,10,12,39,21,63,127,472,0,0,5,20,8,20,49,116,60,160,3,3,4,17,36,72,39,95,102,249,20,34,447,1142
POA2297,149,295,0,4,9,41,3,12,108,407,121,467,3,16,9,38,22,60,37,107,151,575,0,7,8,29,0,5,46,119,57,159,3,8,11,21,31,59,42,83,94,243,10,11,404,1132
POA2298,874,1733,9,70,48,217,12,80,518,1934,596,2299,27,120,61,202,133,400,218,715,815,3017,4,14,22,77,18,49,176,470,217,605,17,59,63,127,213,433,288,613,505,1217,64,127,2259,6097
POA2299,908,1788,8,65,103,480,32,141,663,2608,810,3292,48,207,91,312,173,527,311,1037,1119,4332,11,55,37,143,14,55,221,592,286,848,16,65,64,134,199,434,283,633,572,1481,77,171,2681,7766
POA2300,1328,2560,5,26,70,311,7,34,375,1372,454,1742,17,72,99,326,106,329,229,715,687,2459,0,0,24,64,5,8,123,285,150,362,7,14,54,113,110,220,168,347,312,707,43,83,2368,5817
POA2302,64,124,0,0,0,0,0,0,10,36,10,36,0,0,0,3,0,7,4,9,13,48,0,0,0,5,0,0,3,3,4,8,0,0,3,6,6,8,8,18,10,28,0,7,96,202
POA2303,870,1729,3,34,85,384,11,53,467,1789,571,2261,43,181,107,357,153,479,306,1015,871,3268,3,12,31,95,15,42,139,373,190,517,9,30,46,102,169,347,225,484,418,1009,53,103,2216,6104
POA2304,1442,2850,15,73,109,495,35,158,816,3021,972,3741,58,239,79,239,234,728,365,1204,1340,4945,7,35,44,156,23,80,316,819,396,1088,24,97,72,164,327,711,429,961,823,2053,108,227,3716,10079
POA2305,1169,2312,8,45,151,671,32,153,910,3498,1103,4378,73,312,160,539,243,750,473,1597,1572,5971,10,43,42,134,21,63,202,521,266,764,23,64,64,133,212,447,296,641,560,1403,61,129,3365,9816
