region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
111,0,2383,1403,354,459,482,269,134,36,5520,0,541,1246,1160,2062,3613,3767,4326,2203,18918,526,1023,555,304,298,404,267,175,73,3625,28813,21441,20104,21869,22635,20335,14395,10160,3747,163499,0,1057,14857,24618,26341,25354,17767,9535,1990,121519,0,3474,8306,5331,3770,2112,778,185,20,23976,0,755,2294,4479,4541,1937,1012,992,539,16549,58323,0,0,0,0,0,0,0,0,58323,0,15052,0,0,0,0,0,0,0,15052,0,11839,4563,1932,1523,698,112,3,0,20670,0,1822,900,415,603,814,733,711,422,6420,0,1286,726,328,309,165,64,29,11,2918,0,4807,3628,1059,1072,1028,568,274,65,12501,0,1267,3277,3503,5080,6568,5930,5995,2963,34583,1063,1879,1250,778,674,685,458,262,107,7156,59386,43238,39801,42443,43913,39361,27422,17986,6117,319667
112,0,866,629,410,630,607,291,145,38,3616,0,257,526,799,1844,2984,2673,3164,1620,13867,343,557,325,241,362,462,324,152,63,2829,19853,11284,10240,14464,16949,15315,10572,7569,2754,109000,0,553,6785,13693,16798,17446,12779,7505,1496,77055,0,1779,4158,4359,3853,2542,792,222,33,17738,0,509,1669,3373,3457,1351,595,611,376,11941,39906,0,0,0,0,0,0,0,0,39906,0,9245,0,0,0,0,0,0,0,9245,0,5964,2252,1110,914,474,71,0,0,10785,0,921,400,278,446,639,472,458,310,3924,0,771,492,325,339,190,80,31,14,2242,0,1789,1528,997,1384,1281,617,301,64,7961,0,532,1420,2138,4144,5566,4377,4445,2223,24845,725,1069,733,573,743,847,556,228,90,5564,40631,23132,19437,26846,32078,30336,20339,13801,4606,211206
113,0,784,333,88,156,150,77,36,8,1632,0,331,533,428,851,1319,1488,1704,846,7500,252,415,223,110,167,226,202,120,43,1758,14893,8707,8110,9105,9530,8164,5755,3831,1352,69447,0,540,6651,11007,12293,11115,7362,3667,652,53287,0,1963,3163,1970,1570,805,268,65,13,9817,0,466,1135,1702,1444,564,283,347,175,6116,30004,0,0,0,0,0,0,0,0,30004,0,5640,0,0,0,0,0,0,0,5640,0,4585,1383,625,506,239,22,3,0,7363,0,731,291,141,221,281,278,237,128,2308,0,459,188,97,77,32,19,13,0,885,0,1566,835,275,321,331,182,76,14,3600,0,796,1432,1413,2164,2748,2535,2426,1096,14610,515,835,528,317,354,377,354,189,66,3535,30519,17581,15606,17547,18950,16492,11303,7023,2144,137165
114,0,229,134,102,149,215,182,79,9,1099,0,162,307,316,869,1627,1910,1917,853,7961,208,323,172,127,214,347,261,127,33,1812,11604,6561,5308,7783,9319,9617,7977,4854,1512,64535,0,380,4093,8399,10596,11834,10375,5280,919,51876,0,1167,1993,1934,1795,1189,532,134,13,8757,0,320,920,1802,1718,627,308,342,197,6234,23157,0,0,0,0,0,0,0,0,23157,0,5378,0,0,0,0,0,0,0,5378,0,3995,1197,606,512,246,41,3,0,6600,0,421,157,117,228,329,318,290,210,2070,0,369,159,94,107,77,32,20,8,866,0,460,373,254,360,425,352,147,24,2395,0,354,815,1010,2027,2968,3133,2769,1199,14275,406,612,416,361,471,629,487,214,48,3644,23563,13456,10123,14577,17814,18324,15578,9199,2618,125252
115,0,234,269,116,149,132,97,34,7,1038,0,112,244,314,432,981,1113,1034,608,4838,147,323,181,92,89,150,108,52,28,1170,20902,13908,10133,16131,16026,12756,6977,3269,1262,101364,0,402,9436,23817,24841,20213,10788,3650,642,93789,0,607,1904,1857,1537,864,273,52,14,7108,0,116,440,1460,2082,1064,459,296,143,6060,43000,0,0,0,0,0,0,0,0,43000,0,15905,0,0,0,0,0,0,0,15905,0,9052,5381,1216,498,189,37,0,4,16377,0,805,501,238,255,462,558,580,347,3746,0,476,319,171,151,102,54,22,6,1301,0,452,611,309,321,284,182,68,20,2247,0,238,667,844,1091,1672,1618,1392,791,8313,296,596,399,254,214,275,188,106,35,2363,43296,28649,19658,30166,30990,25125,14157,6166,2002,200209
116,0,364,447,203,300,304,148,58,12,1836,0,208,592,693,993,1828,1721,1453,483,7971,310,500,378,182,169,200,124,84,35,1982,33691,20152,23418,22417,19069,14731,7853,4225,1242,146798,0,1584,22964,29466,25500,19551,9759,3530,519,112873,0,1695,4728,3319,2182,986,269,53,11,13243,0,902,2725,4297,3816,2064,1003,684,290,15781,69135,0,0,0,0,0,0,0,0,69135,0,17703,0,0,0,0,0,0,0,17703,0,13410,8026,2281,1096,403,54,3,0,25273,0,2132,1693,731,915,1283,1044,919,363,9080,0,1055,959,441,370,215,63,35,6,3144,0,929,1279,635,725,662,354,126,24,4734,0,462,1702,2054,2559,3203,2609,2037,626,15252,718,964,851,506,394,336,209,110,46,4134,69853,40836,44927,43730,37557,28703,15364,7497,1885,290352
117,0,5263,6563,1370,617,448,174,85,20,14540,0,1261,4205,3425,2540,2658,2145,1576,698,18508,199,610,800,334,195,196,104,89,35,2562,11979,16294,31422,18726,12379,9963,6072,3671,1230,111736,0,896,15217,15636,10383,8721,5753,2942,479,60027,0,2986,14905,8213,4216,2037,449,71,8,32885,0,142,698,1844,2252,1423,667,523,212,7761,24253,0,0,0,0,0,0,0,0,24253,0,5765,0,0,0,0,0,0,0,5765,0,3335,3207,1330,713,275,42,3,0,8905,0,2561,2361,643,461,547,477,403,205,7658,0,1713,2323,493,225,140,55,25,9,4983,0,9998,14469,3682,1824,1194,529,201,35,31932,0,2491,8838,8007,6416,5459,3978,2558,961,38708,400,1069,1582,827,492,337,188,120,42,5057,24653,30956,63600,40675,26982,20133,12138,6846,1951,227934
118,0,3304,4952,988,395,378,234,111,42,10404,0,617,2413,2444,1858,2557,2489,2498,1626,16502,192,388,664,276,160,154,112,81,38,2065,16980,13570,22976,18456,14068,11526,7914,5460,2645,113595,0,372,11314,19383,15496,12594,8514,4716,1205,73594,0,1542,10222,5390,2686,1488,523,107,28,21986,0,115,477,1718,2534,1469,602,554,384,7853,34225,0,0,0,0,0,0,0,0,34225,0,9580,0,0,0,0,0,0,0,9580,0,3946,3457,1178,803,386,74,3,0,9847,0,1788,1422,389,327,448,497,460,318,5649,0,1002,1223,246,161,129,56,28,14,2859,0,6342,9827,2131,919,813,484,218,76,20810,0,1226,4653,4692,3811,4346,3775,3364,2109,27976,409,730,1235,591,360,285,189,121,53,3973,34634,26643,43830,35718,27097,21958,14714,9571,4187,218352
119,0,1258,1535,566,662,572,286,146,54,5079,0,474,1587,1681,2328,3548,3893,4571,2696,20778,466,577,655,399,280,299,255,218,117,3266,47388,31914,38449,36312,33821,26417,17873,12974,5213,250361,0,3595,36415,46762,43606,34153,22814,13042,2696,203083,0,1624,5791,4236,3336,1745,536,137,27,17432,0,490,2694,5497,6584,3667,1822,1696,997,23447,96979,0,0,0,0,0,0,0,0,96979,0,29887,0,0,0,0,0,0,0,29887,0,18136,14989,5124,2775,1175,175,3,3,42380,0,4008,3358,1313,1479,2021,1788,1754,845,16566,0,2160,2538,740,709,423,163,74,17,6824,0,3048,4667,1555,1617,1324,680,301,104,13296,0,1086,3731,4120,5310,6577,6218,6350,3571,36963,934,1109,1457,919,678,556,406,318,159,6536,97913,65143,75640,70266,66094,51641,34602,23675,8419,493393
120,0,1976,2729,836,468,415,212,125,50,6811,0,406,1794,2116,2036,2523,2182,2132,1098,14287,216,344,488,242,188,173,116,86,43,1896,19767,14707,22866,20946,17492,13538,8164,5599,2147,125226,0,1025,17569,24101,19878,15301,9273,5264,996,93407,0,1425,6998,4610,3080,1774,461,99,25,18472,0,126,666,2114,2957,1747,765,737,395,9507,39914,0,0,0,0,0,0,0,0,39914,0,12272,0,0,0,0,0,0,0,12272,0,5575,5228,1936,1153,400,79,5,0,14376,0,1931,1863,554,509,704,677,722,399,7359,0,1471,1762,349,241,157,64,44,12,4100,0,4095,6147,1737,1048,852,463,224,79,14645,0,845,3560,3957,3849,4205,3413,2924,1417,24170,446,637,927,526,404,299,203,136,58,3636,40360,29402,44720,39884,33119,25439,15398,10155,3381,241858
121,0,1281,2581,699,391,409,222,93,45,5721,0,573,2578,2625,2233,3295,3629,3586,2419,20938,266,489,539,256,208,254,204,100,67,2383,31957,20247,25774,29131,26470,20870,13404,8573,4044,180470,0,648,19611,38391,35899,27233,17234,8678,2194,149888,0,1439,8347,4663,3199,1901,683,128,29,20389,0,98,512,2394,3839,2310,786,730,499,11168,65012,0,0,0,0,0,0,0,0,65012,0,22677,0,0,0,0,0,0,0,22677,0,7783,6240,1653,1048,515,76,3,0,17318,0,2088,1693,475,409,666,750,666,467,7214,0,1036,1151,309,226,156,82,28,12,3000,0,2435,5475,1487,858,829,454,191,77,11806,0,1181,5114,5055,4360,5349,5120,4688,3061,33928,550,918,1028,535,428,423,354,162,86,4484,65562,40303,49171,54962,50266,39382,25539,15274,6425,346884
122,0,584,1152,408,281,261,166,83,25,2960,0,202,890,1078,1134,1800,2226,2450,1685,11465,216,331,322,201,150,168,147,103,42,1680,22074,11495,14129,18940,16388,12637,9037,5960,2742,113402,0,414,10392,24775,21599,16574,11802,5866,1356,92778,0,1119,6014,4208,2785,1478,497,95,20,16216,0,93,475,1707,2639,1438,557,517,327,7753,44970,0,0,0,0,0,0,0,0,44970,0,12045,0,0,0,0,0,0,0,12045,0,6370,3773,1198,787,367,52,0,0,12547,0,785,715,284,272,463,463,506,358,3846,0,651,771,334,256,173,63,15,19,2282,0,1230,2753,1054,699,580,331,156,49,6852,0,475,2004,2412,2556,3154,3245,3206,2229,19281,432,649,666,416,351,308,241,156,61,3280,45402,23831,27563,36388,31944,24535,17251,10517,4419,221850
123,0,313,272,139,208,258,126,39,5,1360,0,185,545,560,942,1692,1495,1213,473,7105,319,538,350,138,148,197,101,65,31,1887,25208,16218,15763,16780,16269,13123,6453,3262,1050,114126,0,1033,13708,20667,21263,17830,8392,2902,497,86292,0,1776,4448,3216,2341,1218,297,69,10,13375,0,654,2202,3410,3136,1600,574,405,167,12148,50831,0,0,0,0,0,0,0,0,50831,0,13109,0,0,0,0,0,0,0,13109,0,12138,5560,1419,621,250,35,3,0,20026,0,1321,780,384,605,901,660,564,292,5507,0,738,496,299,236,160,68,23,6,2026,0,615,776,431,499,528,271,95,15,3230,0,454,1466,1707,2132,2929,2264,1638,604,13194,670,1028,774,415,335,355,175,93,37,3882,51501,32866,30210,31948,31168,25771,12736,5792,1628,223620
124,0,518,514,249,369,404,194,89,27,2364,0,263,837,926,1523,2677,2499,2056,954,11735,403,590,382,192,257,299,179,103,47,2452,28735,18714,18395,19893,20213,16927,9168,4930,1833,138808,0,1216,15584,23492,24583,21922,11050,4212,762,102821,0,2747,6213,4495,3302,1848,481,108,20,19214,0,787,2332,3919,3835,1871,778,595,315,14432,57994,0,0,0,0,0,0,0,0,57994,0,14692,0,0,0,0,0,0,0,14692,0,13215,5759,1692,904,390,69,7,0,22036,0,1298,855,430,617,908,729,604,325,5766,0,903,521,338,266,205,72,52,48,2405,0,1028,1278,723,818,835,438,175,44,5339,0,617,2227,2604,3493,4669,3771,2822,1226,21429,767,1176,894,553,529,512,308,144,62,4945,58761,37679,35663,38246,38347,33160,17696,8719,2802,271073
