region_id,Bosnia_Herzegovina_Befre_1941,Bosnia_Herzegovina_1941_1950,Bosnia_Herzegovina_1951_1960,Bosnia_Herzegovina_1961_1970,Bosnia_Herzegovina_1971_1980,Bosnia_Herzegovina_1981_1990,Bosnia_Herzegovina_1991_2000,Bosnia_Herzegovina_2001_2005,Bosnia_Herzegovina_2006,Bosnia_Herzegovina_2007,Bosnia_Herzegovina_2008,Bosnia_Herzegovina_2009,Bosnia_Herzegovina_2010,Bosnia_Herzegovina_2011,Bosnia_Herzegovina_arrival_ns,Bosnia_Herzegovina_Tot,Cambodia_Before_1941,Cambodia_1941_1950,Cambodia_1951_1960,Cambodia_1961_1970,Cambodia_1971_1980,Cambodia_1981_1990,Cambodia_1991_2000,Cambodia_2001_2005,Cambodia_2006,Cambodia_2007,Cambodia_2008,Cambodia_2009,Cambodia_2010,Cambodia_2011,Cambodia_Yr_arrival_ns,Cambodia_Tot,Canada_Before_1941,Canada_1941_1950,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2005,Canada_2006,Canada_2007,Canada_2008,Canada_2009,Canada_2010,Canada_2011,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1941,China_exc_SARs_Taiwan_41_50,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_05,China_exc_SARs_Taiwan_2006,China_exc_SARs_Taiwan_2007,China_exc_SARs_Taiwan_2008,China_exc_SARs_Taiwan_2009,China_exc_SARs_Taiwan_2010,China_exc_SARs_Taiwan_2011,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1941,Croatia_1941_1950,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2005,Croatia_2006,Croatia_2007,Croatia_2008,Croatia_2009,Croatia_2010,Croatia_2011,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1941,Egypt_1941_1950,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2005,Egypt_2006,Egypt_2007,Egypt_2008,Egypt_2009,Egypt_2010,Egypt_2011,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1941,Fiji_1941_1950,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2005,Fiji_2006,Fiji_2007,Fiji_2008,Fiji_2009,Fiji_2010,Fiji_2011,Fiji_Yr_arrival_NS,Fiji_Tot,Frmr_Y_R_M_FYROM_Bef_1941,Frmr_Y_R_M_FYROM_1941_1950,Frmr_Y_R_M_FYROM_1951_1960,Frmr_Y_R_M_FYROM_1961_1970,Frmr_Y_R_M_FYROM_1971_1980,Frmr_Y_R_M_FYROM_1981_1990,Frmr_Y_R_M_FYROM_1991_2000,Frmr_Y_R_M_FYROM_2001_2005,Frmr_Yug_Rep_Mac_FYROM_2006,Frmr_Yug_Rep_Mac_FYROM_2007,Frmr_Yug_Rep_Mac_FYROM_2008,Frmr_Yug_Rep_Mac_FYROM_2009,Frmr_Yug_Rep_Mac_FYROM_2010,Frmr_Yug_Rep_Mac_FYROM_2011,Frmr_Y_R_M_FYROM_arrival_ns,Frmr_Yug_Rep_Mac_FYROM_Tot,Germany_Before_1941,Germany_1941_1950,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2005,Germany_2006,Germany_2007,Germany_2008,Germany_2009,Germany_2010,Germany_2011,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1941,Greece_1941_1950,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2005,Greece_2006,Greece_2007,Greece_2008,Greece_2009,Greece_2010,Greece_2011,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1941,Hng_Kng_SAR_China_1941_1950,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2005,Hong_Kong_SAR_China_2006,Hong_Kong_SAR_China_2007,Hong_Kong_SAR_China_2008,Hong_Kong_SAR_China_2009,Hong_Kong_SAR_China_2010,Hong_Kong_SAR_China_2011,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1941,India_1941_1950,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2005,India_2006,India_2007,India_2008,India_2009,India_2010,India_2011,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1941,Indonesia_1941_1950,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2005
111,0,0,3,31,16,6,129,4,4,0,0,6,0,0,3,202,0,0,0,0,10,23,24,12,0,3,4,5,0,0,6,87,0,3,8,56,60,80,86,63,22,24,25,34,27,18,17,523,6,12,35,21,43,122,141,161,61,53,96,138,173,75,76,1213,3,6,48,164,39,12,35,13,0,0,5,3,0,0,22,350,0,5,25,41,16,10,12,8,3,5,5,5,7,0,7,149,3,7,6,19,36,75,55,19,3,0,5,8,8,4,20,268,8,6,112,459,204,84,42,9,3,3,3,3,5,3,39,983,3,498,514,128,56,76,45,57,14,11,15,16,11,8,64,1516,9,32,219,217,34,19,9,3,0,0,0,0,0,3,34,579,3,0,5,10,52,75,58,16,3,3,8,10,7,9,14,273,0,28,17,52,82,69,145,167,78,111,121,82,55,33,52,1092,0,6,15,11,10,35,49,42
112,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,4,0,4,3,0,14,5,3,15,58,82,62,83,63,11,8,19,23,13,15,16,476,0,15,15,13,18,24,35,50,15,19,39,58,81,17,32,431,0,4,25,27,17,0,3,0,0,0,0,0,0,0,0,76,3,7,15,18,6,5,6,3,0,0,0,0,0,0,3,66,7,3,20,30,21,24,22,16,3,13,4,3,4,0,8,178,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,11,3,112,317,127,82,222,171,80,16,14,13,18,16,7,52,1250,5,7,29,19,12,5,5,0,0,0,0,0,0,0,5,87,3,5,0,14,13,22,14,10,0,5,0,9,3,0,12,110,4,21,30,39,53,51,45,49,13,21,34,35,25,9,31,460,0,4,24,13,8,25,23,28
113,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,0,7,18,13,27,18,0,0,11,7,4,0,8,122,0,0,7,6,3,45,60,55,20,28,18,75,55,11,27,410,0,4,8,26,6,0,5,0,0,0,0,0,0,0,0,49,0,5,6,0,3,6,25,32,7,0,7,8,8,0,6,113,0,3,3,11,11,44,66,41,0,6,5,16,18,7,16,247,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,0,57,119,46,25,24,11,11,0,5,6,3,5,4,16,332,0,0,16,21,8,3,3,0,0,0,0,0,0,0,4,55,0,0,0,4,8,22,14,12,3,0,5,0,3,4,10,85,0,4,4,12,27,47,200,185,81,102,218,180,82,55,52,1249,0,3,3,0,6,7,6,4
114,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,7,3,0,0,0,0,0,0,3,16,0,0,17,49,36,38,31,13,0,4,3,6,3,0,9,209,3,14,9,10,11,40,30,37,10,11,8,21,6,4,35,249,0,5,24,96,24,0,12,4,0,0,3,0,0,0,5,173,3,6,28,23,10,3,10,3,0,0,3,0,0,3,3,95,3,4,6,10,20,17,16,5,3,0,3,0,0,0,15,102,0,0,0,31,18,0,4,4,0,0,3,0,0,0,0,60,0,137,375,139,55,67,36,13,3,3,7,4,0,3,30,872,0,3,50,99,22,4,4,3,3,0,0,0,3,0,4,195,3,4,3,14,14,14,11,4,3,0,0,0,3,3,0,76,0,24,12,31,24,9,19,35,14,19,11,22,8,3,14,245,0,8,18,8,10,6,16,3
115,0,0,3,23,14,7,39,4,0,0,0,0,0,0,3,93,0,0,0,0,14,51,18,0,0,0,3,0,0,3,6,95,0,4,11,37,50,72,78,46,5,9,15,14,11,12,16,380,7,33,71,80,124,1086,1442,963,145,155,183,142,105,55,155,4746,4,6,62,265,71,46,51,4,0,0,0,0,0,3,6,518,0,18,44,149,80,163,112,65,9,4,6,11,0,0,28,689,3,0,13,34,81,353,220,70,12,17,4,3,0,3,29,842,0,0,0,19,22,14,0,3,0,0,0,0,0,0,3,61,4,183,244,130,92,94,88,66,12,19,7,13,20,15,29,1016,3,5,90,177,64,9,7,3,0,0,0,0,3,3,28,392,3,7,24,48,222,803,1287,167,37,28,32,15,22,3,55,2753,3,14,26,176,296,832,1723,890,195,164,105,95,108,65,119,4811,0,6,31,25,91,219,302,144
116,0,8,0,54,37,34,458,35,5,0,3,3,4,0,10,651,0,0,0,0,16,51,27,13,0,4,0,0,4,0,5,120,0,3,9,21,46,39,51,41,10,8,4,12,16,8,17,285,3,11,35,45,105,674,979,565,114,137,145,104,90,27,108,3142,0,10,79,496,164,68,217,38,0,3,0,3,0,0,32,1110,0,21,53,229,229,366,355,220,36,53,62,29,43,21,54,1771,0,4,3,31,216,1683,2232,1243,216,200,157,165,99,65,208,6522,0,0,3,56,85,36,22,11,4,0,3,3,0,0,3,226,0,277,293,159,87,79,65,47,4,4,3,10,10,8,49,1095,3,9,128,384,110,59,23,9,0,3,3,6,0,3,34,774,3,0,7,20,87,305,281,58,14,5,8,8,9,3,25,833,4,6,12,152,268,873,3687,3961,1278,1480,1478,1022,445,253,428,15347,0,6,24,12,125,265,448,271
117,0,0,0,35,29,25,144,5,3,0,7,3,0,3,3,257,0,0,0,0,35,75,37,11,9,0,0,5,9,6,7,194,0,0,11,45,109,123,135,133,39,59,57,85,128,95,47,1066,0,29,71,94,287,1302,2049,1985,632,860,1072,1039,926,395,558,11299,0,3,59,246,70,45,75,19,3,3,5,4,4,3,19,558,4,32,113,267,122,85,51,15,6,15,9,14,3,4,48,788,3,4,10,29,174,328,158,78,11,15,10,7,20,6,41,894,0,0,10,163,150,66,28,22,4,0,8,6,5,3,13,478,7,72,132,112,108,136,145,193,68,83,94,81,117,93,80,1521,7,45,809,1871,329,86,38,12,8,6,16,14,18,4,175,3438,4,3,20,44,240,648,513,283,64,94,107,120,95,47,91,2373,0,13,13,76,97,217,339,434,201,265,311,276,354,193,109,2898,0,4,10,22,196,433,1284,983
118,0,0,3,26,13,22,61,7,0,4,0,0,0,0,0,136,0,0,0,0,17,31,12,3,0,0,3,5,4,3,10,88,0,6,14,58,114,94,154,168,47,42,55,71,73,46,40,982,15,72,168,104,170,810,909,792,272,391,592,844,939,438,345,6861,0,3,82,137,43,26,35,6,0,0,4,3,0,3,17,359,6,110,295,260,82,68,37,9,0,9,6,4,0,5,18,909,3,3,9,18,78,153,69,36,14,15,13,12,17,9,23,472,0,0,0,14,15,14,6,0,0,3,0,0,0,0,7,59,104,146,190,161,106,163,171,263,79,89,73,74,91,42,68,1820,63,137,795,771,141,44,26,8,3,9,5,3,3,6,135,2149,7,8,23,95,271,506,625,238,81,98,103,151,113,59,83,2461,0,29,33,196,189,143,179,188,80,68,120,100,121,69,65,1580,0,10,30,39,155,447,744,475
119,0,0,9,97,45,65,598,80,5,3,4,6,6,3,18,939,0,0,0,5,102,234,85,23,3,8,4,9,5,0,14,492,7,3,11,25,52,74,93,60,7,5,15,13,14,11,12,402,12,85,269,301,850,7385,10589,7722,1661,2035,2106,1862,1521,616,1472,38486,0,20,266,900,245,120,181,32,11,3,0,3,3,3,41,1828,0,121,395,990,784,855,836,331,99,178,179,142,152,45,199,5306,3,3,19,55,382,1299,945,328,72,71,74,85,61,35,160,3592,6,10,129,2379,2010,883,675,245,46,54,36,44,43,12,218,6790,12,233,320,199,103,120,96,91,18,24,14,17,15,8,67,1337,19,130,2855,6518,1474,376,224,76,17,14,23,23,27,24,640,12440,3,9,45,114,813,2046,2157,487,96,100,81,83,61,26,158,6279,0,26,19,186,262,553,1187,1329,624,747,810,522,349,210,220,7044,0,9,16,36,350,970,1656,868
120,0,0,3,40,13,12,85,0,0,3,3,0,0,0,4,163,0,0,0,0,58,78,15,12,3,3,0,7,0,4,6,186,0,8,6,31,98,93,97,90,19,26,32,22,40,29,20,611,12,65,221,210,448,2725,3889,3747,975,1095,1248,1128,876,348,734,17721,3,7,135,355,94,25,36,9,3,3,0,0,4,3,29,706,0,34,112,241,155,136,77,18,11,12,4,13,15,6,37,871,3,8,24,38,153,278,153,73,10,8,5,15,11,10,32,821,4,0,23,59,46,22,6,6,0,3,0,3,0,3,9,184,5,131,160,102,80,118,100,112,38,33,28,35,42,15,44,1043,6,49,815,1549,227,58,25,7,3,3,4,7,4,3,133,2893,3,18,31,99,471,905,764,271,63,73,64,72,48,23,72,2977,0,7,12,166,302,481,917,1438,600,798,875,631,621,404,194,7446,0,0,13,27,114,203,366,206
121,0,0,4,16,4,3,68,3,0,0,0,3,0,0,0,101,0,0,0,0,10,47,18,7,4,0,0,5,5,0,0,96,6,10,19,130,231,192,263,210,44,53,49,71,84,62,36,1460,35,105,231,217,362,2566,3579,2664,588,714,833,677,727,293,564,14155,3,4,125,284,71,41,57,8,4,0,6,4,4,3,19,633,3,50,107,250,71,69,20,16,8,3,3,6,8,0,17,631,14,8,42,65,118,172,135,49,15,16,13,14,14,13,12,700,0,0,14,46,36,35,25,8,0,3,3,0,0,0,8,178,64,202,316,231,175,213,267,233,80,75,88,77,95,75,56,2247,7,36,172,229,57,24,11,10,0,0,0,4,0,4,33,587,16,13,120,243,740,2392,2410,569,107,131,125,143,118,51,177,7355,6,67,69,270,370,700,1337,1106,387,492,522,353,523,311,200,6713,3,23,41,53,164,324,544,284
