region_id,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
111,119,120,211,274,263,151,52,19,8,1217,5588,8239,14869,16488,17316,9906,1299,145,14,73864,12,32,84,81,117,90,34,8,0,458,30,270,910,793,813,499,31,0,0,3346,695,1425,3206,3701,3829,2196,276,25,0,15353,57,224,653,678,738,423,33,0,0,2806,666,1508,2853,2890,2615,1534,263,14,0,12343,159,403,937,1157,1153,745,135,18,0,4707,3056,3167,3145,3042,2801,1744,345,35,6,17341,3368,2325,1674,1336,1177,771,161,21,4,10837,82,324,1029,1506,1924,1377,293,21,0,6556,108,194,396,401,345,211,36,0,0,1691,67,536,1473,1365,1094,519,92,13,3,5162,162,238,449,509,475,313,87,31,7,2271,227,970,2681,2298,1945,1386,331,32,0,9870,160,429,997,1052,1107,751,125,13,0,4634,108,648,2127,2710,2611,1363,103,9,0,9679,231,829,2628,3146,3882,2784,331,28,0,13859,371,1793,4636,5560,6596,4012,558,57,3,23586,273,309,398,349,302,204,57,16,0,1908
112,56,61,117,180,184,138,59,21,7,823,3058,3138,6517,10193,12603,7880,1194,160,23,44766,100,138,391,616,935,1102,623,219,20,4144,5,31,89,128,140,80,18,0,0,491,349,553,1116,1453,1736,1027,168,19,3,6424,8,37,124,221,245,140,14,3,0,792,356,707,1605,2032,2123,1313,155,7,0,8298,90,163,507,668,711,494,75,16,3,2727,2108,1423,1755,2186,2367,1537,284,23,3,11686,1711,1114,1456,1410,1517,1024,196,18,0,8446,57,107,313,679,996,842,228,21,0,3243,67,92,208,266,317,185,39,0,4,1178,35,88,252,451,515,297,57,12,3,1710,88,130,241,355,403,303,71,20,0,1611,78,232,728,1143,1054,881,179,28,0,4323,57,174,440,716,863,586,97,6,0,2939,59,147,639,1313,1491,876,89,6,0,4620,66,243,1135,2140,2794,2068,186,18,3,8653,172,599,1725,3120,4744,3105,354,26,3,13848,96,128,239,351,335,205,45,10,0,1409
113,53,59,93,113,134,114,68,18,5,657,2340,2924,5610,6857,7633,4708,957,148,22,31199,188,393,1003,1414,1915,1665,991,298,52,7919,3,15,40,48,49,29,3,0,0,187,465,837,1697,1682,1644,910,164,10,0,7409,16,92,194,272,290,186,22,0,0,1072,390,641,914,938,940,634,103,8,0,4568,117,240,453,541,552,349,90,13,0,2355,1467,942,1305,1299,1441,923,173,17,0,7567,1070,637,668,622,744,471,93,10,4,4319,56,156,424,684,930,761,164,16,0,3191,30,75,107,102,113,56,10,0,0,493,29,126,299,313,278,139,13,4,0,1201,48,79,105,162,152,108,26,7,0,687,79,241,454,500,515,338,84,12,0,2223,66,132,254,355,399,269,47,6,0,1528,243,514,1196,1409,1280,713,77,3,5,5440,70,282,1036,1560,1719,1192,174,19,0,6052,135,581,1383,1719,2155,1385,203,17,3,7581,49,54,79,100,106,67,20,0,0,475
114,34,41,58,97,94,77,36,17,10,464,1805,1866,3440,5560,7031,4565,825,93,16,25201,36,75,140,189,291,289,226,63,17,1326,3,25,66,81,81,56,15,0,0,327,234,372,741,1052,1269,767,152,14,0,4601,10,33,89,135,182,99,11,0,0,559,251,493,853,1071,1135,845,130,15,4,4797,40,78,202,336,319,264,89,11,0,1339,996,673,1005,1212,1391,1009,255,28,4,6573,1111,605,643,776,856,586,156,15,0,4748,35,76,221,469,626,547,134,5,0,2113,31,49,71,136,150,98,33,12,0,580,11,53,124,241,292,176,76,13,0,986,55,74,137,214,240,206,59,5,0,990,52,123,342,656,696,617,231,18,0,2735,52,83,223,375,516,363,80,9,0,1701,62,314,830,1181,1192,644,68,3,0,4294,53,176,489,982,1471,1035,184,14,0,4404,121,391,823,1496,2368,1625,221,28,0,7073,62,87,103,191,208,145,43,7,0,846
115,69,94,179,281,243,168,54,10,3,1101,3277,5162,7865,12227,13011,8000,1344,110,6,51002,53,74,173,232,311,285,147,43,8,1326,3,6,34,52,56,43,9,0,0,203,287,569,1244,2382,2633,1633,380,33,3,9164,11,59,138,289,321,208,27,3,0,1056,500,1088,1710,2678,2320,1297,336,21,0,9950,138,405,1089,1984,2122,1302,299,35,0,7374,1815,1985,1622,2177,2222,1511,393,32,3,11760,1606,847,558,660,765,414,103,9,3,4965,62,169,446,931,1162,837,208,12,0,3827,113,305,553,704,604,308,47,4,0,2638,82,499,1337,1814,1547,902,126,12,0,6319,100,197,329,410,471,363,98,16,0,1984,191,943,1867,2735,2570,1762,415,32,3,10518,103,293,478,713,729,491,127,3,0,2937,41,268,910,1356,1519,932,142,6,0,5174,342,739,1295,2129,2875,2084,335,27,0,9826,311,1002,1537,2482,3171,2293,432,52,0,11280,241,273,233,261,235,148,51,9,0,1451
116,105,195,357,353,326,173,49,14,4,1576,3529,6318,15062,14923,13166,7164,734,47,4,60947,26,51,139,137,160,108,29,3,0,653,0,14,40,46,25,21,0,0,0,146,394,1110,3556,4585,4595,2510,308,11,0,17069,22,107,358,479,395,235,22,0,0,1618,480,979,2601,2362,1761,1111,154,4,0,9452,184,628,2257,2386,1891,1032,138,10,0,8526,1817,2351,3678,2961,2235,1307,176,13,0,14538,1996,1168,1313,1056,977,509,82,6,0,7107,129,611,2217,2723,2642,1519,201,6,0,10048,117,269,852,708,438,198,23,4,0,2609,108,835,2885,2067,1315,631,38,0,0,7879,65,184,433,346,305,180,39,3,0,1555,147,789,2492,2043,1211,604,108,7,0,7401,114,481,1179,1067,960,582,78,0,0,4461,96,628,1918,2217,2145,1237,162,8,0,8411,169,564,1838,1981,1758,1166,167,8,0,7651,302,1258,3262,3892,3857,2404,329,15,4,15323,164,279,340,266,198,140,18,3,0,1408
117,53,226,514,274,191,97,45,18,6,1424,1620,8175,26083,15097,9486,5603,1040,111,16,67231,3,23,42,26,15,27,6,3,0,145,0,16,84,54,53,15,10,3,0,235,69,482,2154,1652,1225,746,143,10,3,6484,5,44,257,210,154,71,19,0,0,760,96,479,1918,1374,872,480,101,13,0,5333,49,432,2220,1593,928,495,113,19,0,5849,631,2256,4097,2127,1357,818,186,22,6,11500,888,2913,5182,2122,1219,623,132,18,3,13100,46,331,1660,1696,1444,787,133,6,0,6103,93,746,3580,2282,1001,439,81,9,0,8231,51,872,6036,3643,1386,520,92,17,3,12620,60,239,912,610,371,233,85,20,4,2534,118,1745,9596,5201,2667,1397,310,40,3,21077,60,610,2577,1518,883,486,109,9,0,6252,81,829,2807,2244,1786,1007,177,14,0,8945,141,896,3431,2875,2234,1623,299,27,0,11526,146,1046,4131,3149,2461,1700,362,28,3,13026,116,518,1512,1006,635,329,87,18,0,4221
118,50,161,410,297,262,163,85,28,8,1464,1535,6073,19731,14414,10973,7104,1813,248,36,61927,4,20,50,36,37,44,26,7,0,224,0,20,87,69,44,33,18,3,0,274,65,303,1432,1259,985,709,197,31,4,4985,4,35,224,171,137,84,18,0,0,673,143,614,2316,1678,1102,659,202,28,8,6750,51,295,1501,1465,1014,668,252,46,9,5301,659,1688,2449,1731,1409,1121,406,73,7,9543,813,1643,2371,1400,931,603,190,46,10,8007,40,244,1063,1207,1181,765,204,15,0,4719,107,441,2186,1808,1002,403,93,10,0,6050,28,600,4486,3641,1783,739,233,63,16,11589,59,268,863,753,534,408,158,55,19,3117,106,1289,6879,5035,3053,1854,602,78,14,18910,56,435,1756,1210,732,476,126,25,0,4816,81,522,1788,1442,1431,917,205,11,0,6397,234,829,2749,2351,2456,1928,435,51,0,11033,167,898,3527,3002,3131,2447,722,105,16,14015,130,406,983,813,525,278,120,23,0,3278
119,123,377,684,601,562,318,71,29,5,2770,4267,10552,24567,23274,22481,12015,1848,162,38,99204,0,26,47,45,53,43,12,0,3,229,3,18,47,57,34,19,0,0,0,178,358,1072,3748,4700,5705,3361,602,57,9,19612,26,106,358,466,379,304,51,3,0,1693,612,1614,3960,4135,3307,1832,376,20,6,15862,192,749,2943,3139,2839,1456,289,21,3,11631,2235,3792,5848,4529,4132,2335,443,46,3,23363,2340,2936,4240,2734,2885,1502,244,27,7,16915,191,952,3816,4810,5005,2867,513,28,0,18182,121,497,1652,1330,919,411,57,10,0,4997,123,1241,4889,3798,2216,927,105,17,3,13319,122,365,976,892,687,362,100,16,3,3523,231,1607,5187,4010,2802,1517,363,41,6,15764,145,788,2314,1910,1780,1184,231,9,3,8364,95,680,2651,2962,3089,1821,267,21,3,11589,283,1119,3063,3278,3457,2421,463,28,4,14116,415,1961,5109,5174,5751,3600,695,50,12,22767,253,491,679,596,496,310,90,6,0,2921
120,55,156,386,307,272,160,45,18,4,1403,1985,5930,18103,16245,13773,8073,1367,119,20,65615,6,15,31,29,38,28,24,5,0,176,3,9,62,51,26,20,6,0,0,177,123,428,1980,1944,1775,1143,231,16,5,7645,4,32,253,249,183,144,34,0,0,899,137,582,1786,2020,1607,917,210,11,0,7270,70,351,1961,1982,1470,774,175,18,3,6804,932,1965,3171,2172,1943,1124,275,42,0,11624,992,1879,2756,1353,1185,675,134,13,0,8987,39,213,1092,1303,1442,856,180,8,0,5133,87,412,1848,1711,1017,468,80,4,3,5630,57,611,4069,3709,1809,678,104,10,0,11047,79,208,799,732,486,332,88,23,3,2750,132,1132,5299,4848,3117,1750,365,47,0,16690,64,461,1622,1305,959,550,139,10,0,5110,53,465,1862,1843,1897,1205,177,17,4,7523,230,739,2515,2602,2990,2421,384,25,3,11909,204,1121,3642,3494,3644,2547,612,61,8,15333,176,387,704,588,509,297,54,17,3,2735
121,90,182,371,439,402,299,111,39,13,1946,3572,7942,21248,21550,20536,13213,3208,366,46,91681,14,20,44,70,97,86,100,18,5,454,4,19,110,125,144,97,32,3,0,534,205,437,1902,2435,2284,1356,408,43,3,9073,8,51,238,296,303,197,40,4,0,1137,195,699,1802,2120,1814,1187,314,41,4,8176,111,467,2301,2972,2580,1376,376,61,14,10258,1767,2542,2982,2444,2422,1760,578,83,5,14583,1702,2074,2149,1377,1268,700,168,18,4,9460,61,210,814,1167,1372,888,232,27,0,4771,231,600,2543,2606,1824,869,217,39,0,8929,65,903,5876,6716,4512,2041,491,90,23,20717,110,366,843,992,947,765,299,50,16,4388,290,2010,8595,8904,7495,4836,1548,240,17,33935,130,460,1574,1644,1423,978,299,37,3,6548,53,455,1812,1811,1919,1407,308,47,0,7812,558,1157,2731,3084,4076,3482,816,84,7,15995,406,1552,4182,4622,5504,4164,1347,127,14,21918,247,418,681,617,530,352,126,26,6,3003
122,87,93,246,335,308,178,72,17,10,1346,2766,4560,11817,14704,13563,8229,1900,190,23,57752,9,27,45,45,62,46,42,12,4,292,0,8,45,65,42,43,15,3,0,221,242,405,1457,2041,1957,1156,327,34,7,7626,6,42,148,217,220,160,25,3,0,821,335,901,2394,2741,2101,1215,292,24,3,10006,117,374,1592,2255,1951,1156,296,43,3,7787,1523,1616,2090,2177,2216,1541,520,65,0,11748,1391,1211,1493,1063,904,490,126,18,3,6699,48,121,547,883,1012,702,196,10,4,3523,193,282,1061,1413,1033,453,121,12,0,4568,42,329,1906,3116,1965,852,213,24,4,8451,92,226,545,717,588,406,158,30,9,2771,160,853,3324,4887,3745,2229,714,89,8,16009,73,311,1054,1312,1092,629,179,17,0,4667,38,221,912,1384,1341,929,171,14,0,5010,232,515,1712,2161,2538,1873,379,41,0,9451,258,858,2118,2692,3240,2425,582,56,7,12236,226,286,436,489,428,232,89,14,6,2206
123,92,135,227,221,248,146,39,7,3,1118,3367,5455,10651,11643,12071,6807,733,55,6,50788,43,74,125,144,156,128,58,18,6,752,8,36,159,188,157,147,4,0,0,699,498,1127,2685,3559,3862,2267,293,12,3,14306,33,106,298,343,351,224,25,0,0,1380,588,1243,2291,2197,1725,1078,128,10,0,9260,146,507,1247,1359,1360,769,114,4,0,5506,1531,1866,2401,2215,2249,1292,188,8,3,11753,1991,1028,968,775,755,430,56,3,0,6006,124,507,1604,2186,2343,1539,244,13,3,8563,80,231,394,376,291,191,10,0,0,1573,50,428,1293,1174,912,469,58,0,0,4384,87,185,391,395,339,226,58,9,0,1690,151,613,1353,1140,1034,701,129,13,0,5134,155,408,776,797,832,479,72,3,0,3522,89,424,1571,1880,1818,1178,120,8,0,7088,141,555,1747,2021,2181,1637,217,16,0,8515,269,1002,2211,2711,3109,2014,264,18,0,11598,172,240,291,244,242,167,21,8,0,1385
124,109,169,246,274,312,171,41,20,7,1349,4419,6809,13086,14596,15596,9361,1275,90,11,65243,50,85,175,222,219,166,66,14,3,1000,5,23,76,85,106,55,16,0,0,366,525,1130,2891,3605,3706,2278,325,21,3,14484,35,131,405,527,541,363,33,3,0,2038,807,1564,3106,2810,2356,1472,218,7,0,12340,182,573,1523,1661,1589,1001,155,10,3,6697,2212,2323,2949,2724,2671,1762,284,14,4,14943,2432,1439,1287,1063,1072,647,107,13,0,8060,122,518,1742,2138,2236,1668,272,14,0,8710,98,229,459,526,502,313,56,9,0,2192,99,597,1469,1313,1106,547,77,9,5,5222,149,252,455,430,405,286,69,8,0,2054,186,682,1459,1570,1354,1009,255,21,0,6536,184,465,931,934,916,597,104,6,0,4137,157,864,2429,2972,2961,1784,207,12,0,11386,188,648,2159,2788,3509,2520,375,20,4,12211,366,1227,2827,3419,4308,3127,450,25,0,15749,228,333,394,427,390,294,61,8,0,2135
125,101,272,603,451,408,207,50,15,5,2112,3041,8174,20562,16232,15107,8525,1266,96,11,73014,12,23,61,56,67,34,9,6,0,268,0,9,48,51,28,24,3,0,0,163,248,1017,4125,4252,4528,2607,415,21,5,17218,19,86,450,377,322,226,26,0,4,1510,451,1299,3401,3133,2412,1266,249,23,0,12234,142,715,3031,2680,2239,1223,221,22,0,10273,1631,3076,5007,3098,2614,1538,292,15,4,17275,1637,1991,2860,1657,1659,930,111,8,0,10853,83,585,2375,2289,2368,1511,250,12,0,9473,110,452,1608,1037,660,310,47,4,0,4228,120,1125,4409,2663,1471,706,106,9,6,10615,75,249,719,508,406,236,85,6,0,2284,198,1244,4867,3082,1905,1147,251,30,6,12730,116,647,1915,1351,1203,730,135,3,0,6100,78,573,2322,2224,2177,1308,205,11,0,8898,275,887,2479,2350,2423,1718,320,22,0,10474,278,1639,4989,4244,4303,2828,524,52,0,18857,174,385,512,373,288,177,51,7,0,1967
126,26,81,166,156,169,110,40,3,5,756,1601,3659,8315,8604,8911,5394,1055,102,5,37646,8,8,22,7,32,21,18,5,0,121,0,14,22,37,29,13,3,0,0,118,106,259,1059,1368,1384,837,177,21,3,5214,7,27,122,149,161,110,17,0,0,593,135,381,922,1124,1007,577,153,20,3,4322,51,238,1215,1304,1231,649,154,25,3,4870,774,1364,1468,1213,1250,768,176,35,0,7048,775,887,938,650,692,365,99,13,0,4419,29,105,431,549,779,498,114,6,0,2511,86,273,961,857,645,306,51,11,0,3190,40,399,1861,1813,1259,568,89,14,3,6046,51,136,302,330,336,221,61,10,0,1447,134,799,2754,2698,2152,1385,316,52,3,10293,44,231,590,597,642,400,96,9,0,2609,34,181,706,817,1084,703,130,14,3,3672,227,605,1342,1473,2008,1537,318,33,3,7546,197,703,1769,1948,2467,1916,442,37,5,9484,144,193,237,217,195,119,29,5,3,1142
127,129,268,490,504,433,267,36,14,0,2141,3465,7492,14405,14809,14247,6958,755,68,5,62204,13,45,170,268,304,243,63,9,0,1115,6,10,28,33,28,18,0,0,0,123,414,1345,4004,5740,6795,3427,401,21,0,22147,29,92,285,315,305,164,25,0,0,1215,540,1235,2900,3138,2800,1533,203,11,0,12360,169,687,1856,2050,1929,970,167,16,0,7844,1740,2711,3347,3168,2961,1435,182,21,0,15565,1913,1296,1347,1328,1341,696,98,8,0,8027,131,633,2172,2763,2799,1562,245,9,0,10314,86,332,707,555,412,166,17,0,3,2278,113,933,2565,1605,920,369,33,4,0,6542,81,197,507,396,362,204,33,9,0,1789,145,954,2134,1504,1045,566,96,10,0,6454,116,517,1125,1085,1149,645,122,6,0,4765,166,877,2067,1894,1757,911,116,9,0,7797,156,692,1678,1782,1709,1086,133,13,5,7254,286,1326,2862,3104,3347,2023,273,22,0,13243,172,328,372,287,233,138,39,3,0,1572
128,84,96,173,210,216,157,50,26,6,1018,3268,5367,10409,12017,12463,7703,1356,115,21,52719,8,9,19,25,23,21,16,3,0,124,0,15,54,52,37,33,9,0,0,200,284,594,1410,2139,2236,1680,376,43,8,8770,24,95,240,345,318,237,28,0,0,1287,497,1158,2323,2429,1855,1136,229,11,3,9641,104,325,1001,1373,1324,905,221,17,3,5273,1742,1816,1772,1895,2101,1402,318,27,3,11076,1853,1077,884,736,676,447,94,6,3,5776,81,409,1424,2017,2210,1405,225,16,4,7791,52,251,523,557,428,232,40,3,0,2086,55,462,1605,1805,1496,756,138,15,7,6339,107,245,459,479,443,337,81,19,0,2170,188,908,2112,2351,1992,1439,357,43,6,9396,95,301,759,851,711,480,107,13,0,3317,62,505,1778,1902,1914,1184,183,9,0,7537,230,624,1646,2015,2734,2124,310,21,0,9704,302,967,2015,2547,3064,2003,447,38,3,11386,194,295,382,315,302,183,61,6,0,1738
197,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3
199,3,12,24,7,5,6,3,0,0,60,82,254,490,230,227,149,12,0,0,1444,6,25,43,20,22,22,3,0,0,141,0,8,17,23,6,8,3,0,0,65,12,31,76,59,42,35,3,0,3,261,0,4,6,11,0,5,0,0,0,26,10,40,99,85,67,32,4,0,0,337,3,12,52,41,22,13,0,0,0,143,27,46,79,37,38,27,3,0,0,257,43,95,123,54,39,18,3,0,0,375,0,10,44,41,39,37,3,0,0,174,3,25,32,21,12,6,3,0,0,102,0,13,39,26,12,9,3,0,0,102,3,6,17,10,6,4,0,0,0,46,0,31,140,45,41,25,3,0,0,285,3,21,51,25,20,12,3,0,0,135,46,65,61,41,32,23,0,0,0,268,6,18,67,39,42,30,3,0,0,205,6,42,102,57,76,44,9,0,0,336,3,25,40,24,15,3,0,0,0,110
