region_id,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot
111,0,0,8,16,31,24,19,22,3,9,3,10,9,18,4,176,3,6,7,44,122,138,208,185,48,35,69,32,60,35,19,1011,0,14,38,150,60,10,25,7,0,0,0,0,0,0,14,318,0,0,0,14,28,66,70,37,32,7,14,3,8,7,12,298,0,0,0,6,14,29,61,59,24,22,26,25,26,19,15,326,0,0,0,11,19,9,9,6,0,0,4,3,4,0,3,68,225,604,1468,2869,1465,1104,743,617,162,168,181,170,174,90,615,10655,4,3,27,57,116,117,155,149,41,46,47,51,75,34,17,939,0,0,0,0,71,60,27,22,5,9,9,11,10,3,29,256,18,399,395,532,569,583,632,747,200,222,324,395,406,221,288,5931,342,2007,4299,5938,4403,4527,3991,3078,878,1008,1251,1347,1448,824,1914,37255
112,0,3,5,17,27,12,18,5,0,0,3,4,3,0,7,104,3,0,24,74,128,117,114,95,31,21,43,38,9,8,19,724,0,9,20,32,8,0,0,0,0,0,0,0,0,0,3,72,0,0,4,14,17,7,19,3,3,4,3,3,3,0,3,83,0,0,0,3,15,38,56,48,18,14,18,28,23,4,13,278,0,0,0,6,11,3,3,0,0,0,0,0,0,0,0,23,124,486,1514,3216,1668,1015,905,742,142,172,143,155,92,56,567,10997,3,6,18,125,169,154,171,173,30,33,35,37,30,20,40,1044,0,0,0,0,22,19,17,6,7,4,3,4,5,3,10,100,19,135,266,463,524,449,422,350,135,114,129,109,121,55,165,3456,253,1029,3234,5120,4143,3757,3339,2446,613,660,719,728,619,301,1423,28384
113,0,0,0,3,6,6,0,4,0,5,4,8,5,0,5,46,0,0,0,12,11,16,78,83,33,48,70,63,15,12,10,451,0,0,11,11,3,0,4,0,0,0,0,0,0,0,0,29,0,0,0,0,9,16,29,13,12,24,14,8,11,11,0,147,0,0,0,6,0,10,20,21,5,7,6,4,0,6,4,89,0,0,0,0,5,8,28,41,10,4,12,0,0,3,9,120,35,142,420,745,333,178,141,124,34,47,30,33,36,9,161,2468,0,5,3,10,31,24,37,24,4,8,9,16,7,4,6,188,0,0,0,0,7,15,7,5,4,7,0,8,8,0,23,84,4,51,105,187,124,209,332,425,88,125,104,131,153,83,145,2266,137,547,1684,1648,954,1126,1528,1401,396,485,639,725,578,330,830,13008
114,0,3,7,11,14,11,5,4,0,4,3,3,3,3,3,74,3,10,9,36,85,51,86,39,17,9,10,5,8,0,10,378,0,8,23,35,9,9,6,0,0,0,0,0,0,0,0,90,0,0,3,12,7,3,3,8,0,0,0,4,3,0,6,49,0,0,0,0,3,19,22,20,5,3,3,10,3,0,12,100,0,0,0,7,5,0,0,0,0,0,0,0,0,0,8,20,99,467,1340,2921,1425,712,439,353,59,55,57,93,35,42,476,8573,0,11,11,49,95,41,76,48,17,17,8,21,12,5,30,441,0,0,3,0,4,15,5,11,0,4,5,0,0,0,35,82,11,164,315,414,419,207,193,108,26,17,23,28,20,18,130,2093,170,1054,3061,4701,2986,1881,1431,902,203,188,198,288,166,138,1104,18471
115,0,3,5,33,101,184,157,142,36,44,48,21,32,5,19,830,0,0,8,38,198,319,908,602,106,215,309,181,163,56,65,3168,0,12,36,55,38,16,19,3,0,0,3,0,0,0,0,182,0,0,8,74,163,778,906,347,58,63,60,77,60,23,44,2661,0,0,0,3,21,41,72,39,22,18,8,13,10,8,6,261,0,0,3,51,81,58,47,20,3,3,3,7,0,0,12,288,88,301,848,2231,1434,1437,1140,854,189,257,263,178,217,142,373,9952,4,5,8,68,94,117,198,118,29,30,44,64,92,72,31,974,0,0,0,7,211,210,66,15,9,7,6,6,10,0,18,565,10,199,329,764,1201,2108,2351,1011,206,228,209,187,201,119,277,9400,189,1117,3334,6228,6805,12774,14030,7001,1388,1601,1640,1341,1379,748,1927,61502
116,3,0,10,8,55,119,71,73,30,16,16,11,7,12,17,448,0,0,3,26,143,393,368,364,47,107,129,60,67,34,31,1772,3,24,54,196,95,33,135,30,0,0,0,3,0,0,26,599,0,0,3,45,110,686,1144,693,168,156,211,134,131,60,62,3603,0,0,0,0,13,92,118,90,24,37,24,30,14,14,30,486,0,0,0,195,341,235,275,120,13,21,16,32,20,21,52,1341,37,199,781,2547,1223,933,515,345,101,113,73,90,89,36,379,7461,0,0,5,24,64,75,122,133,36,21,32,47,63,45,38,705,0,0,0,0,183,374,206,40,3,13,9,12,18,6,60,924,8,238,398,1102,2092,4089,6652,4437,937,813,928,831,744,392,987,24648,85,1265,3750,8137,8840,20902,28253,17444,4264,4376,4647,3751,2794,1532,4308,114348
117,0,3,13,28,112,202,233,223,48,47,60,77,113,77,45,1281,0,4,8,48,203,296,295,208,53,50,68,50,65,51,44,1443,0,6,18,121,53,34,97,11,0,3,3,0,3,5,9,363,0,3,5,31,42,148,110,52,17,30,21,21,13,23,10,526,0,0,0,13,35,259,557,919,314,417,516,496,306,124,261,4217,0,0,3,185,241,164,129,91,36,30,31,41,38,22,45,1056,27,156,535,1524,1455,1669,1825,1727,435,564,648,664,839,576,560,13204,0,8,14,92,198,280,372,332,94,120,172,195,337,254,119,2587,0,0,0,8,693,1263,755,254,99,124,171,186,151,85,170,3959,10,197,430,1384,2712,3089,3819,2386,839,1246,1461,1535,1550,967,948,22573,96,780,3225,7918,9979,15201,17372,13743,4235,5381,6564,6806,7082,4454,5000,107836
118,3,6,33,76,130,152,141,146,56,48,87,84,113,91,48,1214,3,4,23,100,581,1447,2007,1086,132,181,246,195,151,85,157,6398,5,15,25,74,34,23,41,3,0,0,0,0,0,0,15,235,0,5,11,20,56,109,61,27,9,7,12,19,17,16,12,381,0,0,3,14,53,131,177,173,60,51,48,62,42,28,44,886,0,3,10,38,77,46,43,37,8,7,10,12,13,3,17,324,91,340,682,1765,1606,1648,2136,2381,689,714,813,866,976,516,749,15972,7,17,22,86,216,248,419,422,107,141,173,197,248,140,135,2578,0,3,3,14,174,177,69,55,14,26,38,42,41,46,64,766,121,785,1436,1387,2907,2840,3315,2201,674,796,943,1044,1063,776,887,21175,583,2176,5097,7028,9255,12430,14343,11072,3180,3690,4583,5171,5570,3426,4089,91693
119,0,4,8,43,129,200,162,131,28,36,34,15,17,4,37,848,3,3,11,57,211,353,243,156,38,22,33,13,23,8,35,1209,0,18,48,229,129,45,136,12,3,0,3,0,0,0,24,647,0,5,15,54,82,209,179,79,20,28,32,39,39,9,18,808,0,0,0,13,75,260,410,322,90,100,95,74,45,26,61,1571,0,0,6,184,265,221,153,67,9,11,3,9,6,5,39,978,227,455,878,2092,1206,896,617,465,96,100,126,73,121,47,457,7856,0,6,12,46,111,117,175,146,33,28,37,48,52,32,50,893,0,3,3,22,2302,6224,3956,1090,273,331,372,403,303,167,786,16235,21,657,1052,2673,5318,5822,7882,6030,2064,2876,2963,2718,1737,962,1599,44374,429,2552,10152,23670,26761,40321,42855,25491,6921,8197,8572,7484,5790,2961,9254,221410
120,3,0,17,38,91,138,124,107,25,29,27,27,36,29,16,707,0,4,13,65,207,252,214,136,36,39,54,26,59,17,21,1143,0,11,38,119,54,18,55,3,0,0,0,3,0,0,9,310,0,4,5,43,171,735,599,226,67,70,73,72,56,38,101,2260,0,0,0,6,46,163,256,204,49,72,81,58,41,21,51,1048,0,0,0,110,224,137,102,46,11,6,14,13,18,14,28,723,66,208,576,1468,1381,1356,1458,1277,303,313,389,314,326,202,418,10055,0,4,13,92,161,158,234,157,43,50,63,82,137,43,49,1286,0,3,3,17,1008,944,329,105,33,39,71,54,40,10,124,2780,29,321,525,1419,2258,2280,2193,1540,636,1261,1452,1088,637,364,529,16532,202,1387,6647,11214,11276,15899,16387,12994,3814,4875,5526,4663,3930,2242,4376,105432
121,3,12,43,84,222,369,309,337,70,112,76,94,85,44,66,1926,4,13,45,179,668,1445,2173,1301,210,321,500,282,264,173,151,7729,0,8,32,48,27,26,71,14,0,0,3,3,0,0,8,240,10,3,33,55,183,330,318,139,32,42,45,41,50,14,39,1334,3,0,0,12,61,180,260,270,80,103,109,84,66,44,54,1326,0,5,4,29,86,66,36,29,11,7,8,6,14,9,16,326,222,704,1670,3594,3115,3257,3742,3109,859,854,932,823,1058,577,932,25448,11,12,49,208,353,473,728,565,144,170,200,213,368,201,136,3831,0,0,3,26,384,265,137,62,18,34,30,28,27,17,41,1072,131,658,845,1481,2240,3625,4199,2606,833,1092,1273,1165,1046,577,654,22425,696,2335,5416,9976,13049,22976,26829,17845,4649,5558,6312,5477,6129,3442,4616,135305
122,0,3,25,23,78,52,86,67,12,9,16,14,18,7,22,432,5,0,23,86,280,447,790,515,98,139,212,134,155,53,80,3017,6,24,33,124,53,34,141,5,0,3,0,0,0,0,13,436,5,6,3,23,39,36,22,16,3,0,6,3,7,4,5,178,0,0,0,5,40,79,151,115,37,33,34,42,25,9,32,602,0,0,6,22,81,34,24,10,0,9,0,0,4,0,10,200,145,521,1211,3125,2463,2696,3291,3217,806,832,836,691,842,436,905,22017,0,18,22,144,223,283,431,334,81,106,101,116,157,97,83,2196,0,0,0,7,79,105,72,27,10,6,13,5,13,3,24,364,31,259,386,941,1175,1557,1847,1451,465,526,619,570,483,287,356,10953,316,1423,3844,7445,6976,9646,11386,8569,2189,2442,2751,2350,2499,1354,2639,65829
123,0,0,7,16,33,36,19,13,3,4,0,3,5,0,0,139,0,3,8,32,204,413,287,164,34,32,32,38,26,8,21,1302,5,11,21,127,66,20,42,8,0,0,0,0,0,0,8,308,0,0,8,9,41,156,136,53,13,20,25,47,26,6,15,555,0,0,0,4,24,156,126,72,20,15,22,25,27,3,27,521,0,0,0,20,21,10,16,7,0,0,0,0,0,0,5,79,54,233,1126,3468,2261,1526,645,326,88,117,82,59,69,27,473,10554,0,4,6,32,63,51,105,66,9,25,25,21,22,5,25,459,0,0,0,3,119,293,137,19,12,15,10,22,12,3,32,677,16,188,325,879,2081,3051,3191,1629,313,352,366,305,229,163,484,13572,104,820,2994,6759,7261,11194,10821,5130,1284,1338,1409,1172,883,528,2155,53852
124,0,3,7,29,40,40,34,26,6,13,0,3,3,3,19,226,3,3,8,60,207,302,186,126,14,27,57,27,10,14,22,1066,0,10,34,153,54,19,40,0,0,0,3,0,0,0,17,330,0,3,5,56,58,206,220,118,9,27,26,25,27,9,12,801,0,0,0,6,10,70,85,77,11,17,29,16,21,10,18,370,0,0,5,51,71,50,33,7,0,0,3,0,0,0,8,228,91,456,1531,5077,3211,2292,970,553,147,143,143,134,74,48,713,15583,3,7,17,94,139,133,129,100,25,30,22,29,25,13,33,799,0,0,0,3,45,80,65,10,7,9,15,19,15,6,59,333,10,285,470,1103,1403,1510,1415,1097,209,215,199,177,202,92,374,8761,166,1558,4632,10083,8365,9435,7612,4285,989,1101,1120,982,778,465,2421,53992
125,0,4,12,13,85,184,139,135,36,37,37,35,30,25,31,803,0,0,7,34,150,236,236,150,29,37,80,50,53,35,38,1135,4,21,43,152,55,29,121,6,3,3,3,0,0,3,15,458,0,0,8,45,124,1224,1999,1031,270,277,358,357,288,150,209,6340,0,0,0,7,51,213,236,172,60,45,91,68,41,21,61,1066,0,0,6,598,1312,857,859,404,58,54,57,82,61,46,175,4569,114,291,821,1974,979,733,462,321,72,96,103,99,86,55,411,6617,3,0,12,31,75,90,135,104,32,34,41,50,63,48,48,766,0,3,7,18,2516,3891,1831,397,119,138,147,162,112,62,475,9878,10,493,468,1340,2994,4312,7402,6356,1490,1957,2080,2138,1710,866,1601,35217,239,1901,4914,11357,16749,29781,37673,27086,7199,8960,9910,8409,6440,3436,8020,182074
126,0,3,11,29,85,155,144,89,20,20,27,31,32,20,12,678,4,3,9,38,126,191,226,203,25,30,43,33,20,16,33,1000,0,0,14,45,17,27,41,8,0,0,3,0,0,0,0,155,0,3,7,50,130,417,483,167,49,70,66,92,104,34,35,1707,0,0,3,4,27,61,113,120,33,25,23,29,22,7,24,491,0,0,0,26,49,50,39,14,3,10,11,13,10,3,4,232,72,222,473,1037,824,695,715,478,93,92,106,81,110,42,241,5281,0,8,12,56,60,111,179,94,25,41,42,42,49,41,32,792,0,0,3,6,345,282,91,49,8,27,46,30,37,13,31,968,17,248,248,677,1094,1798,1954,941,246,338,372,359,390,246,296,9224,194,948,2574,4522,5779,11802,13921,8408,2151,2383,2931,2974,2937,1493,2341,65358
