region_id,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
117,31,85,207,267,81,292,33,216,27,1239,444,1621,1159,1243,812,911,237,640,166,7233,4001,11682,3767,2133,2699,1824,737,1403,589,28835,4315,7329,2384,1172,1721,1054,803,893,364,20035,2543,3979,1557,696,1152,635,847,776,229,12414,1234,2123,815,351,633,327,633,619,148,6883,241,525,175,70,119,91,150,174,67,1612,26,73,15,5,20,14,4,14,26,197,3,4,3,0,3,4,0,0,4,21,12838,27421,10082,5937,7240,5152,3444,4735,1620,78469,30,92,55,420,243,653,6,88,34,1621,511,1942,385,1771,1703,1442,38,247,135,8174,3512,11183,1099,2624,4578,1929,108,667,383,26083,2776,5871,664,1191,2971,885,101,433,206,15098,1587,3226,388,861,2117,578,107,487,135,9486,727,1836,211,498,1370,386,81,411,84,5604,102,347,30,87,264,92,10,75,31,1038,15,28,3,5,23,13,4,7,13,111,6,0,0,0,3,3,0,0,3,15,9266,24525,2835,7457,13272,5981,455,2415,1024,67230
118,33,93,193,316,126,337,42,254,33,1427,333,1216,819,919,505,668,174,402,135,5171,2971,7758,2678,1269,1419,1245,475,784,372,18971,4089,6209,1845,735,1012,889,457,580,304,16120,2888,4192,1341,531,834,588,571,535,237,11717,1640,2756,926,339,612,441,534,445,203,7896,539,975,255,105,227,181,164,200,96,2742,101,189,24,19,40,51,11,25,43,503,23,27,0,0,10,13,0,3,27,103,12617,23415,8081,4233,4785,4413,2428,3228,1450,64650,28,95,54,469,198,576,5,81,29,1535,406,1521,219,1282,1255,1151,10,160,69,6073,2912,9229,632,1799,3109,1462,54,262,272,19731,2653,6038,449,1155,2722,939,34,179,245,14414,1618,4072,357,1046,2581,725,51,311,212,10973,884,2417,204,586,2044,580,35,239,115,7104,202,542,47,140,563,182,10,67,60,1813,22,58,8,14,77,27,0,6,36,248,3,3,6,6,5,5,0,0,9,37,8728,23975,1976,6497,12554,5647,199,1305,1047,61928
119,77,138,1089,432,219,937,180,1019,124,4215,516,1480,2745,1262,1159,1569,738,1469,397,11335,3410,7042,6316,2067,3115,2473,2606,3017,822,30868,4549,5690,6118,1544,2551,1653,3572,2633,657,28967,4104,4166,5744,1170,2118,1379,4210,2861,637,26389,2246,2474,3303,695,1464,841,2678,2072,385,16158,443,591,632,169,336,205,553,479,112,3520,57,80,46,12,23,23,23,31,37,332,9,8,8,0,3,3,0,3,3,37,15411,21669,26001,7351,10988,9083,14560,13584,3174,121821,62,184,187,841,622,2036,28,234,75,4269,480,2084,518,1957,2486,2259,67,461,240,10552,2174,8020,1046,2714,6307,2521,197,1024,564,24567,2441,6061,1036,2602,6781,2180,380,1344,448,23273,2059,4566,1073,2791,6506,2021,753,2304,409,22482,869,2404,507,1331,3685,1069,356,1546,249,12016,104,336,70,189,651,190,39,209,58,1846,16,27,4,7,57,7,4,13,28,163,5,6,0,0,10,4,0,0,10,35,8210,23688,4441,12432,27105,12287,1824,7135,2081,99203
120,33,97,253,286,130,467,39,318,44,1667,330,1016,1106,845,620,877,210,675,169,5848,2739,6827,2842,1215,1827,1544,673,1299,437,19403,4151,6001,2354,739,1371,923,700,836,317,17392,3184,4206,2147,520,1025,746,924,881,220,13853,1698,2785,1260,298,714,471,693,700,185,8804,338,674,330,75,171,144,170,216,66,2184,40,96,27,8,24,24,11,16,24,270,3,9,3,0,0,5,0,3,5,28,12516,21711,10322,3986,5882,5201,3420,4944,1467,69449,28,113,65,526,269,864,6,87,27,1985,333,1418,217,1188,1233,1218,16,208,100,5931,2371,7796,666,1697,3465,1383,53,395,277,18103,3028,6250,539,1170,3551,1047,59,353,248,16245,2097,4794,493,1156,3387,924,116,614,192,13773,982,2795,282,644,2215,522,99,409,124,8072,126,434,46,98,440,95,7,85,35,1366,11,40,6,7,24,15,0,4,13,120,0,7,0,0,0,3,0,0,10,20,8976,23647,2314,6486,14584,6071,356,2155,1026,65615
121,50,183,362,598,226,761,112,645,59,2996,436,1730,1212,1222,779,1135,224,541,156,7435,3493,9742,2630,1131,1851,1427,385,738,438,21835,6842,10264,2397,715,1663,1176,450,658,422,24587,6696,8452,2095,539,1460,991,589,735,462,22019,3896,5962,1201,345,1116,773,491,606,311,14701,1125,2124,340,119,419,333,150,252,126,4988,153,359,44,18,81,37,17,31,55,795,27,46,3,0,6,9,0,5,14,110,22718,38862,10284,4687,7601,6642,2418,4211,2043,99466,54,215,124,1081,409,1397,18,228,48,3574,433,2001,321,1791,1675,1468,24,126,103,7942,2969,10170,699,1683,3779,1377,40,248,283,21248,4139,9083,659,1468,4408,1123,64,280,326,21550,3387,7971,584,1553,4907,1251,88,512,281,20534,1635,4819,344,957,3902,936,54,357,209,13213,320,1001,69,263,1122,234,10,112,77,3208,47,100,4,19,116,27,6,10,37,366,9,8,0,0,13,0,0,0,14,44,12993,35368,2804,8815,20331,7813,304,1873,1378,91679
122,34,114,572,366,111,661,140,580,56,2634,287,648,1370,658,362,647,219,491,74,4756,2007,3596,3093,742,770,993,493,748,189,12631,4530,4912,2985,680,968,987,560,775,290,16687,4034,4007,2407,501,900,845,757,803,254,14508,2145,2663,1448,334,615,601,709,644,174,9333,564,902,356,63,260,238,210,226,77,2896,82,133,31,14,25,40,13,28,23,389,9,16,5,0,3,3,3,6,5,50,13692,16991,12267,3358,4014,5015,3104,4301,1142,63884,35,97,111,786,270,1219,7,189,52,2766,285,797,213,1223,986,870,26,103,58,4561,1723,4378,519,1460,2262,1008,72,247,146,11815,2574,5072,541,1396,3400,1093,93,341,194,14704,1775,4124,492,1443,3782,1122,122,518,186,13564,827,2264,252,849,2682,788,80,353,133,8228,144,445,52,174,728,218,13,84,43,1901,20,38,7,18,59,20,3,10,14,189,3,4,0,0,5,0,0,0,11,23,7386,17219,2187,7349,14174,6338,416,1845,837,57751
123,52,59,1141,195,97,574,223,941,70,3352,272,489,2098,471,359,578,724,947,88,6026,1207,1674,3503,858,946,752,2117,1397,243,12697,2068,1746,3151,794,1025,724,2452,1340,271,13571,2206,1537,2822,628,1061,645,2516,1334,293,13042,1338,1274,1835,381,851,500,1828,882,160,9049,214,253,254,64,131,112,277,170,30,1505,26,23,12,8,8,7,9,11,11,115,5,3,0,0,0,3,3,0,0,14,7388,7058,14816,3399,4478,3895,10149,7022,1166,59371,64,72,181,675,422,1534,31,320,67,3366,289,846,352,1079,1413,1054,85,253,84,5455,912,2843,468,1473,3075,1089,177,443,172,10652,992,2544,492,1677,3453,1123,298,880,184,11643,956,2183,398,1744,3794,1227,388,1205,177,12072,526,1311,255,861,2313,587,180,681,94,6808,55,145,26,71,272,68,11,60,25,733,9,5,0,9,14,3,0,6,8,54,4,0,0,0,0,0,0,0,0,4,3807,9949,2172,7589,14756,6685,1170,3848,811,50787
124,72,84,1436,276,107,796,251,1189,89,4300,301,567,2745,645,469,676,849,1080,114,7446,1626,2092,4291,1103,1144,913,2380,1668,305,15522,2612,2445,3796,1096,1177,804,2795,1536,313,16574,2821,2622,3371,911,1284,768,2576,1478,321,16152,1781,2062,2189,553,1140,612,1992,1118,244,11691,294,456,344,100,189,148,332,197,50,2110,34,56,19,4,17,8,8,14,16,176,5,3,4,3,0,0,0,3,8,26,9546,10387,18195,4691,5527,4725,11183,8283,1460,73997,69,110,241,926,630,1927,27,421,69,4420,388,889,417,1487,1871,1294,90,270,105,6811,1104,3495,674,1828,3792,1292,224,503,174,13086,1416,3531,601,1968,4425,1314,263,872,206,14596,1408,3602,555,2087,4716,1397,384,1209,237,15595,768,2346,288,1153,2920,830,207,715,136,9363,101,346,35,118,391,117,27,114,25,1274,7,16,5,10,20,6,0,4,19,87,0,0,0,0,4,0,0,0,6,10,5261,14335,2816,9577,18769,8177,1222,4108,977,65242
125,59,122,790,267,168,765,142,673,136,3122,458,1287,2184,827,952,1233,760,1219,319,9239,2903,7363,5120,1528,2783,1949,2612,2730,747,27735,3312,5017,4525,1060,1790,1106,2549,1942,504,21805,2718,3296,3933,757,1506,849,2695,2030,438,18222,1540,1928,2260,485,1098,577,1772,1407,227,11294,298,472,429,111,258,149,313,280,68,2378,27,65,26,6,19,10,9,28,19,209,5,3,3,0,0,3,4,3,5,26,11320,19553,19270,5041,8574,6641,10856,10312,2463,94030,48,132,111,592,445,1459,14,171,68,3040,409,1656,346,1381,2041,1685,70,378,207,8173,1787,7037,898,2049,5324,1814,275,904,473,20561,1589,4652,716,1808,4574,1190,309,1074,320,16232,1286,3242,700,1880,4325,1148,474,1767,284,15106,618,1832,339,964,2747,645,245,996,140,8526,80,268,39,137,453,113,27,108,42,1267,3,18,5,4,28,10,0,10,17,95,0,3,0,3,3,0,0,3,3,15,5820,18840,3154,8818,19940,8064,1414,5411,1554,73015
126,22,110,220,240,103,361,33,305,30,1424,201,751,630,503,411,591,110,294,96,3587,1188,3756,1426,465,949,659,288,441,205,9377,2262,3467,1362,325,707,495,333,419,184,9554,2276,3109,1438,312,675,470,532,508,180,9500,1298,2136,855,184,542,321,378,455,101,6270,273,519,212,50,152,92,118,135,40,1591,41,75,21,9,17,20,13,24,14,234,4,12,3,0,5,0,0,4,3,31,7565,13935,6167,2088,3561,3009,1805,2585,853,41568,25,108,52,438,230,638,5,79,26,1601,162,844,148,701,823,816,10,87,69,3660,900,3695,327,700,1848,568,27,139,111,8315,1313,3380,323,681,2044,468,35,204,156,8604,1114,3057,309,798,2453,550,86,410,134,8911,547,1738,143,443,1684,392,62,305,81,5395,84,327,37,94,358,71,3,54,27,1055,10,26,0,3,38,11,3,3,7,101,0,3,0,0,0,0,0,0,4,7,4155,13178,1339,3858,9478,3514,231,1281,615,37649
127,47,85,996,298,135,620,226,891,127,3425,348,854,2214,863,802,846,879,1112,280,8198,1763,2994,4454,1119,1659,1139,2703,1992,570,18393,2439,2235,4657,886,1347,920,3559,2376,522,18941,2317,1675,4341,674,1166,832,4031,2726,524,18286,1205,996,2582,370,770,472,2215,1635,240,10485,220,175,367,74,114,105,336,269,67,1727,28,28,15,8,7,14,9,23,11,143,3,3,3,0,0,0,0,0,7,16,8370,9045,19629,4292,6000,4948,13958,11024,2348,79614,64,115,121,611,500,1685,32,245,93,3466,351,1327,337,1296,2022,1547,128,300,185,7493,1181,3889,586,1622,4324,1350,276,803,374,14405,1194,2783,730,1849,4356,1462,565,1533,336,14808,1057,1933,690,1915,3932,1360,732,2333,294,14246,479,1035,305,877,1973,627,323,1173,165,6957,61,108,35,90,228,52,20,129,33,756,8,9,0,3,17,8,0,8,14,67,3,0,0,3,0,0,0,0,0,6,4398,11199,2804,8266,17352,8091,2076,6524,1494,62204
128,48,105,855,326,123,683,121,733,49,3043,298,749,1870,600,443,642,290,496,82,5470,1672,2467,3051,935,905,742,644,678,179,11273,3050,2698,3011,832,944,774,910,723,242,13184,3160,2665,2615,655,1061,722,1011,733,199,12821,1995,2079,1656,327,898,594,875,637,152,9213,353,508,326,93,207,166,218,205,51,2127,42,58,27,8,26,23,13,27,18,242,6,5,3,3,3,3,0,0,4,27,10624,11334,13414,3779,4610,4349,4082,4232,976,57400,38,111,146,818,369,1485,15,239,47,3268,284,1051,248,1181,1292,1095,34,124,56,5365,1231,3578,413,1350,2658,847,38,178,115,10408,1462,3601,423,1428,3612,988,56,302,145,12017,1282,3305,374,1383,4231,1215,95,435,144,12464,682,2006,222,727,2842,744,67,325,88,7703,91,289,38,111,590,138,11,64,24,1356,5,15,0,5,50,6,0,11,24,116,3,0,0,0,10,4,0,0,5,22,5078,13956,1864,7003,15654,6522,316,1678,648,52719
197,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,12,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,9
199,17,3,15,26,3,3,12,17,3,99,22,41,77,55,7,22,28,54,0,306,44,161,139,62,43,27,85,121,13,695,65,83,107,25,19,15,75,80,11,480,47,47,79,19,20,14,62,60,12,360,21,34,44,6,15,5,51,34,14,224,9,6,6,7,0,3,3,3,3,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,225,375,470,200,107,89,316,369,56,2207,8,3,7,22,6,27,0,8,0,81,18,42,18,61,51,25,4,25,10,254,44,151,28,83,85,47,9,28,15,490,19,64,4,48,53,17,4,15,5,229,14,66,6,40,54,14,5,25,4,228,13,41,9,10,33,17,7,15,4,149,0,0,0,0,4,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,367,72,264,286,147,33,121,38,1444
